"","HB1","HB2","HB4","HB5","HB8","HB10","HB11","HB13","HB15","HB17","HB18","HB20","HB21","HB23","HB24","HB26","HB27","HB29","HB30","HB32","HB34","HB38","HB40","HB45","HB46","HB49","HB50","HB52","HB54","HB56","HB58","HB60","HB62","HB66","HB68","HB70","HB72","HB74","HB76","HB78","HB80","SB1","SB2","SB4","SB5","SB8","SB9","SB12","SB13","SB16","SB17","SB20","SB21","SB24","SB25","SB28","SB29","SB32","SB33","SB36","SB37","SB39","SB40","SB42","SB43","SB45","SB46","SB49","SB50","SB52","SB53"
"hsa_miR_181a_5p",9.3994269183987,10.2409445365686,9.05868597923719,10.4482147174355,10.2598166418693,9.9177656102727,8.61968247986981,9.24541179374,10.1241324523739,9.64239803291402,10.6810202304141,9.8796224840805,10.1372351587756,10.48315801222,10.6353804942721,10.4279929024011,10.3467436443162,10.4530388630735,10.2057347833847,9.18675316422016,10.3716684694867,5.18411339350406,9.96896057839412,11.0021603863823,10.6348662895545,9.95858292785216,10.9827744942819,9.84933401071982,9.55648357064252,10.0188942096507,9.90778519102741,10.0279233558272,10.2331265149129,9.42906007510368,9.6609719916373,10.7617345462229,11.2030856986546,11.4850754967507,11.8692495285614,11.5587174727298,11.4002812630193,10.225007138968,9.33396077330005,10.8644470677893,11.1240883249519,10.19664337188,9.91455106004372,10.2630471422523,10.5211968769847,9.93304248792047,10.3784187025947,9.68352994192245,8.99384986127239,10.7900097776626,10.4976750685328,9.91867794251282,10.5070615400617,9.962503822648,11.2769944828896,10.6656563237166,9.68850217322175,4.90919331037067,10.5777210643277,10.6958091275114,9.97017975486176,10.1989794591079,10.6812975260096,10.0571300230325,9.25919151384405,9.68640925887815,10.3302008988895
"hsa_miR_181b_5p",5.47382004873445,8.41002712982209,5.47382004873445,8.26090897663615,5.47476308828939,5.47382004873444,5.47476308828939,7.40289669203854,9.26587017572018,7.63815297137273,5.47476308828939,7.83246565963329,5.47476308828939,5.47382004873444,9.7263363758054,8.55979822093696,8.08351123474616,5.47382004873445,8.63141532581817,5.47476308828939,9.10111465568384,5.47476308828939,5.47476308828939,8.83363429114605,5.47476308828939,5.47476308828939,5.47476308828939,8.58431392260187,7.17982080253255,8.80767853999138,5.47476308828939,5.47476308828939,5.47476308828939,5.47476308828939,7.15117127192301,5.47476308828939,9.70489076042041,10.0117470959508,9.67275356666329,10.1580980687833,9.55107954078083,8.47326005905279,4.32618586410562,7.8785485821415,4.32618586410562,8.67587736265799,4.32618586410561,7.6861063807649,7.71027832726142,8.44672575866481,8.27254834795801,7.36698335513942,7.60938223035778,8.57087594236105,7.70035861859849,7.99045998304052,7.69675192313999,8.42245393165547,8.39232307381067,4.32756943284808,4.32618586410562,4.32756943284808,4.32618586410561,8.21122792775112,9.45539681256465,8.12938763353259,8.50035235525746,7.91665723416022,7.90131902161554,4.32756943284808,8.72356902310512
"hsa_miR_182_5p",9.22839383129315,10.5879000717201,9.55782163183636,8.12408288130287,9.94922752494885,8.79361874191326,8.53521034066283,10.1898687751547,10.0849749246491,9.63219559958869,9.08570542427308,7.91921374209798,8.81087931137347,9.13814876058235,9.33932323229377,10.078790711052,10.8712679960467,10.6748230863899,10.0433123429056,10.4880252705352,9.62172803193445,9.74850850836014,10.0387141491019,9.48294161658995,9.39043002122193,10.1315930341104,10.6666134333355,10.2654884607602,10.2027822753465,9.65522805628012,9.58767351622228,9.49644330469682,9.70386195929432,10.4643008444585,10.8353751605916,9.18957787420389,9.02554041667965,7.81624700826482,8.70986127821701,8.07804291557261,9.28453924733011,10.7481568099585,11.8044333150509,8.37212137534957,8.41158352405814,8.37212137534957,8.41158352405814,10.668726562025,10.3513708493179,8.37212137534958,11.1464627834661,8.37212137534958,8.41158352405814,8.37212137534957,8.41158352405814,8.37212137534958,8.41158352405814,8.37212137534958,11.0195705056726,8.37212137534957,8.41158352405814,8.37212137534958,8.41158352405814,11.5067630597329,8.41158352405814,10.7562099832319,10.8564434021042,10.3169669029167,10.3732121914761,11.4009952679699,10.481081370565
"hsa_miR_183_5p",8.14208077930583,9.17359611144409,8.02079299114841,7.6896324794439,8.76171061571995,7.83200478526484,7.67193972229236,8.9516745522755,8.6675273839733,8.3563882636519,8.48758456995449,7.32915765954167,7.91774898546637,8.26672552840984,8.21313044838297,8.85549653814916,9.35710300217523,8.5393673735177,9.20275569980982,9.17142705789667,8.68950716678281,8.10952733529722,8.65404355844828,8.56142051220566,7.95110766534137,8.82251361935057,9.00165748062468,8.93761698543955,8.62701013542463,8.53607542051277,8.24014070282565,8.03590614834968,8.55343495017418,8.98566249739618,8.49287269981662,8.71467613109535,7.60020537944903,7.07901383365198,7.77268186201282,7.50658069921448,8.08888861006453,8.25179380371858,8.17570048093796,8.25179380371858,8.17570048093796,8.25179380371858,8.17570048093795,8.25179380371858,8.17570048093796,8.25179380371858,10.4529332631773,8.25179380371858,8.17570048093796,8.25179380371858,8.17570048093796,8.25179380371858,8.17570048093795,8.25179380371858,8.17570048093796,8.25179380371858,8.17570048093796,8.25179380371858,8.17570048093795,8.25179380371858,8.17570048093795,8.25179380371858,8.17570048093795,8.25179380371858,8.17570048093795,8.25179380371858,8.17570048093796
"hsa_miR_185_5p",11.5437009090047,11.7617672490282,12.0525276319544,11.6971972539196,11.3870187735129,11.6473072379362,11.1203879105521,11.3404520463472,11.8042979891756,11.5420664902941,12.0574122317426,12.2806235800939,12.4215730609428,11.8100522179981,11.5780166348375,12.1832723487294,12.6867244462783,13.4388154274561,13.5238297706491,11.6511160037346,11.8699428210694,12.113461996045,12.0849709132352,11.0247534226107,11.8192900413467,12.3316894064647,12.8574679980468,11.7008734971038,11.9379435813753,11.9595882035569,11.6174319676655,11.4630321015397,11.3569295833132,11.8725769836292,13.775893287818,11.8899153152807,12.2257111144082,12.1011792988108,11.7844734468294,12.3426041765208,11.5260456430956,12.197206628272,10.38880757052,11.6340054798262,11.6654479623645,12.4634227352011,11.7959148383455,11.8107735266881,11.7827730774196,12.5697486444468,13.1748167985999,11.5056919238118,11.9576636711315,11.8256613420761,11.4815483881747,12.4956276160724,12.2548421192832,12.600576262721,12.8321399089776,11.7955227187254,11.9746643526003,11.8081086668832,12.3842504097424,12.441951013941,11.729323900086,11.8783015356187,12.5614346626592,11.5729880518424,12.4892380362051,12.2761504770577,11.0803596040928
"hsa_miR_186_5p",7.32429061541505,7.29445519120712,4.69222893052037,7.29241019791593,4.65182298139743,4.69222893052036,4.65182298139743,6.61003262661599,4.65182298139742,4.69222893052037,7.92160390968021,7.72558252060493,4.65182298139743,7.44043996082438,7.39421662688979,7.36059036821633,7.2801897855509,7.89401438286693,4.65182298139743,4.65182298139743,4.69222893052036,4.65182298139742,4.65182298139743,4.65182298139742,4.65182298139742,4.65182298139742,4.65182298139742,7.72322032876923,6.6670974577117,7.24545695323959,7.4441429339152,4.65182298139742,4.65182298139742,4.65182298139742,7.8647491849889,4.65182298139743,8.37269685333865,4.65182298139742,4.65182298139743,7.06922323921451,7.33972467854223,5.74411677526348,5.99366063006645,5.74411677526348,5.99366063006645,5.74411677526348,5.99366063006644,5.74411677526348,5.99366063006645,5.74411677526348,9.67846082730024,5.74411677526348,5.99366063006645,5.74411677526348,5.99366063006645,5.74411677526348,5.99366063006644,5.74411677526348,5.99366063006645,5.74411677526348,5.99366063006645,5.74411677526348,5.99366063006644,5.74411677526348,5.99366063006644,5.74411677526348,5.99366063006644,5.74411677526348,5.99366063006644,5.74411677526348,5.99366063006645
"hsa_miR_191_5p",12.8586951253959,13.0088809311059,12.8316551148814,13.5587367949909,12.7564233968167,13.3424718894205,13.1027953244546,12.5127496999893,13.3425212937623,13.4312386817782,13.2062923780775,13.173863158509,13.2202299909779,13.6002767480097,13.6235676864556,13.9638957761284,14.4078687464803,13.7387130256089,13.404617682954,13.1615645345456,13.4039501347379,12.5793103000337,13.5792639306555,13.7216379483915,13.6201757775683,12.9742178223904,11.9351861329378,13.8017317988861,12.808438279765,14.1085431823373,13.772208482878,13.2929367314835,13.1441704067452,13.2727847978073,12.5921426501963,12.9168753343909,14.3542568935603,13.2697248518093,13.4290148970863,13.2617703657221,14.5338327750571,13.399832099354,12.6655454326885,13.3132969372527,13.6043247620599,13.4246223241102,12.0931904109518,13.3208269849559,13.7426772324732,13.2656456930184,13.7512826366663,13.2594092991686,13.181075606594,13.678524549532,13.5401493854754,13.4638684886897,14.0288253174489,13.6150441618445,14.8969225424427,13.4368498222005,13.0059725034489,12.7663205345797,13.0936698041279,12.7410648704935,12.8522383010978,13.5286275210888,14.0941948176375,13.7612440784959,13.2313149194055,12.4030713537193,13.4957742123617
"hsa_miR_192_5p",9.5738286668687,8.00728627226579,7.43918616765363,7.59178778827977,7.64119328792806,8.13880411494653,8.89920003197772,6.41792799986669,8.25277767765132,7.79754289133576,9.03126073418753,8.9106430707424,8.58399225343677,8.29692418831822,7.74392559885611,8.08883433839973,7.88794234652862,7.72729092011057,7.47057869136521,7.19519501781392,8.30141696031814,10.4020824078821,9.1221788729586,8.13188266842905,8.05862752638535,7.59149289935918,9.94057514894699,8.90188239422533,7.85082880321583,8.33554897418974,9.54315771101717,7.34603498336087,7.97913096104044,8.10392140921834,7.19460812318679,7.49340151742596,7.67023020998368,7.63359244953006,7.9479108008491,7.92388877958494,7.82895243546849,7.8121617401847,7.79880058964314,7.8121617401847,7.79880058964314,7.8121617401847,7.79880058964313,7.8121617401847,7.79880058964314,7.8121617401847,9.30590548155891,10.2795412474471,11.2576858643804,7.8121617401847,7.79880058964314,7.8121617401847,7.79880058964313,7.8121617401847,7.79880058964314,7.8121617401847,7.79880058964314,7.8121617401847,7.79880058964313,7.8121617401847,7.79880058964313,7.8121617401847,7.79880058964313,7.8121617401847,7.79880058964313,7.8121617401847,7.79880058964314
"hsa_miR_199a_3p",8.44165742734917,9.11113747918638,9.75517615544389,10.8444073704155,9.76343859445797,10.1223374680624,9.64485679588275,8.75891022021951,9.51046953383695,9.1291917032029,10.2846316983119,7.82014829443493,8.7409932036455,10.2244506147871,10.7085702537694,10.1143841495541,9.52335607737484,9.94568589761355,10.5514674324822,9.49864933770752,9.73265260104964,10.1011439725569,10.7731730383008,11.2347354948188,10.6212908334576,9.28927096541216,10.2111768401328,8.98967287992318,8.46624545818011,9.99203744238662,9.297465866073,9.29132984973888,9.78487230347304,8.93770013906322,7.37647817856068,10.7577833452813,11.2006032254008,12.0440602779521,12.6491574904927,13.4938023902472,10.8041349901985,10.8456566332607,7.34853994292285,10.2342281969569,10.2063558616056,10.3826794611087,7.34853994292285,10.2820685207672,11.0969453197646,10.8729002394963,10.263572361679,10.6759837408947,10.8821287326902,11.34731791489,10.7173983538707,10.6778358707118,11.0859119533639,10.6709319766446,10.2861028955205,10.8268074840596,10.039033595838,7.3228968441236,7.34853994292285,7.3228968441236,7.34853994292285,10.7333561185558,11.11861907429,10.5185120085635,10.8865181166928,7.3228968441236,10.1389266954726
"hsa_miR_203a_3p",10.7047602293143,10.472883861888,11.9129131088547,11.6967350683045,12.7184426272626,11.6525639849836,14.3402595088518,9.26066982761045,12.4683632451455,9.33675875167165,11.6972580835639,12.110314999566,14.4664675861169,11.3640294977517,9.26727935940664,12.1676312127541,10.1516104733679,12.6223842413829,10.6528101183464,10.9260520713024,11.8595631107331,9.78307261630401,12.5491020512593,11.1125749054654,12.1238276500847,11.6476747855208,10.2930610205378,10.6338071033834,8.64618010260722,10.0204170860575,12.9236466514161,11.8029241996428,10.3237863190699,10.247337604054,7.30741577632681,12.7864041816332,9.97120550177933,11.111980630286,11.3545260768857,10.7113392868979,10.5508016535054,10.4137754885775,13.69371475785,12.5681033997096,10.8447416832977,11.0380227024417,9.97329070873067,11.5832581179289,9.37204770963206,10.599794957633,8.776049972171,11.6179745539216,11.3027837281286,9.84602922933602,12.9693320498967,11.6628302864903,10.87731674574,11.7558772507293,8.33435429063214,11.5151805548796,12.866915542448,12.1317599470082,11.2193122826142,11.1950972734986,12.163978576992,12.0586791635732,9.99613205976713,9.42578052285761,9.72545667163268,14.0432239619274,12.6100518834059
"hsa_miR_205_5p",7.13976909243742,7.16671587904047,8.22483847389552,6.67330741947847,9.20986566196222,4.43415813857626,9.71268955634091,6.22618467343305,4.32189716816769,6.75552668600474,9.12006906057943,8.70575693269539,9.4607197215273,8.47923830282319,7.33124863112404,7.77674499034518,6.63794285097665,8.54141865391812,4.32189716816769,4.32189716816769,8.34833916244119,4.32189716816769,9.48922786444086,7.88906801424382,8.58700651565927,7.93530657336453,4.32189716816769,4.32189716816769,4.32189716816769,7.25474096978672,9.26072011853658,8.14336961938456,4.32189716816769,6.69414488377359,5.2260227394706,9.18953831709797,7.18871843267542,7.01842107803004,4.32189716816769,6.97161183063582,7.32586702426953,6.09103069976647,6.44888372314485,6.09103069976647,6.44888372314485,6.09103069976647,6.44888372314484,6.09103069976647,6.44888372314485,9.56316205455552,6.44888372314485,9.04356370983147,6.44888372314485,6.09103069976647,6.44888372314485,10.7357685350682,6.44888372314484,10.2425650857083,9.02238545920024,6.09103069976647,6.44888372314485,6.09103069976647,6.44888372314484,6.09103069976647,6.44888372314484,10.6109252043363,6.44888372314484,6.09103069976647,6.44888372314484,11.2385732773163,6.44888372314485
"hsa_miR_20a_5p",8.80947664615003,8.87424669211174,9.09452293132493,8.89892891784597,5.71249689750868,5.76358547774972,5.71249689750868,8.95621829930243,5.71249689750867,9.43579619507964,9.78100459622911,9.59768076190221,9.73286236459209,9.20533653174794,9.05405102421213,8.88407773469403,9.29467128377354,5.76358547774972,8.52667236134316,9.20044754176623,9.11504695094298,5.71249689750867,5.71249689750868,8.71620489117785,5.71249689750867,5.71249689750867,5.71249689750867,9.03538808428523,8.99473831326826,9.23215810018334,8.78928701485045,5.71249689750867,5.71249689750867,9.39671728554348,8.77326441053191,5.71249689750868,9.9929448158488,5.71249689750867,5.71249689750868,9.68281493437088,8.71007106599792,9.26351495159202,9.38382657177162,8.73705394582524,8.70037388015887,8.22760812508614,7.83676740434452,7.96204690338475,8.07093598996496,8.06178046325726,8.8627051350042,7.88610386823354,7.89566741279124,7.76467901948737,8.92002706746874,8.04456441432528,8.51057039795404,9.0640300516507,9.18527144340893,8.87027111304581,8.60615325297058,3.49906987328327,3.61451473493195,9.06452314432014,3.61451473493195,8.30758617599468,8.68372179537356,8.14437618328434,8.99945864917136,8.83415497240108,8.77160623628353
"hsa_miR_21_5p",10.4508081741459,10.5246578330252,10.6270046846786,11.6429344922785,11.5787147973242,11.585102925473,11.1975045498015,10.8142870683088,11.3430247086035,10.9057835078452,12.1893555855196,10.5091797279884,11.1798237334919,11.4535554877958,11.322355558884,11.9698108502771,10.9520118653885,11.1898819366558,11.5302131369693,11.0001879107647,11.9368721934773,11.4615568866907,11.7781739818593,12.2427834434667,11.8617852931395,10.7192663073465,11.9257332427412,11.297081761599,10.3603719586518,10.7563125652467,11.7516645020884,11.9439450266352,11.8816908245236,11.1098067616513,10.8218804686594,12.5875415054349,12.2727151186182,13.5043410320328,12.9877199172623,13.0567547303332,11.8065381545856,11.6234193463323,11.6037001071303,11.0119924830734,11.6922809655505,11.2930020860953,10.9008293317943,11.8343135449879,11.8381728342017,11.2901780102992,11.2896216149973,11.7219660704957,11.8217878305004,11.7021350782468,12.3325623586069,11.9679088040248,12.2879973986075,11.6051003353949,11.7832956624103,11.4570660249384,11.4373748639341,8.14211317179302,11.1948097229673,10.8733483629467,8.2057850603798,11.8753052894007,12.2695291714951,11.6770500194488,11.9240227559072,11.3936984531972,11.5305676239589
