"","HB1","HB2","HB4","HB5","HB8","HB10","HB11","HB13","HB15","HB17","HB18","HB20","HB21","HB23","HB24","HB26","HB27","HB29","HB30","HB32","HB34","HB38","HB40","HB45","HB46","HB49","HB50","HB52","HB54","HB56","HB58","HB60","HB62","HB66","HB68","HB70","HB72","HB74","HB76","HB78","HB80"
"hsa_miR_126_5p",11.3727926546937,11.0861474213579,12.2353638860746,12.0637063193093,12.1080216293489,11.736661832068,11.2394679140154,10.0684087477498,11.8152547828159,11.4095908939313,12.4467343722031,10.8261931377086,11.8546972721455,12.3582993725103,11.0206413271795,12.2079377447749,11.4286436544666,11.6440066782128,10.4709889871782,11.1731802734437,12.18146604164,11.1411897184572,11.7212114322092,12.5102616201051,12.6800228803678,11.664667866389,6.29497324370774,11.3715061605116,10.7948816044321,11.2665169455633,12.1949347917318,12.0392373504926,11.6967962243783,11.3267533280709,9.38028305145216,11.9145050202949,11.5385328131851,11.7912110335683,12.7835104462865,12.1543632139497,11.5732647616759
"hsa_miR_128_3p",7.34224467624561,7.25743401600653,8.07795161411913,8.17295506193587,4.41903810657495,8.1625313512454,4.41903810657495,7.2678814917284,8.38716921129403,7.22521011690008,7.79980812706412,7.18298904892692,7.85731633675576,7.6121715946071,8.80599532297854,7.947182865837,7.97973945818614,4.42166444678081,7.97658189969265,4.41903810657495,4.42166444678081,4.41903810657495,8.66077126184963,7.84665950149761,4.41903810657495,4.41903810657495,4.41903810657495,4.41903810657495,7.20995337548407,8.67419860000425,7.92153716880689,7.65770051285561,7.92617420743024,6.87737984321832,7.31180220906252,8.59691699450951,8.61383402344493,8.52506833625799,8.89668818283728,8.99851785842104,8.02574378972239
"hsa_miR_1307_3p",7.9173878920978,8.95756178614668,5.6821898607829,9.64999560904743,5.69428222633193,9.39172410101174,9.33092898981649,8.46075878288186,9.35675293104176,9.13397294201495,5.69428222633193,5.6821898607829,9.20792488911492,5.6821898607829,8.98049201663065,9.7325359004202,9.28187044570857,5.6821898607829,9.98438912574006,5.69428222633193,9.66839046168334,10.0233649953898,5.69428222633193,9.52412442614161,5.69428222633193,5.69428222633193,11.1174259411391,8.96121896110651,7.30475810607537,9.42539889956048,9.79223401868503,5.69428222633193,5.69428222633193,8.80218208322051,9.16941444339778,9.99262929439877,9.56320651553602,10.932488286469,10.4126338948453,10.2270600016773,9.40071650692165
"hsa_miR_140_3p",7.16407396451616,8.07494963594764,7.31828756993283,7.89195632827687,7.84415169407642,8.03568383128115,6.4956598589809,6.99809109206458,8.31241671153037,7.98761323396478,8.77678806315971,7.62727549507276,8.03123618363337,8.67611894340968,8.69127393574901,7.92546168279757,8.68175215627549,8.16729858013225,8.66343525489538,7.90256794883128,9.19730949661087,8.20354718394972,8.58838682456551,8.08632854364306,8.28877040216538,7.62579798974287,8.74279666873203,7.38875503146346,8.03221970718608,8.92781507624774,8.41306247538839,9.19801497900732,8.48630333453126,8.29662969277656,8.57353378685361,8.16598232464476,8.58803706571671,8.28664849667615,9.09460517045958,8.10333088972368,8.70109961413666
"hsa_miR_142_3p",11.7932553323963,12.3846553806445,12.2577530114149,12.2332290661048,12.5538516292622,12.8069841956842,12.2556591636319,12.0168078558168,12.6690197442686,12.4430134225238,12.8382343566955,12.2220118263071,12.5678072914707,12.9291741341227,12.7229948266211,13.61051388545,13.3709628657476,13.2459036369428,13.865605186262,13.1065022515865,12.8671521809575,13.0287059870988,12.7882088550922,13.2769919183373,12.9818795494079,12.4700297531196,13.6535442928557,13.5355992077135,12.0832450743668,12.9053255738452,13.2121183477622,12.7911937398837,13.0935309206922,12.9942956873265,11.7342250548847,12.9857843702639,13.3039947418444,12.035743535768,12.7488858056602,12.1464828331394,13.3277812210071
"hsa_miR_142_5p",9.07571689741781,9.8284803689294,10.0807726096982,10.3878735730757,10.032861686931,10.1940623978036,9.88011098240988,9.1571215131329,9.7985546390916,9.94382864613086,10.2804831830985,10.4603240702272,10.0728783102278,10.2224094863105,10.7078196000145,10.4780905827063,10.6295235544624,9.74735397170932,9.66680184626108,4.77567616052096,9.92807014805755,4.77567616052096,10.0308747381473,10.5409411411643,10.3242061400897,9.82230455258711,10.7498882118992,10.3902878737782,9.61944689028758,10.575669746312,10.153170996966,10.2583171460575,10.3629447540689,9.92846048177968,9.4097920283711,9.8817144995141,11.1416894877514,10.1275088323577,9.70380827887649,10.2568722878345,11.0331421686206
"hsa_miR_143_3p",9.30945234227529,10.3405760183838,9.99483355817819,11.6716050534866,11.0882219398436,11.3830872543015,10.7434265005749,9.23083632661898,10.9321615771269,10.9988371477312,10.7610585721943,9.7610011389807,11.0750228668062,10.8325407005188,12.5787778255565,11.6074803305874,11.9726885318939,11.7097059853405,13.582277158919,10.7471234404903,11.1113479184827,11.8076514694832,11.4134443763344,12.3124163614146,11.4437567083147,11.0111364802117,12.4182183726073,12.2937158292192,9.34304583810841,11.896783406205,12.5451833686223,11.3769492557377,11.3648444208293,11.244570141292,10.7796801940098,12.2086202040306,12.4827562832918,11.5125871700672,11.3082042556007,11.4976774486492,12.7542333889931
"hsa_miR_144_3p",8.38867542958247,8.09238387455327,7.80476914402266,7.37452437543318,8.80140916446419,4.43331602443633,8.13220606066184,8.04254556633156,8.40447819156667,8.38838634401273,8.44687724069686,9.28780059181375,8.97446450893436,8.79764005015973,8.32945573953995,8.25945456775714,8.77137254354539,7.90905047364054,8.15694760120176,4.41805320851063,8.69632324263384,4.41805320851063,4.41805320851063,8.48208021106035,4.41805320851063,8.4756349928743,4.41805320851063,4.41805320851063,8.3336468823425,7.61226783985191,8.38289912692244,8.12428551644278,8.33563294497677,8.71695451045919,9.15926151000101,4.41805320851063,10.1410248968222,4.41805320851063,4.41805320851063,7.20073166129116,7.87602888179054
"hsa_miR_146a_5p",7.78354946615862,8.43590667876625,9.25039765869917,10.8708864418351,9.27551160860056,10.23119559482,9.85310786015181,8.89226585521627,9.23290377204616,8.7996670760327,9.94208767174302,8.28321827348577,8.96764416095142,8.82929756318058,7.86228160914679,10.9274520549193,9.60169925088527,9.40458415678737,8.82832819602405,8.64603001063496,8.9454172491381,7.68469521398134,9.56216649490079,9.74966289969917,9.25189406424166,8.30609844851417,8.72198282899888,8.47037665753478,6.94824470167954,7.96392691370084,8.58420388225105,8.61299128410411,8.72755240405934,8.67897071644459,8.13687473377059,9.97761413700234,8.99537742181941,11.7205952135092,11.9306752690872,12.2286583990605,8.90250859409362
"hsa_miR_146b_5p",6.86560280054206,6.84974955469986,4.4098568582954,7.51642973985351,7.82393349763131,7.84364757275623,7.91892679874669,6.11447936593275,4.35440245169655,7.8134394524008,7.64172061270686,6.38294439857282,4.35440245169655,7.78381445961773,7.11150472649661,8.20688616927165,7.79808284970712,8.36326485877102,7.09851315418776,4.35440245169655,7.81012789909006,4.35440245169655,4.35440245169655,7.50066101131703,4.35440245169655,4.35440245169655,4.35440245169655,7.44227301585596,4.35440245169655,7.02587519737157,7.49834542247126,4.35440245169655,7.64501484750651,7.33867920198117,6.69112791140587,8.62285264471452,7.2555768761871,8.29844995380647,7.90588788895196,7.47423813044934,7.21185714300476
"hsa_miR_150_5p",9.91533669889944,10.0028913368918,10.633073884284,10.637152544069,10.6229555567771,11.6499280035863,11.1020927665,7.56666617388988,10.875376906345,10.5327500953513,12.1191518959224,10.0851918799501,10.8106929961291,11.8618664381772,10.2247717468597,11.1236901728822,10.233811939658,9.97701739935577,8.67705076258687,10.4234179823996,10.6072771217959,4.76336751710597,11.3144668356938,10.9201873270147,10.4091770535335,10.5708175752461,10.4633180359165,10.2603942512037,9.04756345640183,9.87780434164211,10.7022659742231,10.312454732987,10.976139155668,9.76327003909266,8.10700232944183,11.5269974156497,9.86740974272815,11.0962766125906,11.5560813855639,10.7111216929351,10.1787127330235
"hsa_miR_151a_3p",9.05076229352273,9.32306592402284,9.89482215333795,11.153528599914,10.2770578143185,10.7015258915988,10.5513280910567,9.92480433898905,10.3178015463694,9.59446640983048,10.113306152038,8.74439024880931,10.2100770656908,9.46935081903321,8.29113965606715,10.6839640095699,9.63456845887726,10.6751388691129,9.63633435678645,10.6308537310097,10.1232668451448,9.83855850221071,10.6149338441926,10.2767422780212,10.5196587915221,10.5336772038008,9.69582944641589,10.0220315325168,9.00567595814631,9.80304793308295,9.41657357689331,9.913807723634,9.93345137050583,9.81445768607682,9.90693282225794,11.8676363668058,9.05626483939136,13.1386419331207,13.5418435313354,13.730692071834,9.30448786814114
"hsa_miR_155_5p",9.48817777381681,10.0550803073961,10.3593793286415,10.714458764083,10.1482438785426,10.4757445091041,10.4798214483096,9.05348292399306,10.609935638811,10.4828414984463,10.6679806483185,9.2517471121998,10.2789738796188,10.7925526959208,10.1505934261467,11.1058234421596,10.5370407158662,10.7590263243075,10.4522252543443,9.7816054400298,10.9567889666212,10.2441853033171,10.7545556284135,11.1119975933533,10.8231092722556,10.6728202520697,5.94745079522166,10.9197009842396,9.66968084849883,9.91730865071178,10.785872975199,10.5833768659956,10.7822037972333,9.88279419170955,8.58891600843491,11.0582376672576,9.67103808568627,11.2078404219453,11.1824359391969,10.5649245456302,10.0699873578951
"hsa_miR_15a_5p",8.06273958070745,8.14671295136933,9.05867979843767,9.17879717909338,8.70139041135338,4.87584273927759,4.84920620753926,8.36447379758458,4.84920620753926,8.32108929144639,9.80292882426713,9.38549305846104,8.51031458256219,9.01592238533179,8.88343555272044,8.17865206304139,8.70190484989797,9.03054754561091,4.84920620753926,4.84920620753926,8.30280401286134,4.84920620753926,4.84920620753926,9.35798017724557,4.84920620753926,4.84920620753926,4.84920620753926,8.29800606439075,8.27283603401586,9.40528329327553,9.30612024808756,8.60421762209078,4.84920620753926,8.31106299585574,8.6720536191275,4.84920620753926,10.4943667709814,7.92227670275331,4.84920620753926,8.40635294271983,8.90208257102219
"hsa_miR_15b_5p",10.4001266797759,10.4717093838191,10.5494322281874,10.8905503519723,9.93700127173278,10.2376932815168,9.84514797803004,10.4726494615762,9.96463283770532,10.3852559387348,10.6393432342592,10.7486653973028,10.2367052241123,10.7729680609556,10.8178064278921,10.4697527106492,10.2216488706901,10.4810148012493,9.90254415879026,6.36342865493063,10.5480554080186,10.4745796511057,6.36342865493063,9.99748121888283,6.36342865493063,10.3717651839773,6.36342865493063,10.1123895430168,10.4724724239193,10.8364413890794,10.2447419521054,10.2907986065,9.88099051480212,10.3699472126971,10.1539983715419,6.36342865493063,11.4960820343422,9.66387108573518,10.515512935984,10.298721932516,10.4876683511905
"hsa_miR_16_5p",16.6615501861765,16.9699205253672,16.4956881068739,15.8945287787192,16.6864576095988,16.2070126306311,15.8722684453962,16.5005275897347,16.7835101706429,17.0879600615255,16.7742878215357,17.2740197861877,16.7138024914007,16.6197602310963,16.7862323122687,16.4659092573175,16.7669893081913,16.4166286545023,16.3916269115362,16.5518930821839,16.8257208213927,16.2838132907593,16.442444517106,16.6564533087297,16.6632123706394,16.8637230206412,16.5181423118709,16.3638415194214,17.1773095154298,17.0832949501375,16.3468265311837,16.8095793427265,17.0424820864388,17.1666781500045,15.8891617738638,16.5239545926379,17.0929339653157,15.4835135235476,16.1468882413945,16.3829508578638,16.8189644061855
"hsa_miR_17_5p",7.77533318482541,7.54032637743326,4.94432884753431,4.9226459056137,4.9226459056137,4.94432884753431,4.9226459056137,7.77113114403396,4.9226459056137,8.13087007139987,4.9226459056137,8.69587029124761,8.50175037225469,8.4302351405741,8.47453513486632,7.88258992264068,7.63019690175137,4.94432884753431,8.12444287142912,4.9226459056137,4.94432884753431,4.9226459056137,4.9226459056137,7.9160921629937,4.9226459056137,4.9226459056137,4.9226459056137,8.14990568761325,7.60026373360758,8.32013938894539,4.9226459056137,4.9226459056137,4.9226459056137,4.9226459056137,8.29388336797407,4.9226459056137,8.15005966778677,4.9226459056137,4.9226459056137,4.9226459056137,4.9226459056137
"hsa_miR_181a_5p",9.3994269183987,10.2409445365686,9.05868597923719,10.4482147174355,10.2598166418693,9.9177656102727,8.61968247986981,9.24541179374,10.1241324523739,9.64239803291402,10.6810202304141,9.8796224840805,10.1372351587756,10.48315801222,10.6353804942721,10.4279929024011,10.3467436443162,10.4530388630735,10.2057347833847,9.18675316422016,10.3716684694867,5.18411339350406,9.96896057839412,11.0021603863823,10.6348662895545,9.95858292785216,10.9827744942819,9.84933401071982,9.55648357064252,10.0188942096507,9.90778519102741,10.0279233558272,10.2331265149129,9.42906007510368,9.6609719916373,10.7617345462229,11.2030856986546,11.4850754967507,11.8692495285614,11.5587174727298,11.4002812630193
"hsa_miR_181b_5p",5.47382004873445,8.41002712982209,5.47382004873445,8.26090897663615,5.47476308828939,5.47382004873444,5.47476308828939,7.40289669203854,9.26587017572018,7.63815297137273,5.47476308828939,7.83246565963329,5.47476308828939,5.47382004873444,9.7263363758054,8.55979822093696,8.08351123474616,5.47382004873445,8.63141532581817,5.47476308828939,9.10111465568384,5.47476308828939,5.47476308828939,8.83363429114605,5.47476308828939,5.47476308828939,5.47476308828939,8.58431392260187,7.17982080253255,8.80767853999138,5.47476308828939,5.47476308828939,5.47476308828939,5.47476308828939,7.15117127192301,5.47476308828939,9.70489076042041,10.0117470959508,9.67275356666329,10.1580980687833,9.55107954078083
