"","HB1","HB4","HB9","HB10","HB12","HB13","HB16","HB17","HB19","HB20","HB23","HB25","HB26","HB28","HB29","HB31","HB34","HB35","HB39","HB41","HB44","HB51","HB59","HB61","HB63","HB67","HB71","HB75","HB77","HB79","SB1","SB3","SB4","SB7","SB8","SB11","SB12","SB16","SB20","SB22","SB24","SB28","SB31","SB32","SB35","SB36","SB38","SB39","SB42","SB45","SB48","SB49","SB52"
"hsa_miR_103b",7.86593711183075,4.58438539753487,7.79747856027911,4.58438539753487,4.5141196924019,7.7332037370522,4.5141196924019,7.29447344256102,7.33056376161943,7.64857684342975,7.33668096567287,4.5141196924019,7.56135728064095,7.41724968255763,7.86369853256508,8.21105446483331,7.52261858827843,7.85602007710844,4.5141196924019,7.543221123604,4.5141196924019,4.5141196924019,4.5141196924019,7.38142181460664,7.87397356279806,7.68007766936242,7.98222897476268,7.73441062763154,7.54626492215604,4.5141196924019,6.56130564236495,7.0131230530313,6.56130564236495,7.0131230530313,6.56130564236495,7.0131230530313,6.56130564236495,6.56130564236495,6.56130564236495,7.0131230530313,6.56130564236495,6.56130564236495,7.0131230530313,6.56130564236495,7.0131230530313,6.56130564236495,7.0131230530313,6.56130564236495,6.56130564236495,6.56130564236495,7.01312305303129,6.56130564236494,6.56130564236495
"hsa_miR_106b_3p",7.67382788503151,7.48061902324435,7.89792026330955,7.66074250716142,7.88420029733368,7.17505599701421,8.09668882438067,7.90170283644782,8.00357140256725,8.30515775569022,7.82742926570994,8.46713330471373,7.74366930698748,7.13344600028491,8.44146078379298,8.46524922224739,8.18956013672356,8.14245873338844,7.73483430157754,7.49826567077402,8.22454220917307,8.82274907965289,8.12799244586494,8.10522177903337,7.75503942190073,8.53946378495185,7.63034414940617,7.902497115103,7.85739478627325,8.20510389538021,7.93876496939807,7.79820369240423,7.93876496939807,7.79820369240423,7.93876496939807,7.79820369240423,7.93876496939807,7.93876496939807,7.93876496939807,7.79820369240423,7.93876496939807,7.93876496939807,7.79820369240423,7.93876496939807,7.79820369240423,7.93876496939807,7.79820369240423,7.93876496939807,7.93876496939807,7.93876496939807,7.79820369240422,7.93876496939806,7.93876496939807
"hsa_miR_107",9.54497850426811,9.92528274868737,10.0793629390003,10.4563865557188,9.95943118426777,9.71271933154994,9.53469565494829,10.168811982432,10.7422909872719,10.4876580948557,10.0212342258627,10.5259816758093,10.6819531568686,10.5989147840586,10.6220247190588,10.4342001685353,10.8593005166227,10.5402547641613,9.94966527954392,9.7185146235101,10.4234737158242,10.2367168320385,10.8543287409276,10.472561185284,9.68620550114726,10.7945396428305,9.44080394271893,9.8268129206447,10.1475001934782,11.0034138310564,10.7116590212333,11.0917764408626,9.8330715804822,10.3378513772525,9.77017281308182,10.1610299283601,10.1085585794771,9.50866707953793,9.66942644300308,9.56264941041729,10.0894023848992,10.4135525968079,9.83638239979265,10.9155068252327,10.6693160135318,10.7383547546023,10.0261484034107,11.5562978586104,10.2744122715807,10.2969139330482,10.2378394030118,9.93498551113118,10.0252100369811
"hsa_miR_10a_5p",10.2904371585871,10.7522705406554,10.6934787688119,10.351521730614,9.777059242632,8.5639345978299,9.71298278719359,10.512657508548,10.3541709160273,9.26661189603518,11.5664673236837,9.94673344605062,11.2834098044219,11.8004952399858,10.6476994809008,9.9240341792057,9.9877685924089,9.3502475663541,10.6990942242641,9.81580165088929,11.5343692478546,10.9477627379383,10.3612046228326,11.0363154924146,10.3750565484617,11.133456873553,8.86995020202637,9.36666003142292,10.9853966132019,10.9513046570282,10.4415437918251,10.5560564728365,9.50912913215176,9.59136633277661,9.7723631335044,10.7525330659281,11.4812981137468,9.72633544827095,9.85368523697174,11.246522138781,10.3224695332808,9.69464947134057,11.7160260247567,9.94477856556959,9.25686007989942,11.0282922816594,11.1035465572479,11.3867020837562,9.88626297856467,10.0220868257447,10.3079596671762,9.76104208731162,10.2398921409801
"hsa_miR_10b_5p",8.68908161751609,10.4684913155459,9.4602690784591,9.40360570677039,8.79347768849175,5.98873640541728,8.90206982051532,8.76264388418544,8.83855418595383,8.4509687323059,10.6870068020547,9.52760391826332,10.4522373456305,10.9088013914494,9.91386606350972,8.36918404043905,10.3748904163703,7.78822347660858,10.1460476044408,8.5621023759398,11.0473446944663,10.2985576495667,9.12061259445072,10.49140538712,9.49189305054134,10.5166722159297,7.48544425916466,8.06406596634831,10.4552732744714,10.9908953197243,6.89294052886354,6.91084437476144,9.61310376871091,6.91084437476144,9.67017341442078,9.8484314174253,10.6353552672836,9.58574378329387,9.45834035937736,10.3549909135813,9.81646012759716,9.34420117812025,10.345572273794,9.10534659225778,10.1891570613548,10.6534545627297,10.1526229248529,6.89294052886354,10.2004487791001,10.023056337806,11.0064982553313,6.89294052886354,10.6693266099309
"hsa_miR_122_5p",17.3621478349478,14.2754439083597,12.5823753724213,16.2285990913275,14.9395327135542,11.6476449852154,13.5424340266179,14.7834288030773,14.3601372752076,15.2679395577669,14.9832693699876,14.3705199341011,14.7049723019513,14.4584291360939,15.5542326569813,16.6238268353211,13.9154748564763,12.3147539517394,17.7154256001215,17.4810513666161,16.4301972374343,15.0868077854528,15.2149767995393,14.0168257120681,14.2691210833471,14.7389974105439,11.9512157251076,13.6777602623815,14.3654879143543,15.1247199767563,13.2793142917891,14.6750100123432,12.3091304457589,12.9460979325662,15.1530575615445,16.4944263316254,14.4332965015901,15.583669201501,18.0747308989222,16.1706890640052,16.2839610346321,14.3867766139812,16.6565268342733,13.1151570774061,12.1120036054755,13.9470408059507,14.0051348975153,15.3881357576433,14.0078350675793,14.6826883977563,15.8473128617182,14.0605645845935,16.0077320632848
"hsa_miR_1246",8.07063714509112,9.57971114379188,7.53294970460597,9.45679744193108,5.17674753356243,6.3198836555567,5.17674753356243,5.22429745258893,7.88642042592634,11.1826817485642,9.56350204647738,10.0599544899712,9.09163506587878,9.07197513247365,10.1011110419924,8.15376994185817,8.93023733064619,5.17674753356243,9.00756980537881,5.17674753356243,9.55473409127171,5.17674753356243,5.17674753356243,8.87257558678645,8.64072059780961,10.7636853806662,5.17674753356243,7.55517805854171,9.9721617824944,5.17674753356243,5.1841580955691,5.2396032462489,9.77494179387638,8.78462922861115,10.032750977601,5.2396032462489,5.1841580955691,9.02915916276714,8.38251858976455,7.7753670824579,5.1841580955691,8.96756640135705,10.0367205750195,8.55426902482304,11.3489482763648,9.29719092297467,5.2396032462489,9.63887822243145,8.5502584412899,9.07925673013984,10.0892673247306,7.57684751196213,9.8865507026178
"hsa_miR_125a_5p",9.74760789252794,10.8097929620588,9.85084916310691,10.256642273099,9.13809465707318,6.44834955581785,9.85443976317732,10.0821259505877,9.14589829195161,8.64609056081898,11.2114582426977,9.74945592676955,10.8561592796857,11.3147641488412,10.0191869051726,9.4595260201527,9.89719810557067,7.74375658893943,10.002853467502,9.36412637808448,10.9208465812424,10.2895853166195,9.94420017682646,10.1391201716939,8.62241071127956,10.6346315255154,8.12519809089977,8.35071898689106,10.5611608999343,11.0391652146664,10.6606224236713,7.4849084260227,7.51667033095241,10.7087033415652,10.1343607819184,10.4733511954896,10.6933785437788,9.85193915893216,10.0518195631489,10.7997514678645,10.61441976676,10.4360964334416,7.4849084260227,9.94853244286143,7.4849084260227,11.2399184432006,10.2721800014789,7.51667033095241,10.1823072682183,11.0678104249401,10.8497705436864,10.1951557899263,10.1430146380862
"hsa_miR_125b_5p",8.15573793545643,7.13537583718592,6.9864520892043,7.8862168214086,4.27186893199196,5.12564713724082,7.56504677512729,7.76209229378641,7.41810108344001,7.01559604706591,8.55480948503254,7.78428978865236,8.07473095991026,8.30355437863761,7.66201690515391,7.96416431777194,8.15555065245402,6.51054482002206,8.31139765815636,8.25813585957534,9.33674767135155,8.1116507411273,7.81225164888593,7.88669281258859,6.46560608136709,7.97319819425427,6.03619680768529,6.23431996728857,7.06328014794765,4.27186893199196,7.28639818987096,7.54797085793595,7.28639818987096,7.54797085793595,7.28639818987096,7.54797085793595,7.28639818987096,7.28639818987096,7.28639818987096,7.54797085793595,7.28639818987096,7.28639818987096,7.54797085793595,7.28639818987096,7.54797085793595,7.28639818987096,7.54797085793595,7.28639818987096,7.28639818987096,7.28639818987096,7.54797085793595,7.28639818987095,7.28639818987096
"hsa_miR_126_3p",14.6168705717259,15.3027974488833,14.5363242504503,14.906999209696,14.356740397189,13.0277002717389,14.7926601807279,14.5432726006624,14.4312352122352,14.4402558863949,15.4032220128414,14.9830635645582,15.3009472446271,15.6844729639904,14.9483391153927,14.1714457456108,14.7920322794648,13.6689595856077,14.9123692691199,14.6617966887794,15.7097291128801,14.9326004489205,14.6836017732612,14.9543046240976,14.3383884793749,15.1124927977956,13.4552193158414,13.6194546635113,15.4722300747113,15.6614461776831,14.8948639038571,15.0951721877032,14.8760762250918,14.9348518395488,14.5115235719605,15.4268725738488,15.7325568812059,14.3619683337224,14.4846632777385,14.8279501682739,14.9910678818743,15.048155269194,14.7610423340179,14.2882061596499,14.020520423622,15.3840365504088,14.8368834833275,14.9774343793971,14.4153901463473,14.3694086745251,14.7947936322584,13.5409082190121,13.8774218303013
