"","HB01","HB02","HB04","HB05","HB08","HB10","HB11","HB13","HB15","HB17","HB18","HB20","HB21","HB23","HB24","HB26","HB27","HB29","HB30","HB32","HB34","HB38","HB40","HB45","HB46","HB48","HB49","HB50","HB52","HB54","HB56","HB58","HB60","HB62","HB66","HB68","HB70","HB72","HB74","HB76","HB78","HB80","SB1","SB2","SB4","SB5","SB8","SB9","SB12","SB13","SB16","SB17","SB20","SB21","SB24","SB25","SB28","SB29","SB32","SB33","SB36","SB37","SB39","SB40","SB42","SB43","SB45","SB46","SB49","SB50","SB52","SB53"
"A3KMH1",14.3090187989115,14.5856890243152,14.0152077791014,14.474656822584,13.7512176216178,13.9444168186837,13.4949979252834,14.3028872710089,14.3311002609598,13.9566072586465,13.74674821316,14.357094951667,13.0263132020733,14.6398419583863,14.6417318653343,13.9416454302715,13.5708687528321,13.906151888261,13.9839073801759,13.8655736111008,14.4338592079207,14.5890064427702,11.2016850172616,14.2521313666872,13.4388739243244,14.0000513407946,13.6836492200425,13.6889054188047,14.0395404513743,14.1325669237212,13.5812523472503,13.6048894258636,14.0176755752312,12.0599186081256,13.0406077398063,14.0909220783737,14.1007745190184,13.2312189089071,13.3885958761717,13.1388743323053,13.6655857484217,13.2851315787494,13.6991141017293,14.9786009281384,14.4328821262311,12.4965283034182,14.218195401128,14.8369489927815,13.8872435632904,13.3123752686478,15.5600001983971,13.5465687975469,13.8173543028014,12.6885887726512,14.026637070477,14.433762118319,14.6942440301277,14.0001413941813,14.3562689096025,14.7599966160401,14.4047423195858,14.0994871958392,14.9463903784689,14.0752219308176,14.0934713948743,12.3424985572669,14.8237429486514,13.7712706856444,13.9736368568733,13.92454446001,13.919130310236,13.7197773979225
"Q5T5C0",12.7168674257751,12.1234254290886,11.9244936555875,12.9505302276279,13.0630459976266,11.7544804182451,12.1349013261044,12.5518818378877,13.4789904061139,11.617507747783,11.7780075993585,11.0685344734285,11.4492724180919,12.7642551126362,12.9269391034243,12.5082647124644,13.1701591558822,11.7698455919261,12.851008747294,12.481665676413,12.1543444878861,12.710098245554,12.9742933333342,9.94778050966405,11.8048257806807,11.0471535488377,13.1693129677414,11.9440005637126,12.5666576376886,12.9284660529909,12.8144350388206,13.2636728246434,13.3081122813377,12.4203680646101,13.8046164658213,12.7418736752464,13.3795877152694,11.2206587726645,13.0530014929866,12.3207954169259,12.5487974947446,12.6642455173945,12.2383100723361,13.5125211047385,10.6444846617775,13.163088293024,13.1614898179751,12.0524185455623,12.2055190700473,12.7213631478897,11.6140068657898,12.5601462094325,12.3526758421786,10.8092369777523,12.7092008165649,12.2657250803776,12.5288339104347,13.2080325648304,11.4530504554923,11.5404933905529,12.6590379832243,12.0483564767794,12.4946961556164,11.8742524893455,12.3699980306742,13.3129685008281,12.6708163595882,12.6388924681942,10.6614968601223,12.6672623159855,12.421830524854,12.7964167756741
"Q6H8Q1",13.9830652254171,12.2374973688654,13.3238581932949,12.353799160329,11.9187101682163,13.4820770693455,12.1925002645739,10.8414622852237,12.1734298390853,13.1162509475254,13.2348521108101,13.4006845458633,13.6494435230638,13.2026340890635,13.066530573757,13.8751463486356,12.5294893871762,13.173441968697,12.0735758701048,13.6282385854726,11.2461838791736,12.4439485397788,13.1026244151725,12.8363130256789,11.5906148387511,13.6063159421847,12.718032358437,13.2269791188199,13.8849720417629,12.9401954064983,8.09674817965143,10.8066670232897,12.0173902381391,12.4093270706688,10.5135382386676,9.80318171988286,13.374128154424,10.02579301177,11.9880191852819,12.4701544304124,12.2365813891953,12.6824949975848,13.6185455109644,9.87275341744895,13.6991781829477,12.5837017996338,11.2410822569453,12.6927816677322,12.9918770720933,12.6874834074918,13.719126863031,12.8995962468477,13.1875085315679,12.7101770507475,13.1440797905528,8.96070036275533,7.54790972393833,12.7615056621059,13.4398639096767,13.234145874892,13.6246552263834,13.1864646478561,13.9084627582087,13.5053820764519,13.3958746320518,13.3587920849074,13.6573166039196,9.53053188316917,13.0974437969078,13.1714016438173,13.1808754499892,12.8301642835853
"Q70UQ0",13.1525209821937,12.5337186764176,11.4936863865133,13.7337515912605,8.0493717925756,13.0092340809033,12.5019757530115,13.1543912442553,13.6189888287794,12.637357033295,13.1017972616562,13.1017351407509,12.5546472266903,12.7417464769342,13.4529470266615,12.7865944839082,14.18294426499,12.1551313060613,9.22139692034804,13.7430450356828,13.3280830038831,12.6601724788352,13.9389582058492,12.8931211952541,12.3845564426855,11.8550922151037,11.2850325638499,11.3886937916471,6.6950667575921,10.8637366420199,12.8849855052888,12.863209689757,12.9008222599947,13.4201437837113,12.6966624643747,12.2983609163753,10.8469302933762,13.2738018641798,10.563706729507,11.7327414132162,10.9661678700725,11.6682690899636,14.1424247667567,11.1099667472977,13.7608355260321,11.3278706769031,13.7005057249611,11.5989772276391,14.2443891356521,13.7195348042972,13.82289645707,7.77211220992649,12.1473996917902,12.9845406869548,13.6615658199611,13.8958340620619,14.4698556948162,14.0010998930993,13.9800959378037,8.91094682440816,12.4320466814047,8.23010349497274,12.7407119156209,12.326538797271,11.9185024344976,12.8901280619011,14.3280660343109,12.5310434372858,14.2197823527824,13.3690098653158,14.2365837103717,10.9312408456743
"Q92905",12.4202856631474,13.6831002385922,12.7871230308483,12.480858062419,10.5191917268844,12.4887335311378,12.0296100269731,12.6832554270946,11.2796071764755,12.0566607778647,10.5191917268844,12.3417728559028,8.50567256310762,10.9326280259681,12.0337571443346,13.3031043124527,11.8984461674007,11.9855396781615,13.0784123380368,12.4516110651861,12.5354512067212,11.4899113965499,12.5235133435181,11.3810132028969,13.0374594664905,13.343355286246,10.6842682646898,12.5557845705251,11.8076637335401,12.3328061745193,11.2492401763266,11.7556905728478,9.96433829779694,12.1215177636678,12.9472613745147,11.8919450370919,12.6071563576761,12.7772482166254,12.7076525666929,10.8969884188976,12.8916089576489,12.0875444562162,12.1591521012683,7.98965708922565,13.7923779227845,11.0873037056049,12.6135597694447,12.8581422436448,12.4056500821936,12.6935890745464,13.7792874638099,12.2723070857977,12.7381855397029,12.1455880592857,13.9821729112653,13.1825265324171,12.7109925802597,9.70070921175324,13.0361092491832,10.3485294472195,12.9776993422133,12.9373713637134,12.777502874798,12.2947668601517,13.2339702149294,12.6640954078504,13.4400478108218,12.7276013790771,13.2313918167663,11.48801415673,12.4965839335234,10.6977559475645
"Q9P2U8",14.029608407106,13.1692272065618,13.1477489650061,13.3374694723383,13.0575153756354,14.0940585409776,14.5665310039358,14.2907799892051,12.9664212964622,14.2065010718273,13.4972138624488,14.0847402000178,11.3076946068135,13.4271341129075,13.1587138001313,12.8205902780778,11.0665114777688,13.169472848234,12.7909493513624,10.9130568418596,13.9266123921632,13.1455146413691,14.0474858280688,11.2201486598495,10.8321716985412,11.3880901564999,14.5835076587598,9.4768262714263,10.1016156320674,13.8796899185321,14.1242216095675,14.034062102524,13.5986085425731,11.8033404160734,13.4064579997012,9.37812757870704,13.4715726435867,13.872709346243,14.1835989247029,12.4872652819713,12.7355708916773,9.55339625890021,14.2706637712945,8.28074819693941,13.9426589862297,14.4870463699348,14.169865057473,13.9702740809935,13.7419550173973,13.7589169107509,14.4909590621854,13.5527767289779,13.8883264076083,10.020845802182,13.4051979273287,13.3514125288059,14.0389027842309,13.3424350925448,13.9229863402422,13.6170313098716,13.5854622748217,12.5126807017216,13.734391746189,8.07470238924047,13.8067415607882,13.0157608610324,13.7151034895668,11.3605367128886,13.8929674648357,13.3237488205295,11.9479175925703,10.9833989317519
"O15118",9.47607464706407,10.7801270891851,11.9823696286035,13.5267328649711,10.1663789833397,12.3986589043703,11.4414543833278,13.0974092495062,13.3156902721775,13.2425411557176,11.9487825464557,10.8656037287938,11.4641294735207,11.9507214788482,13.1307792966748,13.9858419646719,12.4958257333704,12.6483394002466,8.83187004391269,12.8230895042823,14.4230098596726,8.21368127548574,10.6576271310234,11.8967791641307,10.5893603702938,13.1211540797318,12.1306674916991,9.97363171083306,11.950473549139,4.25642459441057,10.7651420935702,9.46288780727684,11.9267798113203,8.71183441114209,13.0281896954998,9.72880923267693,11.5797803866528,7.70238915243689,10.7801270891851,11.2026646620241,10.9640253788313,12.4976245274198,13.1413570009467,10.2959658458726,13.1914237878118,9.31872701025097,13.2183545263251,13.7198517406329,13.4027884574344,13.9933573181484,13.0623282866672,13.1515626930901,12.7081416123971,10.781331721138,13.6678541728051,11.364104967363,12.7494264551804,13.1313268900373,11.981615371319,8.72754860787519,11.1002613430921,9.43735258727371,11.2773840423572,7.67307780324527,13.8966759562208,8.48113128695093,9.1991532933212,7.34378311957107,13.6196643077048,13.7060287901467,10.9979316104982,11.5172017761699
"Q14839",12.8219886849496,13.316949170285,13.5742953703618,14.1430302929652,12.2825909286595,12.100363360494,12.7448720744566,12.7336268000524,12.9068314580347,13.4398356116162,13.653934684969,12.8512066633433,13.5450296510256,13.2976521783013,12.2948435706399,11.7598882314553,12.2166322311096,13.4251155051227,13.2716483757823,13.7572276346265,12.5310122961716,13.5736298727631,13.7586165100423,12.889067403294,13.3366500973204,12.2454870917053,13.0946680092606,13.3681955020209,12.969605327453,13.8147205518635,13.0537490593075,13.4333271221924,13.2422602434161,12.923620502973,13.1351856738233,12.1065407911474,13.4246565957851,12.8726705554714,13.4476826609766,13.6202396923635,13.2691627250772,13.0360916915103,12.6389302205983,13.6906901136481,12.9828460904495,13.6916963632744,13.8969920209666,13.5835276467846,12.8510481648768,13.4604317396967,12.7874514010856,13.4956989607677,12.8562150765929,12.9381945269336,12.688825723972,13.0263208277072,13.3261346151447,13.1356301632487,12.9502319461368,12.2510632133751,12.9960298187408,13.2841592329589,12.4095880317196,12.9868014660538,11.1575338977893,12.0328451903426,12.6073548655893,13.2269095050676,13.1953354487695,13.2708465458546,12.6279243927575,13.1059808982849
