"","HB01","HB04","HB10","HB13","HB17","HB20","HB23","HB26","HB29","HB34","HB48","HC1","HC2","HC4","HC5","HC6","HC7","HC8","HC9","HC10","HC11","HC12","HC13","HC14","HC15","HC16","HC17","HC18","HC19","HC20","HC21","HC22","SB1","SB4","SB8","SB12","SB16","SB20","SB24","SB28","SB32","SB36","SB39","SB42","SB45","SB49","SB52"
"P40121",11.8014761544565,15.5777822136531,8.84689751190341,16.0503940268538,13.9541811928298,14.9381353018557,14.627156786108,13.8075859136476,15.4890241817275,17.3416498423538,13.2421487026147,16.023725132571,11.3720712612821,14.7545107809123,16.7257179381802,12.8011737381889,15.2346785411636,16.1340684345984,15.1918131677406,14.6669749529936,14.2882445336749,15.6695712487862,14.7774787035514,16.2663762923486,14.8049530914065,15.5580160383083,14.690334182718,15.0481006162943,14.3272057936426,14.2492865515846,14.0726260747687,14.940662820058,15.9666192310809,14.2989464463902,15.6725349979078,14.3503797421173,14.1668901622214,13.1171177864655,13.1971277912735,14.2514828850405,13.0389835563756,14.0693677821457,15.7058448552014,15.5885893584084,14.5684609360984,13.258403366944,14.3323184951191
"P40123",13.9436376214107,13.7487694902201,14.8439996575252,13.6355259949724,15.0479903410298,13.806334943817,13.9385681628345,15.5707085730724,14.7744189232063,14.6721903001408,15.2646275259147,15.0163210766351,16.1609589200896,15.2126914123568,13.6836111053441,15.004975519675,13.7628466183918,15.6948678933671,14.0820783423473,14.4611016238834,15.1648205428575,13.7816353553409,15.3764301054619,15.1163622104589,14.840256289633,13.5388929313506,15.5777526549054,10.8178634194384,15.9489317713889,16.2857760126119,14.5592718537902,15.3317687076443,14.9105889134902,15.1664651578016,15.0996600123681,12.9457056465028,15.5261258889984,14.9165097884436,15.3615172173179,14.8814769592132,14.6716398696355,14.9105889134902,14.9261307614754,14.8523294648302,13.8403891855482,13.6285582169993,14.2152734975282
"P40145",13.5726073639838,11.6492909920524,13.2315322046597,14.4471711363068,12.2773660713345,13.5515819208468,13.6530796650635,11.7747311247876,14.2173873417146,14.4747172707908,15.7402160875276,14.5344657513622,14.0768097869305,14.9401398685984,14.1210347431371,13.4068008664303,14.3289606487115,13.7560171828524,12.8278250828236,12.5562827335901,14.4755753295768,15.1054194559086,14.6355603143373,13.7005337164877,12.52143326787,12.6071233494879,14.2037995571691,13.4571582797202,13.6001689811871,13.5017077159861,14.4554724292352,13.5853572775565,13.9437148652437,15.4107355040965,13.1699148277329,11.880831015008,13.9173796656814,13.1559229874371,13.9163329327355,13.0820864902975,13.9618109927474,14.3208796480066,14.5301644274789,14.5231207504423,14.773744049742,12.195813785313,13.1200650871596
"P40189",14.8708176127317,14.8553028394048,14.3412836989507,17.23059457351,14.620171666386,15.1817631660358,13.579865690306,13.6253178378002,13.5452427562025,13.8734756222961,15.7194042975098,14.3937060341418,13.8764550583358,12.9341593633467,15.1205536430325,14.6994883160261,13.9466283923478,12.530476254149,15.0528699176651,14.7081809927437,16.480986095017,16.3804984195378,15.9271295109226,14.6914871999105,14.6251065043765,14.6356757404705,14.8127198523844,15.0584955543773,14.8452568569589,15.3799505821707,16.1495214816676,15.2070639117194,14.2539781149929,16.2342973007269,14.4824058080937,15.5306764199156,15.898670830577,15.3351891466786,15.41538700104,11.9003127970168,14.9477994209135,14.0158478022036,14.5556755040119,14.6015048172313,15.9446687038102,12.6145963270289,14.8123156610234
"P40199",16.6142434774601,11.4423038914884,15.3419246165631,16.2815702014085,12.2563935741154,8.71714572612608,11.7144631282987,15.2291299322608,11.8655976187113,16.4736025546831,13.2019551085182,17.004439599778,15.7163138809728,16.5938247446151,16.7677180164397,13.2757434374197,16.3213508540148,14.6729425269233,16.0549639029394,12.1082492778176,13.8236914785255,16.7622263941881,12.6688845059041,16.1222469908886,13.4483131720643,16.4651678001514,13.6018495383004,13.2399612430664,13.0464234247721,13.2662562182178,16.9768464025749,13.0486706768052,16.1057228725622,16.1750672452432,15.6111213554404,11.5960507005793,14.5711015411828,13.5206572929277,15.3678362640535,13.5078718107188,13.6622370654425,15.9448257760548,14.9732089071684,14.9857860163338,14.4510899115475,12.4387966309406,13.1368457231134
"P40222",12.9903189619464,14.506372832083,11.3612602189299,14.7703013119838,16.5687948424183,14.620077819043,15.0236821807904,17.9610266244903,15.411908146252,16.6985384218265,14.236270930809,15.7842708491051,16.5633611434148,16.2967379915557,13.1705559997064,15.9663327737197,12.1350025611092,14.357676587399,16.552515223567,17.2078905390253,12.5222302914258,15.8155725858727,16.9140637007696,14.0822563994789,14.6826281296464,14.4231096916879,16.0573674351226,15.2422114077779,18.5219904050773,15.6612053803691,14.9910359368304,15.9571183286954,14.6907872207165,14.1937750302156,14.4603942485482,14.3189067502414,15.7863456124993,15.4472104397224,14.5902123363341,14.7947971137349,15.3370118710778,15.7824409025148,16.2105069659319,16.0174155154421,15.5871632890196,15.0615559621697,16.0135249255483
"P40227",13.9075389412085,14.7935122696661,14.0243813693432,14.178261280301,13.4268006862381,14.7268272991747,13.9091013341968,14.5780142929969,14.5330590839057,15.4362807374005,14.4072803111742,14.2852270309303,12.5852860097918,14.7911607164286,14.0030914474762,13.6781985232428,13.4102062141575,13.6260564791671,14.756342829043,14.5586158253242,14.5322891769291,13.3859103493365,14.8901301918824,14.5322891769291,13.7369251309661,14.7275845318186,13.2617122354241,14.2705622614836,13.4926046717315,13.2388390620857,14.5645577696887,13.7451985794808,14.2469611671021,14.0040865907953,13.0760690985239,13.9620550992977,14.8242346334119,14.6510652286619,14.1385801193175,13.4338998172253,14.4457159013774,14.1795291549428,14.4674624050522,14.213165250979,13.9166391315285,14.2637554605407,13.4171885616721
"P40261",13.5576578377574,15.6235706429445,13.4918350851739,15.1987262552288,12.1619638334701,12.5365524013012,14.8223149766157,16.4608780571256,13.6496748815275,14.539464498551,8.50994585160327,14.681100511937,12.6019729087506,14.5784291511803,14.460978239806,11.0579747104715,12.5487347244621,12.5440249570965,14.1839239183702,14.1131972183743,14.3860531670426,12.7100059851581,12.1024387751953,15.0838498929974,12.8437984255618,14.2566991996298,13.6414502103565,14.001512921766,9.05145820320934,15.0448240691414,11.6957211952088,13.7600823436899,14.2525365119271,12.8803291707321,12.8033850806888,12.8698142437597,15.4267379285986,15.2521334202346,14.5000212450928,9.10464739557107,12.7598254978271,14.0176796779138,14.560533125834,13.6085549776422,12.9602752461992,13.9662440999255,14.5374106789412
"P40692",13.8912700470137,14.0382191503395,14.2306498920144,14.1186287985292,13.9334481194681,15.2578225393155,14.4129882959286,16.0910935514763,10.2293957787305,14.3000467782531,15.6952085489686,17.4342936762073,17.7177704540539,17.3628215602369,16.3564289120771,15.330104989602,15.9846502847925,15.0424872029308,17.9005442939323,18.2450346727596,14.6415448300867,17.4781042556813,16.7672527051342,12.9125838837712,16.8382163328606,16.5284900067294,16.4020874582626,17.9862334729376,17.7177704540539,15.7632935156634,15.9221160078597,16.8671960233294,16.6961650543944,17.2688084675566,16.6093597829618,14.4395614416265,15.9315510557739,16.159051867611,16.0783737043402,14.6281248677969,15.4265291699116,15.7522165169375,16.1852741472693,16.326401064916,17.5923412338396,13.8121098547932,11.5315763759327
"P40763",14.4930173671907,14.1718521121309,15.5052615452025,13.9172597061394,11.1358385177559,14.8326570770653,14.3049774460906,14.2027520153551,13.4639507620199,14.8963809696884,13.0988059085739,14.2680830292025,14.2089080756122,15.122571120978,14.4216286686766,14.4037767427218,13.8327413025068,14.1474777876095,15.0609729261417,14.4936135517759,14.5068117858503,14.3481710665465,11.0694641249535,14.206208097754,15.1813553853521,14.6694140412943,16.1798610926523,13.0105953542492,15.2271363679037,14.2175977486038,13.6448204099037,14.9167342620023,14.3678152872357,14.5022680437328,13.7142293544342,14.1441360455082,14.8752050663224,15.2367068645949,14.1407763200192,13.7825116809712,14.021021096556,14.0436332019982,14.9958089184835,14.0636849719535,14.3482742453677,13.6995761327655,13.8762320845843
