"","HB02","HB05","HB06","HB08","HB09","HB11","HB12","HB15","HB16","HB18","HB19","HB21","HB24","HB25","HB27","HB28","HB30","HB31","HB32","HB35","HB38","HB39","HB40","HB41","HB44","HB45","HB46","HB49","HB50","HB51","HB52","HB54","HB56","HB58","HB59","HB60","HB61","HB62","HB63","HB66","HB67","HB68","HB70","HB71","HB72","HB74","HB75","HB76","HB77","HB78","HB79","HB80"
"A7E2V4",12.7675404443856,11.7058195773381,12.9995764325463,6.49639766106804,8.97252858984186,13.0649757789265,12.3466706575077,8.78937660567423,12.2879787255974,13.0379027243866,11.9575367184771,11.4080743004163,8.15148662591682,11.2938736311997,12.836497187994,8.00138174530622,12.2242420052161,12.027798641667,11.6103950547738,12.4462698556452,11.3958543019905,13.4340301505656,14.0178014087061,10.6073830781204,12.237710512697,14.0432445456319,9.87993238570159,13.0480588185717,12.6047147352256,12.0894205626894,13.6544782190129,12.3363903448294,11.9494100882205,11.4121441969604,13.1774384234933,11.4742148573769,13.0050704716084,12.6179825376527,11.409954546316,10.9268090732166,10.4690287709636,12.3972660935349,13.157637518636,12.6539971698411,13.1727631322609,11.5379656018905,12.69850190276,12.4488688683748,12.6060433170181,12.7755583588191,13.0216346197973,11.5071628913175
"A8MWY0",13.2873391741327,13.5692466687328,13.8213314896071,13.927192699599,12.3402944999155,14.3342577433068,14.7604102317088,10.7262472360302,14.5650191363535,14.0809015425195,13.2807317486704,12.3633197169975,14.1842787185021,14.3000152325308,14.3896224659772,13.1316936321961,12.6454695898236,14.1499797939358,13.0647537790385,14.721365904728,13.336243676423,14.5002727935328,13.7297792798537,12.971095747538,9.01103716157586,13.4106607588807,13.5670358987612,14.2107508781932,13.9205106893856,13.8148888075889,11.9234634704819,14.224129438351,13.1239915174195,13.2436905797638,12.8723620798946,14.4115647222822,14.6142911666426,14.1759023158636,14.047979654961,12.1438217131662,13.8939806015053,15.3473502838105,14.4700596385477,13.8252770022854,12.6592435984631,12.8078166166957,11.6402712547854,13.9019828112184,13.5448686830704,14.2815825033819,14.0325243536217,14.8488025513551
"B0I1T2",12.1272669567522,12.6318757206006,12.3641336192166,11.1871668008016,12.2751493962771,12.7387634091552,12.0839060149339,13.3786810212829,12.149699412499,12.6639798887643,12.1797799294053,13.2246834829884,13.3786810212829,11.3162543831901,13.304304645322,11.7519807999134,13.2608704060655,12.7923927823899,13.1660797250222,13.339754609837,11.9358959044826,12.6066480287539,13.3270511050867,11.7535593168195,12.8331146928108,12.2835597935763,12.791562891947,11.4862520186839,12.1545402822777,10.2490306178705,12.1488365665162,11.4351748739961,11.288577633844,12.5735465097979,12.0635390619698,11.0514466399971,11.6489281383183,12.4676444606635,12.0415408489931,12.3716485242433,11.9665624820138,12.0805565997664,12.217068418414,12.1164125473003,11.6012269353364,12.6492492921651,11.7811827368329,12.5201251127091,12.0549594601699,12.3647929532082,12.871227434115,12.8013272826857
"C9J069",14.384120128909,12.8348881375774,14.9336734494656,14.0538407814597,12.2952288352097,11.6391851732325,14.0514025662812,14.5467937948842,13.1192448509299,9.689819341085,14.2261811474802,12.3868513057871,15.0226075726912,13.0743839107674,13.6924204176585,14.0480710066773,13.4412286570919,11.8604668456606,13.4993499851325,14.7504643464778,14.3376708943869,14.0213646227384,11.745219238365,14.1946283929204,13.1628370340371,14.9287534568611,11.1615129244091,11.3742584435409,8.89495802893831,13.1211222144631,13.8946314862108,12.9016871611749,11.5416901807048,13.8062776091526,12.6232360505723,9.21152509077534,14.1092551935864,12.938809454125,14.5936801165875,13.5469545268357,12.7533889722581,10.1342241721744,13.9909897880667,12.5991421525868,11.6133543736127,13.7961030839125,13.2407779970313,13.0105343728992,12.3468322940199,12.7619866805758,13.4254859100252,14.255183165441
"C9JLW8",13.4878573246143,12.1481913494124,12.3920420685052,12.0739882216174,15.1029833039011,12.4807885432355,8.51294582731412,12.7589799025708,11.5660513898549,9.35171226866835,10.0853575761661,10.2578445861474,11.6689525764867,14.2808430383218,12.1522992153281,12.1578916288011,12.0374987009234,7.24632713253567,12.8462765922584,14.2121826668885,13.1618975011915,9.5414952720035,12.5539803722896,11.2408425477792,13.3500224799117,12.2111306566751,11.5415472203556,12.4098131992447,14.6504384855753,16.9771179603253,13.8625440862424,13.7296113832864,11.0581073492916,13.292433673786,12.235296723233,12.9185092375661,12.8033087422953,10.7751424290811,11.6183243082402,12.2074683032732,12.4538949666881,12.8236548198863,13.4362168631105,12.6705168021075,12.7168400508164,11.6981475216812,10.7029215710035,14.2902298325854,12.18980344738,13.051358534336,13.8767121792178,9.32627332438981
"L0R6Q1",13.9292280774686,12.8523334550416,12.4786308709864,10.8114106295288,11.4281651939199,12.2471848229021,13.1539709150746,13.0210742056089,12.140559412582,10.081429573323,13.0720893826536,11.7444111916915,13.0439270119047,13.5607132271658,13.1385943456068,11.6021875824245,10.018138231067,13.2701811983586,14.0402701919332,12.1354206597378,12.8662934784571,13.606868295974,10.5927718979892,11.242508567551,14.3058952728463,14.2730543763125,13.0933552214023,9.63404016114452,11.9930184201071,13.2897545706467,11.6438761113127,12.8448176487537,10.5980457625953,11.2832894804395,10.663000803271,10.1011627163009,14.2473844367156,12.0563624839056,11.764992531772,14.0590605870322,12.2133653746371,12.9075597088383,11.5226765240218,13.4184867002148,12.9111408452431,10.081429573323,12.0332753722152,11.0943830325665,10.081429573323,11.5612403245934,10.0024154653908,12.4837168823458
"L0R819",12.2188857575674,12.515751664216,13.8185362870613,13.6203560492936,12.7542213132552,12.5578001516763,11.6445462477763,11.8368752236125,11.6766613058498,11.7311156804162,12.2445139955575,11.9532473709412,11.1979917017674,12.4434829893496,13.5966729897947,13.5136322922338,12.0686113471252,10.2024964226196,13.3061423704956,13.2580680856409,13.1371182137295,9.46971238059543,10.9285695419184,12.5878469960416,13.734317887986,13.9439504763064,13.0095298284464,11.8360462765761,14.920145842379,14.6334739977086,12.9378686307457,13.0725376966129,12.4990131143641,12.3670186415753,12.9682800976686,11.8405619139443,12.5386344587305,11.8454442012661,12.6656408866876,12.4426655480991,12.0922566591202,12.4877708656521,11.3005694086645,12.4581893163806,11.0887685735403,12.5043580862628,13.684947065653,12.5931371161472,13.0822669406111,12.4738874626398,13.3398372594699,14.0351297790457
"O00116",12.7515752433955,13.1326270182875,13.9878341959601,11.5185550796295,13.8481209068456,13.2996963833989,13.2955002694895,12.5743892260236,14.0297624006023,12.1841547177073,11.6270102189459,7.96258653520777,13.6674950028642,13.612789112479,13.6420637689938,13.6081726165383,13.6960382071336,13.3645646041229,12.6686753594133,13.3373847087318,14.0034837221069,12.9707215439097,11.7676694951665,13.463104692641,11.2151635260222,10.8671006379445,12.9989635815034,13.5397791732413,12.9543378805301,11.8815527357924,13.8920638220942,11.77953402624,12.849901616017,13.4677820368503,13.2929848267408,14.3117772101685,13.0376628957226,13.1454015417028,13.5490383828743,13.9527177353926,14.0204515842023,13.612789112479,14.2471323771264,13.2548585138267,11.406308293317,11.4095946430091,11.2754105155331,14.1704009357535,14.1859743938325,10.8344253025752,13.2144539536502,12.9321211226319
"O00139",13.4587318320352,13.694332934618,12.027795367539,12.404619898236,8.80747909230959,11.4504846331608,12.103937741483,12.632818299621,12.9998379792706,12.9017551819136,13.5550866350734,10.3103086337704,9.44376438399558,10.7833178787296,8.4644804177556,11.8671354580185,13.4076594756657,13.0223203605296,12.0532140263688,10.9674185073953,12.0090229226858,13.0447291109263,11.7767155581138,11.2938781244724,12.6340518897943,11.4279666574568,10.8229394059229,11.6392524139851,11.8943557714621,13.0327980389709,12.3487523407728,12.3735156664769,12.2841868240909,11.7564285431907,12.4404145072583,13.0335471263173,12.4077539746481,11.7593882500781,11.0077630314396,11.5413710436766,12.4735151890319,12.1239914095705,12.0550510401679,12.5378096642186,11.3620153343596,11.6368283495543,11.6762498560677,11.8966610512676,10.900254611988,11.9990765700534,9.92631131900589,12.2908198493009
"O00148",13.142028160892,14.138493932843,12.0235676812533,13.2189782256541,13.8119796102366,13.1893014869895,13.250653022128,11.585140089524,12.3941597280224,13.2692199412902,13.1174223944131,10.5606091127521,13.2009120658011,12.8381878983814,12.7853935595368,11.6853712945369,13.809684439507,13.9574115176229,12.4731081896594,13.6027225495862,13.2558908572686,13.3522537789468,11.7731329817162,11.4787102807852,11.2498094120005,12.367337791631,13.2572445594982,14.0961509583558,13.0473520087334,12.4476020341368,14.011249900145,14.1582650533973,12.7404976677173,13.0589613702322,12.6828924884441,12.34624122169,9.3459629097691,12.458300661893,14.0483682883934,13.0482028169669,13.5644974299965,13.8425060600664,13.5164260360399,13.7070111283717,13.6832348008618,12.2193588955228,13.9907453504378,12.854723174168,13.2427122196184,10.9296676802226,12.3081023046695,12.8106173444365
"O00151",12.4981226685509,10.7675375787971,13.0261119004247,9.57731484363647,13.2885052040632,10.252940028132,8.20088848837973,11.2812209093506,12.3551786369894,12.2246076431581,13.1337925471608,14.5695341313065,14.3318906720605,13.4447931006739,12.5311961507099,10.3217661038123,13.0541500552226,11.3897298289814,13.469053322227,14.6418615283,10.46729428778,11.9321457589879,12.3591164422944,13.8741148906499,12.0623257081675,12.854556769112,13.2839727875521,9.88452657592783,11.0761617173637,13.4850912644676,8.6260829770629,12.3148362728958,10.5579774265191,9.3885820529541,13.0654751353676,9.20120244796503,13.6903496204724,9.28713138857579,12.7381461598388,12.7873570831436,12.8758946268731,12.8287383060116,13.3807383457894,13.2543545015119,12.8922850369824,12.3033246098879,9.05650720741383,9.45560586286292,11.9666847696558,12.8581863487653,11.9548312742877,13.3071715012836
