"","HB01","HB02","HB04","HB05","HB08","HB10","HB11","HB13","HB15","HB17","HB18","HB20","HB21","HB23","HB24","HB26","HB27","HB29","HB30","HB32","HB34","HB38","HB40","HB45","HB46","HB48","HB49","HB50","HB52","HB54","HB56","HB58","HB60","HB62","HB66","HB68","HB70","HB72","HB74","HB76","HB78","HB80"
"A7E2V4",12.0770938350149,12.8379782775796,11.8476071247728,11.6761709895532,6.20675340707941,11.9438436821158,13.1593497789794,11.5579563529785,8.45161831182912,13.1933037158351,13.1303861653871,11.5326419229612,11.3447556122038,11.3400757422855,7.79051576987626,12.957325835856,12.9128230078404,11.8598285382444,12.2412848923477,11.5675784710692,9.66707610001601,11.3280676732619,14.1765509174227,14.2035274666655,9.66707610001601,12.9756937269992,13.141402207136,12.6603479480273,13.7905238947396,12.3659943741008,11.9438436821158,11.3470067075172,11.4189510452205,12.6741226807469,10.7901135786249,12.4316333564454,13.2589471663423,13.2755777163286,11.4889524958576,12.489315896215,12.8465770937551,11.453703505256
"A8MWY0",12.571950543824,13.0963387871091,14.198521286736,13.4503560408702,13.8989756905973,14.7070139064821,14.4084233854641,12.8127642064052,9.8010256163482,13.8225684417885,14.0920978354042,13.5532111119912,11.9287587296962,14.7513471859523,14.2206881949713,12.0447914690333,14.4741556044393,13.9356830813648,12.2872048689907,12.8166595250778,11.4879618472647,13.158463733657,13.6501114625033,13.2505892889735,13.4476593495345,12.0447914690333,14.253678311493,13.890261187545,11.3604743735344,14.2699655718624,12.890604751623,13.0399522809833,14.5025728443835,14.2092168475473,11.6465996430784,15.665051198528,14.583638687947,12.3042706271318,12.492139250006,13.8667805159732,14.3451145829788,15.0441510759956
"B0I1T2",11.8960736032746,12.2535513473188,11.5715334768093,12.7818293941428,11.2635595657354,12.3180996567787,12.8929682122059,12.3989897116223,13.5514501671633,12.2722280196416,12.815389443977,12.4959200672464,13.3945086091054,11.7195293385789,13.5514501671633,13.6053629946406,13.4755789791584,12.7329461093513,13.4316878826999,13.3331313506836,12.4301805120968,12.0513633410844,13.4981325674643,12.4174873601744,12.946475866012,12.7579379122414,11.5820263932075,12.2822136501371,12.2762949356891,11.5309936090967,11.3751334648863,12.7207548629649,11.1214443900468,12.6100023618531,12.5112439321382,12.2043606246921,12.3467972751544,11.6994142397552,12.8001630492172,12.6652508074031,12.5038269541724,12.956133207057
"C9J069",13.4540016740421,14.5606323909618,11.6395051973228,13.1046644916129,14.2521465006468,14.3342634739384,11.9550321443992,14.1029807489325,14.7140301465591,12.1308506327264,10.0911131125825,8.85248053623402,12.6730822499554,13.1999204126905,15.1523056173415,14.2711837740212,13.9139333895505,13.7499497284204,13.6801056225882,13.7335650341963,13.9440130637505,14.517424063352,12.0546316901694,15.0663492318707,11.4831631370425,13.8055350987555,11.6874163872237,9.32129771357035,14.1037681526421,13.1690497219483,11.8582905062613,14.0210543089427,9.59507778721979,13.2044863667857,13.7783886013533,10.4997020060305,14.193611669666,11.9247673671102,14.011396860384,13.2728310781396,13.0354898526901,14.4409085738329
"C9JLW8",12.7584899889526,13.3280729497371,13.2016274291986,11.9226198711072,11.8438581114388,11.9410297404745,12.2713641546152,11.292504394305,12.563203026559,10.7150970394293,8.88381490071739,7.73918063316622,9.89572646660569,13.8598433268757,11.4146835136523,11.9886813487865,11.9272721639759,13.644507532985,11.8055472078345,12.6553533761051,11.6610148540039,12.9863242318225,12.3495560574627,11.9899166252045,11.2778324490158,13.1450008669176,12.1979393912259,14.5227641720944,13.7170055870754,13.5835554973077,10.7566576708771,13.1225753919487,12.7309755716872,10.453572000647,11.985983562707,12.6317732759692,13.2734025822313,12.5203366030839,11.4455084122481,14.1633832764387,12.868051205431,8.8577983044148
"L0R6Q1",12.1910853254105,14.2333731600743,10.9541546441663,13.1727931176359,11.0969217502544,13.0294215564643,12.5669887300244,11.7997622390744,13.3413598818938,13.6758760430344,10.3791086856017,13.5526263148688,12.0638845565077,12.6628667820463,13.36420478719,13.2283264742428,13.4574753443981,11.2313639476567,10.3182084972071,14.3410084635854,14.2063035605226,13.1863408737791,10.8694574314843,14.5677299328937,13.4115085382253,11.0752150782792,9.92646083796158,12.3095110696777,11.961875439167,13.1652455232557,10.8753161007494,11.5834527688769,10.3927805021138,12.3767881660546,14.3603184615896,13.2283264742428,11.8368083041873,13.231382408998,10.3865526991648,11.3921736237241,11.8766997134546,12.8034512362955
"L0R819",12.6646591396871,12.1452154809076,12.7656114990823,12.5153159786803,13.863346514854,13.1113517055191,12.5672627525022,13.0214975445102,11.6706576529932,14.4671583574058,11.5403941808013,13.6970493750351,11.8137893395087,13.2889851793689,10.8668118308027,12.024597918551,13.8351622717219,13.6569646456244,11.9580344521775,13.4832403706164,12.8833724022918,13.2782969383717,10.5199364065881,14.2542117197916,13.1220960565779,11.4535044890704,11.6706576529932,15.4260720404764,13.0339419287811,13.1991916760908,12.4943336104255,12.3312639289191,11.6769229667049,11.6833332997425,12.4240505518889,12.4808731802049,11.0015435715153,10.7275583223659,12.5009533201497,12.6114298274308,12.4630886226736,14.36567567335
"O00116",13.8664122909586,12.7514305104805,13.9049894508646,13.1117215403674,11.5620825340365,13.5932340763695,13.26921701721,10.5179718308847,12.5824136935712,12.9643011668867,12.2088868038079,13.5291440464496,8.13590634076785,12.6251078402333,13.6144825832565,13.3739872589206,13.5897358682198,11.3832665771603,13.6403343941191,12.6730393763293,12.0040663079947,13.931354407466,11.8058796378163,10.9207168758396,12.9859190109646,13.2737637392865,13.4949117849998,12.9446680202242,13.8250443309748,11.8171116460059,12.8448146916995,13.4274617622742,14.2226090045453,13.1239106961681,13.8835348626441,13.5630373855403,14.1587497663487,11.4555783351871,11.4605168958082,14.0857770364778,10.8914047727666,12.9236566617894
"O00139",13.0813004832863,13.4323363446357,11.7966749872869,13.6911243572557,12.2677838985081,12.1329148545346,11.1940108765275,12.6575501567621,12.5219060829927,11.5465857373939,12.8195990994046,11.3920833446633,9.89145737921581,12.705781981097,8.8860422044111,12.6736432963527,7.80238942507869,12.2871562909776,13.3762041841637,11.8724165514673,9.24554968164933,11.8231371524892,11.5601857082807,11.1664284366496,10.4833843432102,11.1745734758498,11.4035057185781,11.6924917152983,12.2056449656188,12.2333320309852,12.1329148545346,11.5376179868764,12.9645297982143,11.5413591969154,11.2954807185632,11.9531841357687,11.8754525485242,11.093902272503,11.4009312911776,11.6950224582323,11.8139612296665,12.1404412107589
"O00148",13.6193544487784,12.8151308325617,14.1866498881661,13.9801742920328,12.9064490211306,13.5955191609651,12.8711633059591,12.2250444434014,10.971642432113,14.4639117353989,12.964527601019,12.4905620460595,9.73632445059522,11.654966719339,12.8843357441659,13.6760597042477,12.3971318090364,15.0565674258302,13.5990131084411,12.0299495179128,10.6357002483498,12.948467919927,11.1968266752385,11.904645295297,12.9501441914481,11.670507160184,13.9310760476066,12.7041068743733,13.8365598398483,14.0040127832146,12.3446413021558,12.71764200185,11.8789691904408,12.0120158789205,12.7051609431949,13.6383587507146,13.2529729307525,13.4502804479022,11.7292199605511,12.4773602902436,10.1817619736961,12.4267793173217
"O00151",11.5078069160798,12.6894817036241,11.3369551279643,11.0243660297064,9.91048682019913,11.3222920649691,10.5379117855642,12.6894817036241,11.5152286861662,10.9854368692985,12.4261201229843,8.67211572826753,14.6145279131362,12.8954682487665,14.3951338029722,11.9907521290473,12.7202639835105,13.1817325868353,13.2120777679358,13.5965241102002,13.4204281532951,10.7414033356927,12.5557521954981,13.0245749622197,13.4260688241387,12.4571604109039,10.1872097422782,11.3249909516043,9.01350639524751,12.5140534706759,10.8160383215148,9.74563366437496,9.54174472612297,9.63407011239078,12.9621291049717,13.0011561382212,13.5144827677959,13.0604759924096,12.5034482899507,9.77197994846343,13.0278627970675,13.4474707780258
"O00154",11.4668161710854,11.3107701196298,12.3638454609649,12.966373471159,10.5867544750611,11.9274942602252,13.095845986656,12.0627898360664,12.5536088151776,12.3785647991439,11.5260011955988,13.1566447588576,11.0937718639627,13.4707279670781,12.5422370643473,13.5247080393703,9.5560054564517,13.0581239176628,12.7146211350896,12.9366302759245,12.1429108507213,12.7988911738783,12.4521463194962,11.7135564466955,12.9276578880288,12.0254775134886,13.7768563865954,12.9172270252048,13.0225806516695,13.5596872990092,13.2023864119748,11.8451610877238,13.3664502387203,12.6086715209613,13.0267575475609,13.7401047439404,12.9695655489452,11.9824210688169,13.1631471139209,13.3279271114228,13.5765586857961,11.9560106781438
"O00159",12.6259874373223,12.6828204767377,12.6350781523183,12.7978934815239,12.8670408969473,12.218616740166,12.7954098556146,11.4211317974561,12.4991107697083,12.6541014294581,12.4023652531717,13.0694710674182,12.5538070211841,13.434172518233,13.1342601608733,12.6750830062569,10.0853788391809,11.9463831783266,12.0893690111535,12.6394322245269,13.185105341536,12.1258871979337,13.0369765261668,12.3788474606087,12.8404333237084,13.4681092386054,12.7352071990845,12.2927260246144,11.0085458447176,12.2236311032062,11.6377023158027,12.2850245412038,12.6935870275815,13.0646720660396,12.9765453531537,11.8542142727239,12.4455854269828,11.7674486176485,12.0459778035869,12.1918665656115,12.4721798579751,12.5524414706815
"O00160",13.5228986251665,13.2709695640688,13.3271555161449,11.7292249775051,12.7003521111171,13.3145891912009,13.1422788007538,12.3933702860674,12.219393659059,13.4793502680397,13.6926987799536,12.8334834745246,13.5855973318863,13.27248615693,12.9389607872695,13.5616408331577,12.7372946328881,12.0488525087544,13.0664963276474,12.9749163820726,13.5129940844213,12.9672371511695,13.6101375657609,13.5305199710691,12.8090771300856,11.9887142531484,13.6279953388599,12.8436745253945,12.8663680065001,13.8281043801492,12.5681552185958,13.2174459209243,12.5492077426211,13.1591940121811,13.5295949689671,12.9540736236787,12.8122593361273,13.3468248960293,13.3332090245278,13.4424604291981,13.4368576571815,12.1434977366445
"O00161",13.2137149210429,11.2724185886603,14.2121984831106,13.8353585661916,13.4144931455164,14.2665889345668,14.0103707507313,14.3183004685973,15.0150434647116,11.2941267449615,14.2834886950144,14.2214298764784,11.0133786362833,12.579263888914,13.2851278593666,12.6620168503593,12.0134316019747,12.5828871918164,11.8329011267857,14.6017380015817,14.0969580496438,11.8416643278502,11.4202477993272,13.7826200301586,14.104738850527,12.9091589816682,12.6352457714524,11.7168725304224,13.2839062312494,11.9367167837458,10.5870398327427,13.0875474975396,14.0676517314911,10.5994376945422,13.9513882858223,13.7686849604533,13.4751130101348,10.696367638057,13.8419156455505,12.1844738226261,12.7848648075904,13.2144346384037
"O00170",13.6910475195945,11.0696443275253,14.7595683635537,11.5090621123549,13.2831953441329,12.2287614024892,10.1666145641269,11.6223881164808,12.3797083585451,13.5542370308921,12.54444189325,9.5387817299151,14.101447155459,13.608666983644,11.8787870228119,11.5985973126585,14.02697451825,11.6873938558416,12.9661859254511,12.1281182687826,12.5625882312363,13.8537640946765,13.5373985302778,13.1396602230358,12.8331212258243,13.1117581075044,10.0257840183655,11.8551493851203,10.514254695496,9.98783801089372,12.2140048499922,11.7204103838684,12.3683447265594,12.765614255627,12.6915165878703,11.209400197265,12.7661826239614,13.7298202981206,14.3305475240196,14.3672514008787,10.6740665991975,15.0386612040207
"O00178",11.9974984965842,9.94809983599598,9.48549296351493,10.4079496376462,12.0820164165523,12.3017705517233,11.9130489666184,12.9282516922848,10.9711989146004,12.3955715530934,12.7372658705461,9.09126894529567,13.0392377307511,11.9948643938229,13.3156761086761,13.1836354997562,12.1590276196071,13.1697008700071,12.659551085379,10.8566635836909,13.6020982929673,12.6239306252749,13.0962552367986,13.9075742820099,11.7568764588208,13.823958227646,9.53634690870751,13.406672949887,13.1216220438409,12.965877905454,9.33192188319465,12.8797047621615,13.8914041250944,10.7347778569378,12.4396984709627,12.1333535937351,12.5140008830682,13.2069990501586,14.1574025081254,10.5969146202104,13.5556914524546,12.991220935928
"O00182",12.9265527378832,13.6212695358629,12.0625087140506,14.0432828910562,13.1881311293042,13.5798392353993,12.5245667182655,13.3164645878963,9.01463913706801,13.4668517514406,13.6104659160888,12.3871298294041,12.1002570276718,13.7256631820903,10.4308473372677,11.5209198947416,13.720224295259,12.4987517038544,9.14436757912426,12.0746067613827,11.9325446367444,10.4574059889956,11.7454125508108,12.2914785009536,11.7454125508108,11.7730579149769,13.961031540541,10.0710483582215,10.811349445918,13.9470934719592,11.046828416882,10.0518336991673,13.1848648997992,11.7326764881682,12.3454020579758,12.0532485166314,7.76892314152972,9.53501072085211,8.96114489366389,7.90178872808211,9.24340657730158,9.73149651846801
"O00186",12.4512376058766,13.2549398161985,12.6283200442429,13.4674484707178,12.7770761576559,13.679616431003,13.7319205276174,13.6507811941045,11.6248114961529,12.2481363037315,12.3005796298624,13.0043436154237,13.3510179768457,12.3026496243813,12.7077589744516,13.5332461536939,12.9638990109494,13.2778351149521,12.3245815652995,13.7419375688522,13.3839488420239,12.9738545506168,13.5849871202915,13.5458689892387,11.203634517457,13.679616431003,12.9302020868509,13.3074926170604,13.6054640004248,13.2141899451358,13.1171163878386,13.640190826052,10.8780808983368,13.5364368634496,11.6619103807273,13.1527439656496,11.0316275555741,13.6272244728606,13.1511263534025,12.0891796511923,12.7614197424554,12.9074214381896
