"","HB01","HB04","HB06","HB09","HB10","HB12","HB13","HB16","HB17","HB19","HB20","HB23","HB25","HB26","HB28","HB29","HB31","HB34","HB35","HB39","HB41","HB44","HB48","HB51","HB59","HB61","HB63","HB67","HB71","HB75","HB77","HB79"
"O00116",13.9350338696707,13.9727716575987,13.9856580029192,13.8500983616854,13.6543341171081,13.3224092722645,10.6376608294245,14.0270927190717,13.0216063145448,11.7447155711131,13.5889590299196,12.6879206024658,13.6233240986496,13.4314995494798,13.6183561226369,11.4612311245158,13.38720484346,12.0757901147985,13.3612124456874,13.0172680807765,13.4805249794551,11.3556161386408,13.3309141754829,11.9870989790762,13.3198849603744,13.0790071948436,13.5633790479064,14.0180095409954,13.2842837993967,11.4087553666778,14.1801984075095,13.2465764616075
"O00139",13.1953895600056,12.1108685944884,12.1543296015136,9.08242448558941,12.3984449429057,12.2272647283887,12.8367310619766,13.0646538687069,11.9020571323168,13.584151247526,11.7774047934426,12.8775145946888,10.976011650095,12.850005127225,12.0009220451146,12.5273351135597,13.0852459734843,10.0111882457065,11.1415834287369,13.1055051568755,11.4571828059287,12.7237305131866,11.5889244123684,13.0948189701126,12.5435832110713,12.5146396375325,11.1833881410989,12.5748236396581,12.63348900445,11.81761554073,11.084740989258,10.154612180585
"O00148",13.7170809736501,14.2301959105571,11.8693038599922,13.7026362354959,13.6979215091651,13.1186653177147,12.4907634479936,12.2445652768484,14.4930949368669,12.9799783878158,12.7247630678718,12.0037719244829,12.6952850218237,13.7705375050841,11.523097593412,15.0404990960087,13.8581434982768,11.1321487287819,13.4817358067677,13.22189612602,11.3094276304616,11.0716613924696,12.0165478315734,12.2988573083585,12.5356996816621,9.11899460273609,13.9545691863843,13.4416610104267,13.5901055131,13.8942871310522,13.1097054515612,12.1561372562878
"O00151",11.5728128537396,11.4100244378979,13.1978705959435,13.4378010583355,11.3987825020701,8.75943278932327,12.7140644878613,12.5810096498852,11.0851722022342,13.2971272174076,8.74045856491962,12.9172087959384,13.5802239102001,12.0293663222542,10.7110371055227,13.1933982453809,11.6933544080254,13.42842040376,14.7047355436873,12.1899801665188,13.9765542587245,12.3087888879024,12.4892504314577,13.6184454068397,13.2345192837248,13.8058495699274,12.9380287415687,13.0613463891221,13.4072215178406,9.55060783226858,12.2210498954346,12.2112098729702
"O00154",11.7648441180196,12.5877639476879,11.3414765767584,11.7878585284371,12.1879573268437,12.9326059539458,12.3127855867156,10.2635651025049,12.6015250148015,12.6099266980069,13.3140835636077,13.6056151932358,13.2462949405469,13.6559813571779,11.576046323763,13.2241038450341,10.7845495751183,12.3851160799773,11.4187148435138,12.8889792623019,12.4226462669066,9.99104749675248,12.2801263109041,13.2909261443055,14.0110053491878,13.1652688469339,13.5243812589976,13.3085560051017,12.1998999671158,12.9202291167931,13.6277370874691,12.4857627852962
"O00159",12.7589027478026,12.7664687711318,11.5305011563071,12.9097030886984,12.3887206932909,10.8713764513634,11.660647014316,11.8939832141414,12.783076068793,12.5461415267791,13.1590463176958,13.4935723308088,12.4203948338534,12.8025091558032,11.887426847726,12.1429018731661,12.0627632265684,13.2639159834642,11.4897988700545,13.3263604201837,11.9076972625503,13.9158354813276,13.5239210368063,12.5334025531084,12.0779219710854,12.9555449396275,12.2152619356097,12.7504632216106,12.0139389016067,12.9583787370761,12.8176537236394,12.7914129373653
"O00160",13.6865843273439,13.502775275901,13.6808347186478,12.977522451559,13.4924345926363,13.5693109170374,12.6377554202502,13.2287790381794,13.647677935808,13.100770751353,13.0440533208525,13.4514678698103,12.2038200541603,13.7233266556812,12.5065432011459,12.3184867285746,12.1989421503437,13.6779669064066,12.1180130726967,13.2280468949265,12.6557218339511,12.0624133503616,12.2611905356338,13.2908919611011,13.401332191533,13.5464012844043,12.8208206326279,12.9081751496127,12.0393758431892,12.9420985903067,13.4191042596775,13.1647713941478
"O00161",13.2520533295727,14.2714130777784,13.7487255072078,12.1574990713599,14.3283149535239,12.7784003564047,14.3850896637986,14.3671051163525,11.3585777617886,12.0697981849067,14.2818076653621,12.6233104689864,14.1029988996119,12.7046937437619,12.4042788202131,12.6270698792884,12.3244052755151,14.1563223403671,14.2893080622293,12.6677329680117,14.7558298201641,13.5953857755738,12.9481677601341,12.9758098591683,12.5757290432302,13.7487255072078,11.2532536637235,13.2861360197699,13.1423332322424,12.359175653351,13.8445108182859,9.66268891002339
"O00170",13.641805941529,14.6965186238876,13.0022076866081,12.9705380997117,12.2591772494068,12.4990378065207,11.6977217034829,9.09644857494971,13.5099297854604,14.6141770524856,9.71317186088903,13.5639813018571,11.7776304562824,11.6802058520166,14.5686968705144,11.757666964349,14.3860865663141,12.5761318446501,13.5626847078107,9.99622900808778,14.91381699043,13.4994156683755,13.0932291309941,14.7882584755955,13.2845626823734,12.3909934186874,13.1872567104996,13.6220528028604,13.656716625465,14.7710455560436,9.06321702331531,11.7398631159111
"O00178",12.1450696240592,9.97645506118292,11.5546296602881,10.7376292557599,12.4074168316606,12.5747356774666,12.9517101414815,13.7185642153633,12.486938467886,11.0513375694025,9.61493783355221,12.1426030987664,10.8347991241628,13.1722918622103,13.7700891572145,13.1605751648485,6.62378354212816,13.5403476428925,13.1256866898451,12.8332674068269,12.9818336565529,14.2395706289205,13.735433564631,12.643071910107,12.7581042858813,13.8867060308443,8.39290522544377,13.4460689278025,11.2640874805884,12.3206405518935,13.3588439251935,13.3960972327164
"O00182",12.8963089222948,12.0633602728985,13.9529194418546,9.96241683024451,13.5328763253857,14.4853819684633,13.2738642442879,10.4214423405642,13.4207666661838,11.5783883636542,12.3776341966251,13.67361847051,12.6359624546061,11.5358730115115,7.66902425658875,12.4844659526017,13.5268874289329,11.9358423561549,13.0792968585423,12.4349753683096,12.7273571881195,12.5752867912072,11.7866371028803,9.90942384262177,9.20944666274841,11.0945794506742,10.7156077172062,11.9780909053395,9.17331537009034,10.6929412821712,9.6759243143806,11.1962499071597
"O00186",12.5802764508265,12.7599590150722,12.9778274431581,13.1754761156105,13.8311951717307,11.9025034174698,13.8005752630333,12.19229512399,12.3710740749314,12.9669990250816,13.1445818327777,12.4258105247535,12.7462098915306,13.6806928395579,13.5159517407166,13.4193643560763,12.4120026665573,13.5284007341341,13.5477217697139,13.4502021752106,12.8726349856672,11.0132631271474,13.8311951717307,12.877155043777,13.524029171957,13.3592171225265,13.0477770558862,12.7358819417965,12.9070619830507,13.8084951656079,12.8742637733223,12.8275417186443
"O00192",13.9601107430256,13.659935616025,13.413595701118,13.8526451517508,14.0728658325484,14.3424946038856,12.9826142772172,13.9792043562411,13.7629833238936,13.497940064262,14.4833318872498,13.6841850398053,13.6002782817098,12.4040157712147,13.0675913718955,13.3096767031245,13.9325358423105,13.8223033724007,12.6444298576562,13.664619705,14.1006124344808,12.5971430253725,13.9792043562411,14.153002790631,14.0202176100227,14.0228194811297,13.1638217710212,13.1605104232956,13.3547962775424,14.3291869127407,13.9952160817711,12.0633341894415
"O00194",14.7871857940835,14.438369228196,14.24055564242,14.442583482452,14.3493184989995,13.8651025446819,13.3910052068642,11.7250784506609,10.9398225416329,13.4280846257775,13.11905615128,13.2641304833863,13.4024503737221,14.7643028844314,13.1004203133033,13.4989893369057,13.6180121807165,13.3373390402917,13.5352999455083,13.0209540182274,14.5926611862128,12.3458524264142,12.2401997214145,12.0536495005731,14.6411772965234,11.3907200316286,13.2500484698605,14.4287971234113,13.6332356584826,13.3946951524692,13.9574409685074,14.4205410749634
"O00203",10.9421377982727,12.6827798234018,11.6104233881769,11.0796523300782,11.8182487169346,11.569818724965,13.6109481747758,11.2080704802589,11.7587700232895,11.0456606157076,12.7445300276417,11.8522199331216,12.8781960408207,13.3992771370293,12.8433434674804,12.4974902112921,12.2666504285008,12.1886910137142,12.5891605646869,11.4303936757103,10.8061287117396,13.1015166870623,13.2328793362634,12.5129197986212,11.4991545579173,13.4331201324151,10.0923779613429,13.3699657575803,12.5275412339541,13.0829201728832,12.1055305967359,12.8710180578433
"O00217",14.0361813362345,12.816443910163,14.1764026747486,13.7904930725327,11.5816429127134,13.6784933176991,8.99085302262649,12.7381808789518,12.6520894074957,12.8763522723109,14.0708623384157,9.39923046669499,11.4947487123028,13.7709060826819,13.4094387757606,14.4183304972876,13.924021194452,10.6678656651393,13.2119637019741,14.0318636393809,14.74564889782,12.6993558166086,13.8064444973568,12.3357233983917,13.114425336818,13.9708148624893,13.5613374500717,13.3576092923959,12.9707119995242,13.3174542430342,13.345735683123,11.6452942037152
"O00231",11.8995896329655,11.2679071483661,11.5867431343557,9.8154727287107,12.9344228788257,12.3494449200547,12.615591511361,11.1532137333341,13.1386879914803,12.8562357045553,12.5738713719526,12.3683438957984,12.6778212840137,12.9253493706831,11.1631578975325,10.7718183510813,12.7969164460172,13.2994050099838,12.3674011913543,12.5177011937381,12.9023522931309,12.770640002207,11.7079405289152,13.2894945076701,12.8910079201852,12.399781009335,12.332768823035,12.1810052625881,12.1002458380905,13.2918221697425,12.053330399176,10.6363052406234
"O00232",13.0642259761218,12.2540388815416,12.5955858760691,13.9041865929257,13.3140478735338,12.5775012401988,13.364218337945,13.4498270577073,10.457192225073,12.7769123160197,12.9891531867103,11.1789302952932,13.181876065681,10.3914563266629,13.3403596984638,12.8446524043637,13.0840379232644,12.7600300344268,11.0475365149272,12.9245129120799,12.367589433166,10.5228284528586,12.7315204183759,10.3181844446734,12.9057004459876,13.1415348712641,10.9899560961346,10.337678583478,12.5513821996641,12.3535787268141,11.6110212125372,12.9721680655362
"O00233",13.1718569650491,13.284579031748,13.3647004742236,10.9753185334771,13.1833471981812,13.8361773399607,12.6801562351436,11.7985670424441,13.976745852555,13.2421789357225,12.9931184147557,11.9396045712393,12.6151629116943,9.65398531196019,12.8651410151158,10.0652013468578,13.2442682510545,13.0438628797555,12.3833270651014,12.9734066772134,12.4350663077153,11.2966433873644,12.932504476465,14.3406047695141,13.3816432788168,10.3187324991781,13.312814292203,11.9898846329795,12.4458883324427,13.3442469913117,11.418745263469,10.1463006769111
"O00244",10.8748367586728,6.30421967415849,12.0912201176378,8.16258543881816,12.9673255003561,13.6070912800945,9.32826617889966,12.666786102491,12.0934423419976,9.79661859015184,12.7763631850572,12.7646587717772,11.5034888676636,12.2323302100291,11.971185314896,12.9469182966444,9.7664543013986,8.59798339272436,14.1071824110836,11.1349410635035,12.3664589448195,9.69509573992377,13.4113313791651,10.1711793791332,12.4683080134418,13.4619631083597,10.0986245883899,12.1608670010801,12.9481691434091,13.8637943414431,10.0735895458355,13.7078833676981
"O00264",12.3384599782231,11.5732898028313,13.1610143430347,12.3807857184293,11.1760854741807,12.5946878990622,12.0820630303651,11.8313842667632,13.0771881303092,13.7383558844045,13.6095591789983,13.5002000492677,13.7443773025542,11.4880412937454,12.2997640658626,12.589033897604,12.0202257407938,12.4374970961438,13.8747766020959,13.6352555075446,12.2810599230595,10.9900425349298,12.142824318633,12.9088303311716,12.9911595257452,11.6977861424092,13.4398112626501,12.792311346373,13.3327537069271,13.7472385944772,13.2909536954636,9.28424478950425
"O00267",11.5367570889821,12.5611755771049,10.4500126228897,14.6796722042274,13.2962755725479,12.1869587116796,10.3731041097411,8.20980330331476,12.5760586407178,11.8892778873399,13.9561109459282,8.9353603451553,13.1202111168897,14.5140308094977,13.1635735177281,14.4283557329311,13.0436542273322,14.1949759104876,13.1567852832442,12.361130946709,13.3981416304032,12.0279222588853,14.1891721575304,12.5659546473907,14.0040352859609,13.7952656846863,13.9769412262547,13.2917112703213,12.1885155506206,13.1340478238677,13.0691022977019,12.9794601587672
"O00273",10.4337917168628,12.3904522200033,12.6769873344836,13.0607951681058,10.0338259232358,12.2341558097428,13.5539857753578,12.3364623291002,12.8720538710283,12.3918700006617,12.9881336788583,12.9838241883286,11.86620992963,10.9915689210476,12.9551952447188,12.5595516715724,12.282185838782,12.304361048695,11.0398270779849,13.3771513874714,11.2616681566774,12.6579082017267,12.0716351937432,13.4937388535205,12.7779075665731,10.7407194262937,13.3478027433925,10.4822887532513,12.919416659233,11.862681066281,12.9808725843312,13.3334564825734
"O00291",12.575336925155,13.1721239495091,13.2065195939718,12.6240124073664,13.0174258581298,12.3398038702222,13.271728169264,12.4474268614204,12.4642838906435,13.1784497732353,10.8489706316267,12.3148746051785,12.6788874028898,14.2288154644728,12.7147598367315,12.2016810517769,13.3093934078831,14.2766371335438,13.5283406390802,12.7964957171581,13.3644456261573,12.7642317962067,13.991194440817,13.0152483406359,12.6653448593035,12.0546680288425,12.5732931341852,12.3969077806999,12.4808657801588,12.3939099009936,13.01303801486,12.5397221271759
"O00299",12.3793366030002,12.4829728901446,12.8205499326385,13.4163200040883,12.2148215319236,13.5347712217453,13.6866808852344,13.8466173598723,13.1088927962547,12.1124251054893,13.593079092626,12.229323939642,13.134065862209,11.9253699856119,13.1043355964801,13.4451749000455,10.3503749112765,12.7397338457019,12.5403119669298,9.16370762841518,12.8477007587642,9.58644678361131,11.6399403908801,13.4533366009506,13.151264946467,13.3039997231748,11.4551162699366,13.9000335981792,13.3796988476864,13.9014719694974,13.236921676955,13.9513217179144
