"","HB01","HB02","HB04","HB05","HB08","HB10","HB11","HB13","HB15","HB17","HB18","HB20","HB21","HB23","HB24","HB26","HB27","HB29","HB30","HB32","HB34","HB38","HB40","HB45","HB46","HB48","HB49","HB50","HB52","HB54","HB56","HB58","HB60","HB62","HB66","HB68","HB70","HB72","HB74","HB76","HB78","HB80"
"A7E2V4",12.0937444747787,12.8713616012779,11.866446858723,11.7206368965399,6.30339257595064,11.9617654069666,13.1896675112774,11.5795590914614,8.52684351425791,13.1993067300424,13.1609801841772,11.5544861380486,11.3923829200188,11.3637568633366,7.872047288386,12.9655798640965,12.9454923809847,11.878551691042,12.2803601274392,11.6130802517702,9.70671611379239,11.375854168814,14.1971654773839,14.2238846949186,9.73070694225263,12.9837725422887,13.1718911429218,12.6954257032738,13.8148208008821,12.4038799943288,11.9857562354268,11.3946125419333,11.4658705961858,12.70906903759,10.8430316662411,12.4688928405695,13.2883148302838,13.3047867399713,11.5352042967451,12.5260251414502,12.8798783925793,11.5002915494071
"A8MWY0",12.6584341353948,13.0993615346159,14.2775335334403,13.4517526771224,13.8983116773932,14.7836904885738,14.4054193206905,12.8981416659927,9.81918476124122,13.9033075567341,14.0905467521778,13.6351874688533,11.9371445352231,14.8278201315152,14.2185464562649,12.1336964660451,14.4708496111582,14.0159026256214,12.2939442200155,12.8209669263433,11.5794245357598,13.1612011219795,13.6505905600314,13.252903515993,13.4490683725279,12.1336964660451,14.2513850389301,13.8896372027613,11.3714704856991,14.2675974868514,12.894572499485,13.0432340292344,14.4991363218889,14.2071278003043,11.6562814929689,15.6562750517217,14.5798298048424,12.3109315898263,12.497937273737,13.8662643852105,14.3424013152078,15.038226916392
"B0I1T2",11.8826963338619,12.2463353445484,11.5631085463205,12.7665521018104,11.2714504001001,12.298282456272,12.8759949906192,12.3779381646219,13.5244288019102,12.2531108000481,12.7996000401135,12.4733894058502,13.3698821026799,11.7088460566351,13.5244288019102,13.5659027244067,13.4497153747087,12.7067985352883,13.4064940369879,13.3094414341006,12.4086530072636,12.0472326379475,13.471924805223,12.407769766287,12.9286861412719,12.7314089743095,11.5850575645072,12.2745602732908,12.26873187581,11.5348035181319,11.3813217308515,12.706409540991,11.1315038391954,12.5973470741075,12.5000956543912,12.1978952506129,12.3381583807282,11.7006541243873,12.7846059934095,12.6517524527912,12.4927918562318,12.9381961155599
"C9J069",13.455287819955,14.5641438522468,11.639443852629,13.1070947146077,14.2554288725701,14.3362033243485,11.9566086215703,14.1047488429884,14.7176555248659,12.1311541734801,10.0913053967175,8.85034947710447,12.6751919691497,13.2010178714842,15.1562564700086,14.2730767798635,13.9169645959322,13.7514556527834,13.6829631826038,13.7364622945122,13.9456631044151,14.5209034370488,12.056282132462,15.0702362511694,11.4843891924502,13.8070823022091,11.6887941262194,9.3209183134765,14.1069403350816,13.1715277590304,11.8597951406648,14.0241650660067,9.59490170307737,13.2069907200093,13.7813191487747,10.5001977185287,14.1968505721553,11.9263213688984,14.0145004455844,13.2753861858606,13.0378687048625,14.4443311252076
"C9JLW8",12.7676362257258,13.3308134924083,13.210442348023,11.9264112205686,11.8477083482393,11.9507871629166,12.274894760501,11.3027466958567,12.5665154350015,10.7257710477228,8.88987825551708,7.7520796272772,9.90103325147018,13.8681661213131,11.4188546288857,11.9984031438325,11.9310600350851,13.6529913262617,11.8094260883216,12.6585968870409,11.6709816335199,12.9893202877362,12.3530282020709,11.9936576592999,11.2821058828753,13.1538581233888,12.2015248941702,14.5246114870457,13.7194553387821,13.5861050248536,10.7613207684004,13.1254695777634,12.7341625426233,10.4584617044406,11.989727537412,12.6350344168989,13.2761839999728,12.5236810612117,11.449656480812,14.1654992875786,12.8711356898388,8.86388111088915
"L0R6Q1",12.1715018385444,14.1847268905073,10.9423331646397,13.1308022170386,11.0679573911068,13.0045773285744,12.5287993828806,11.7826343891444,13.2983111884216,13.6469751735351,10.3546487585623,13.5244988640494,12.0288522967793,12.6403227645825,13.321012737,13.2022340750082,13.4136980013048,11.2178029198427,10.2941307320111,14.2916867592277,14.1740741437197,13.1442649580841,10.8419204600946,14.516985502319,13.3680196467747,11.0626339183661,9.90484137398847,12.2729374504963,11.9274833086951,13.1233019854443,10.8477423649439,11.5514353224425,10.3682347814712,12.3397923685542,14.3108755828213,13.1859870898314,11.8032009970159,13.1890238479355,10.3620460593315,11.3613564952631,11.8428420790691,12.7637780358226
"L0R819",12.6351878490919,12.1363905772941,12.7365722189317,12.5080748645051,13.8618740946918,13.0837919686024,12.5602439367357,12.9935532902204,11.6598019505014,14.4454005912202,11.5289810353644,13.6719960432397,11.8035461475506,13.2621855981976,10.8525161909673,11.9923875821885,13.8335692413284,13.6317397772559,11.9484085354928,13.4801413433561,12.854837062222,13.2743208865048,10.5041563655249,14.2544119485101,13.1174515665211,11.4188502442363,11.6598019505014,15.4312870692565,13.0289201963877,13.1948771051468,12.4870027053599,12.3232351916678,11.6660940756812,11.6725318407753,12.4164188810408,12.4734846732519,10.9878244959084,10.7126667680769,12.4936507431366,12.6046000180212,12.4556240093804,14.3663528952999
"O00116",13.8671301389599,12.7498569940107,13.905730074117,13.1103607331457,11.559806848229,13.5937906449389,13.2679491924433,10.5167128207532,12.5807403926575,12.9644864249454,12.206992979436,13.5296627774351,8.13160790306951,12.6250928447428,13.6134185969782,13.3744143881706,13.5886572719327,11.3825184212539,13.6392856702781,12.6714195791647,12.0036846609187,13.9304774965292,11.8037478853692,10.9180625394535,12.9844839322256,13.2741316983997,13.4937772063046,12.9432085876532,13.8241046565092,11.8149865247314,12.8432963075458,13.4262873623166,14.2219040450068,13.1225570852014,13.8826297199209,13.5619430269562,14.1580071054815,11.4532397712445,11.4581812475017,14.0849912938427,10.8887331310499,12.9221848244959
"O00139",13.0136162135474,13.4196524758315,11.7325577188122,13.6777219154736,12.2583336258457,12.0678639536236,11.1875421340767,12.5910425085016,12.5117501928907,11.4831628881668,12.8086166093564,11.3290895000231,9.88860541845425,12.6391404082189,8.8859819656033,12.6070909625015,7.80533814946352,12.2216771100733,13.3636761767276,11.8640640896697,9.18851608636849,11.8149215240948,11.5527002134052,11.1600362819655,10.4788887873033,11.1121835877553,11.3964552747919,11.6846388482231,12.1963672332437,12.2239774203312,12.1238390708201,11.5301951554706,12.9531448811651,11.5339259773451,11.2887302262515,11.9446074077735,11.8670916567169,11.0877115001829,11.3938879957672,11.6871625640794,11.8057710799259,12.1313445287185
"O00148",13.5845124483631,12.8147057285392,14.1513114903115,13.978729746376,12.9059440114507,13.5606980170118,12.8706891721465,12.1914224984776,10.9728304257071,14.4283307266199,12.9639717711557,12.4567077667136,9.73859337775601,11.6218436064218,12.8838500841464,13.6411680853414,12.3970724644233,15.0204678287696,13.5979020881792,12.0302114668204,10.6034690186224,12.947926142679,11.1978176270905,11.9050168884762,12.9496009474213,11.6373704489994,13.9296744641192,12.7037789190403,13.8352409603635,14.0025473782926,12.3446278880251,12.7173022029481,11.8793632508423,12.0122935202026,12.7048320655258,13.6372133020496,13.252164704143,13.4492995723704,11.7297450552058,12.4772307437394,10.1836411320866,12.4266940304109
"O00151",11.5032827741105,12.7055167318139,11.3323125823107,11.0392470996449,9.92459594971031,11.3176393575215,10.5524557330446,12.685776485765,11.53044993368,10.9805507145063,12.4419726363652,8.66562639595408,14.6318970366038,12.8919057836765,14.4123508819616,11.9865626777077,12.736320344432,13.1783685086203,13.2284749655832,13.6131877368025,13.4172294958509,10.7560883068612,12.5716945464813,13.0408422166966,13.4426143218405,12.4532941897722,10.2015106462734,11.3400803605876,9.02699389949933,12.5299669236141,10.8307750162116,9.75962854737318,9.55559831003528,9.64798767963047,12.9783530832287,13.0174071629878,13.5310895381176,13.0767681270139,12.5193543932879,9.78599308996008,13.0441323300793,13.4640311077069
"O00154",11.4680914787786,11.3187223552762,12.3650416062117,12.9741796005267,10.5947706047745,11.9287289132765,13.1036406901303,12.0640125493417,12.5614513708474,12.3797596454156,11.533934437196,13.1577709399098,11.1017432496112,13.4718264304233,12.5500806235692,13.5258017389974,9.56411254931961,13.0592587931366,12.722449481492,12.9444390301163,12.1441264933519,12.8067120834862,12.4599978291873,11.721473136623,12.9354674340299,12.0267035195603,13.7845909911969,12.9250374917251,13.0303818207779,13.5674410686886,13.2101717133027,11.8530661635987,13.3742210614866,12.6165092173712,13.03455834806,13.7478425918584,12.9773713966134,11.990314031558,13.1709358780999,13.3357013338384,13.5843109665829,11.9639059715904
"O00159",12.6259865471945,12.682777920936,12.6350767564027,12.7978445233072,12.8669880915168,12.2186385152694,12.7953610355814,11.42119794291,12.4990784351203,12.6540989751281,12.4023383012966,13.0694455028131,12.5537716434141,13.4341266624219,13.1341924879365,12.675079384557,10.0854807994568,11.946420099921,12.0893594737175,12.6393920827543,13.1850733432881,12.1258756287042,13.0369142658827,12.3788218172131,12.8403819986661,13.4680614946281,12.735161728598,12.2927051728306,11.0085964419627,12.2236140957157,11.6377179081323,12.2850041179141,12.693543872752,13.064608264835,12.9764864551302,11.8542178187929,12.4455560704301,11.7674569911723,12.0459706803446,12.1918513254316,12.4721490217653,12.5524061688878
"O00160",13.5364085485364,13.2779999951388,13.3418063484842,11.7452416264611,12.7107084450678,13.3293132676657,13.1500593192566,12.4134637822626,12.2325533091244,13.4931140175162,13.6972711186418,12.8510117254512,13.590793922449,13.2874556352875,12.9479263658563,13.5749249435587,12.7474356435273,12.0709540624706,13.0747185521378,12.9836723897539,13.526561737432,12.9760379180429,13.6151911210307,13.5360375857297,12.8187997490107,12.0111663289115,13.632944808251,12.8531954898204,12.8757566996227,13.8318874932828,12.5792820758163,13.2247883200877,12.5604450371663,13.1668759386235,13.5351179750981,12.9629511155345,12.8219634072351,13.3534131964463,13.3398766864609,13.4484913080122,13.4429211923322,12.1570997539486
"O00161",13.2136957682424,11.2720907810329,14.2124730555295,13.8357847019799,13.4147954747717,14.2668795070961,14.0108483700835,14.3186062531765,15.0158166299542,11.2935429043887,14.2840466578306,14.2217071645084,11.0129746265332,12.579058098821,13.2853921330659,12.6618354038135,12.0133217791176,12.5826824675951,11.8327381970419,14.6023895842139,14.0971987216332,11.8415039759887,11.4199634788127,13.7830306517826,14.1052442302669,12.9090502372475,12.6353188684853,11.7166754683942,13.2841701455808,11.93658439359,10.5865104063475,13.0877536487647,14.0681462012646,10.5989119152423,13.9518485542254,13.7690914827795,13.4754331720152,10.6958703727657,13.8423437102434,12.1844143154835,12.7849819182515,13.2146781161855
"O00170",13.6934134421219,11.0666776660058,14.7627830026741,11.5064444764696,13.2819868864778,12.2299658441731,10.1629306341063,11.6231109212624,12.3777822692215,13.5564942860664,12.5426466503063,9.53784954469498,14.1008886279324,13.6109674720452,11.8764630561311,11.5993012206165,14.0263568377708,11.6881682941032,12.9647256700373,12.1259923436907,12.5640578285981,13.8530088347,13.5363919839502,13.138337756712,12.8315552783042,13.1136639056095,10.0219882278963,11.8528066432744,10.5108468929366,9.98401208024865,12.2119471438471,11.7179606200334,12.366409611204,12.7639946879215,12.6898381650471,11.2065445425885,12.7645635077059,13.72896659069,14.3301709688761,14.3669039992977,10.6707857338104,15.0388470972686
"O00178",12.0418068663343,10.0088351865325,9.55852254482776,10.4634272595406,12.1183534651104,12.3426000031536,11.9513179177192,12.9619182226382,11.0202365818717,12.4353285234445,12.7661110732675,9.1688059177274,13.0646303146113,12.0392028807927,13.3379080127401,13.2143820793899,12.194484154557,13.200606772319,12.6892848461696,10.9070107996185,13.6280603455542,12.6540716553797,13.1209959065477,13.9230386720552,11.7969310204936,13.8473836273325,9.60179006851455,13.427864434456,13.1460726802195,12.9921092546094,9.39970235250567,12.9069213786847,13.9070533978924,10.786518662847,12.4719459338006,12.1691036746661,12.545398803471,13.2304735218636,14.1700104676246,10.65023169621,13.5751791223295,13.017162523564
"O00182",12.9145260445045,13.6199191360204,12.0503893141067,14.0419777706296,13.1867342563969,13.5678826356104,12.5230986490121,13.3044797296411,9.01279447435238,13.4548830287954,13.609114357085,12.3750452592927,12.0987434326199,13.7137222283066,10.4291546249092,11.5087423856761,13.7188845126486,12.4866791100778,9.14253683546593,12.0730904142163,11.920411292461,10.4557161262157,11.7438608831473,12.28998542278,11.7438608831473,11.7609074587573,13.9597175950546,10.0693170416638,10.809697559076,13.9457780310044,11.0452017954732,10.0501003209959,13.1834676764457,11.7311234540041,12.3439147654654,12.0517298778578,7.76694482121323,9.53322189078027,8.95929449134769,7.89982466341908,9.24158645991356,9.72972877010372
"O00186",12.4533156846087,13.2263492898698,12.6302138796001,13.4386368422172,12.748982819044,13.6804164571932,13.7028337322239,13.6516112215834,11.5979170179818,12.2504256968645,12.272982056552,13.005846221405,13.3223274871058,12.3048822997603,12.6797377561013,13.5341984691463,12.9356112946605,13.2790531698658,12.296959019453,13.712840351344,13.3850564921375,12.9455564762018,13.5560532000624,13.5169757690165,11.1771782480023,13.6804164571932,12.901949430137,13.2788474127778,13.5765087752625,13.1856418165391,13.0886692583019,13.6111994697656,10.85196334738,13.5075534567737,11.6349773034508,13.1242597678117,11.0053502487735,13.5982466072664,13.1226438385904,12.0618020265448,12.7333426933797,12.8791924833381
