"","HB01","HB04","HB06","HB09","HB10","HB12","HB13","HB16","HB17","HB19","HB20","HB23","HB25","HB26","HB28","HB29","HB31","HB34","HB35","HB39","HB41","HB44","HB48","HB51","HB59","HB61","HB63","HB67","HB71","HB75","HB77","HB79"
"C9J069",13.4768383651035,11.6620882772566,15.2332490259359,12.6728866241675,14.37961826406,14.3591391063748,14.137375879555,13.4683317498239,12.1459623812761,14.5287609969406,8.77701381511793,13.2241045046744,13.4240809929614,14.3122324219599,14.3559901609376,13.7754735621582,12.2507996183495,13.9755656172283,15.0507795653181,14.3305059933278,14.4979074862361,13.5093004595968,13.8339555499623,13.4700719397159,12.9911443881692,14.4147946771276,14.8949002777698,13.1179439264417,12.9665553672288,13.5829112833621,12.7245695361262,13.7602736268588
"C9JLW8",12.6525774720203,13.0571083417461,12.1273128317742,14.7495313632316,11.9240573809713,8.49169467957353,11.354805890923,11.360455276917,10.8489486240726,9.96640793223798,8.24837166437344,13.677320692536,13.9477861184419,11.9650885873746,11.9114536604972,13.4681932560979,7.29068045029406,11.6771521475264,13.8797516887095,9.44683556859534,11.0521890282105,13.0359328303243,13.0066397117181,16.5107234201711,11.9833124942359,12.5142405375883,11.4115184272862,12.1873103501436,12.3888858854845,10.5427620406822,11.9417593181536,13.5504900232008
"L0R6Q1",12.3455835699868,11.2911035827998,12.8909295780661,11.9689964818552,13.0903825528087,13.4858015538298,12.0183025980045,12.5929751126666,13.6582476985565,13.4146316833114,13.5487486487234,12.7683722176687,13.8372254644834,13.2650212531552,12.1203255451787,11.5271554452622,13.5844877287142,14.1285946752664,12.5872250164897,13.8773377299372,11.8023650688066,14.4921365432902,11.3996261090503,13.60217554162,11.2972358864834,14.4384383495943,12.2588496706745,12.6582615673608,13.7145748117531,12.4993709099772,10.7798605252771,10.7089207606023
"L0R819",12.6989428920078,12.7885044801942,14.0143111463284,12.8386534266618,13.0983960556438,11.6003929726071,13.016363572527,11.639285262466,14.342145671204,12.2736060260125,13.6285132296235,13.2566426236034,12.4945544214554,12.1216197046838,13.6740914265295,13.5912171035625,10.0104355499167,12.8930302054039,13.3915290971602,9.17398580217934,12.657416237733,13.9219587074649,11.6118861205539,14.9438150356165,13.0742588545342,12.6024530941308,12.7431652473013,12.1007057886,12.5124107204179,13.8649414536534,13.1998927849658,13.4825642648573
"O00116",13.9489190182473,13.9867384520986,14.0267154284441,13.8908625031392,13.6676119701397,13.3620317553087,10.6444120922783,14.0682397888456,13.0335152573009,11.780924704672,13.6020954435704,12.6991076142458,13.6635976126683,13.4442952986302,13.6586188884107,11.4697641864861,13.4269675120987,12.0856527787134,13.4009188796226,13.0562303890808,13.52048954675,11.3909834533179,13.3434923075925,12.0238325105459,13.3595019820551,13.1181030760796,13.6035228704597,14.0591369592608,13.3238237977589,11.4442376483833,14.2216767223296,13.2860348799255
"O00139",13.2169656904221,12.1442227866509,12.1731093657627,9.1345656040985,12.4286760124213,12.2452524061267,12.8622022779376,13.0735473737054,11.9376790485463,13.5874029324038,11.814380452929,12.902542895315,11.0075881255461,12.8753321848294,12.0213678386329,12.5561664163242,13.0939158451099,10.0673452840849,11.1713617696251,13.1139550107047,11.4835336898385,12.7363264973991,11.6279469973055,13.1033848775466,12.5581356222364,12.5295063802847,11.2127124764869,12.589036775043,12.6470650250987,11.8400520706155,11.1151366476378,10.1951091785318
"O00148",13.6643206211581,14.178882359132,11.8553432249738,13.69384494373,13.6451071338185,13.1082274362939,12.4345453175715,12.23166274515,14.4425226669061,12.9691494587296,12.6692047328978,11.9461806517001,12.6836533590106,13.71792788094,11.5081607802319,14.9914703104887,13.8497906815143,11.0720997895413,13.4723216545996,13.2117493186507,11.2938883442133,11.055451690254,11.9589925822908,12.2861078608201,12.5236180451222,9.09727907679272,13.9464882556622,13.4321338616298,13.5809969248426,13.8860362264398,13.0992423065143,12.1429853891184
"O00151",11.5749189081291,11.4113722033047,13.3022353222209,13.5432834109827,11.4000779011212,8.8431227122259,12.7214866363732,12.6825009600362,11.0850067649352,13.4019542935527,8.72937115562653,12.9255772162714,13.6863696864632,12.033599060311,10.8038178475966,13.2030531910209,11.7907109080496,13.4391701122704,14.8161194370375,12.2896500119937,14.0845461917626,12.4090121593936,12.4956253677264,13.7247692236572,13.3390547242145,13.9130463389844,13.0411830916998,13.1650751684166,13.5125614271295,9.63798314835697,12.3208644676273,12.3109786090966
"O00154",11.7588541459558,12.5858815136922,11.3171369126613,11.765746943909,12.1840792902926,12.9162082840168,12.3095306203724,10.2338451300778,12.5997112680643,12.5919184005541,13.3158264954915,13.6088132817746,13.2314630239362,13.6594308443686,11.5528774956704,13.2253976503978,10.7574300547364,12.3822221454672,11.394760708006,12.8723638332544,12.4037031742617,9.9599672746394,12.2767083284155,13.2763170007546,13.9999904230072,13.1500324951012,13.5109373878539,13.2940348595814,12.1798450542511,12.903769668878,13.6148091086209,12.4671347336708
"O00159",12.7537406438882,12.7613863011118,11.5062850282774,12.9000033342415,12.3796623499159,10.8402229052346,11.6439255512307,11.8735928067801,12.778168393871,12.5326152148576,13.1580958041272,13.4961427698012,12.4055450130771,12.7978060179718,11.8669674333092,12.1312562380099,12.0441492622749,13.2640692439036,11.4651543423984,13.3210460666849,11.8874511982653,13.9167254696285,13.5268109019418,12.5197421609653,12.059467555581,12.9463276797333,12.1982530504405,12.7390874360055,11.9948110516204,12.9491913034615,12.8069851313793,12.7804681556311
"O00160",13.6812953192377,13.4962430503129,13.6787512112249,12.9706819961031,13.4858324264325,13.5664731032367,12.6253725153927,13.2236379907695,13.6421257790388,13.0947639025107,13.0344184670238,13.4445886196132,12.1917465574655,13.7182861593026,12.4965172135677,12.3039444065621,12.1868356612841,13.6726196132036,12.1053592088297,13.2229008955663,12.6467048363153,12.0493834302218,12.2462606830392,13.2861710228807,13.3973582308097,13.543408518192,12.8129203031385,12.9008656542623,12.0261901057409,12.9350185407545,13.4152505027507,13.1591974223448
"O00161",13.2450788956625,14.2685514655931,13.73441816146,12.1367715872203,14.3256829239479,12.7601780293489,14.3826867037559,14.3552927534556,11.3439637016677,12.0487168530586,14.278987992331,12.6137992395035,14.0901209445256,12.6955108722518,12.3845470209768,12.6175738179386,12.3043512096301,14.1529963703474,14.2771818107225,12.6490641300553,14.7455858490049,13.5804597483637,12.939967235853,12.9583840223535,12.5566889960503,13.73441816146,11.2288778109254,13.2699622592485,13.1255792690697,12.3392618758829,13.8305899385615,9.63189558852954
"O00170",13.6477643721861,14.7053485281614,13.0419874386583,13.0102316307609,12.261371449409,12.5374476698235,11.698387330999,9.12559482990663,13.5155291809896,14.6583454191626,9.70843451695211,13.5697278535795,11.8140762755305,11.6808237923225,14.6127414166053,11.7584957938801,14.4296339526766,12.579188959049,13.6039903682964,10.0278249309189,14.9588011320481,13.5405490778013,13.0976940517462,14.8329007819738,13.325111150809,12.4291091292656,13.2275402617349,13.6635200940172,13.6982782894816,14.8156409999492,9.09227280479509,11.7762061129184
"O00178",12.1596453908311,9.99692981035236,11.5838059924202,10.7690279611472,12.4212789715916,12.6011371562237,12.964091715567,13.7418542954762,12.5005842961033,11.0818829374324,9.63639596805841,12.1571855748861,10.8659335117901,13.184073418335,13.793239081151,13.1723885922853,6.66637257329591,13.5511280277585,13.1505894927289,12.8589656374611,13.0071277629563,14.2614434873125,13.7456832842335,12.6692875032575,12.7840069723625,13.9095387380211,8.43068195946676,13.4701002391752,11.2940541344463,12.3477332104935,13.3831125026825,13.420264475183
"O00182",12.7944600657706,11.9508891036835,13.9642481135771,9.92285597046359,13.439145397871,14.5035009548803,13.1768302232175,10.3877352780218,13.3256060420647,11.5594354428379,12.2691708565731,13.5816823800185,12.6304964188408,11.4166749754783,7.60021653620256,12.3773650018376,13.5327830583414,11.8217449940331,13.0794845166375,12.4269462121419,12.7230566785105,12.5690469792075,11.6706369765766,9.86918718117485,9.16028342883336,11.0694566782589,10.6856520463201,11.9642352559866,9.12369136600799,10.6626965538977,9.63270991234434,11.1724237037238
"O00186",12.5582481667599,12.7390924938966,12.941004318422,13.1399309161649,13.8172548785926,11.8587276340041,13.7864369925688,12.1503930295613,12.3476931634797,12.9301058876854,13.1262021445262,12.4027835195167,12.707889210938,13.6657794524233,13.4826079343121,13.4027613128766,12.3715211221464,13.5125026809725,13.5145833769003,13.4164332557428,12.8351317243021,10.9637378355153,13.8172548785926,12.8396810074833,13.4907375913203,13.3248599264038,13.0114062002094,12.6974944843923,12.8697813142793,13.7770428398625,12.8367710431129,12.7897469004191
"O00192",13.9381357128124,13.6410143962976,13.3876601544374,13.8222429664466,14.0497436963836,14.3071089697249,12.9705837383646,13.9475146297952,13.7430137555773,13.4711464461511,14.4560339036241,13.6650171202752,13.5724435329608,12.3978715634594,13.0451758758577,13.2943188177468,13.9013208946999,13.8017303157542,12.6263193654416,13.6361303833185,14.0676875715127,12.5795136024113,13.9570350785004,14.1195449380693,13.9881106381317,13.9906860392865,13.1404272818042,13.1371496218411,13.329458922651,14.2939366634374,13.9633634611646,12.0511354330278
"O00194",14.7967086714384,14.4497454198167,14.2627187684155,14.4636732045021,14.3611678303818,13.8892605087963,13.40794619922,11.7606066808995,10.969787031855,13.4545645310574,13.1374420493931,13.2817455800077,13.4290664775937,14.7739473420869,13.1286411477823,13.5153565935268,13.6434829726644,13.3545651689679,13.561210199857,13.0495970689448,14.6129535231139,12.3780823922422,12.2632551143806,12.0874319839817,14.6612118601185,11.4280247578496,13.2774743077017,14.4499600944363,13.6586255658303,13.4213524609841,13.98110832485,14.4417479116011
"O00203",10.9495365594304,12.6850322415501,11.6140526029237,11.0848508105815,11.8230571882817,11.5735679905446,13.6104563912803,11.2128892825516,11.7637543480026,11.0509595953481,12.7465998765269,11.856927965936,12.878076987495,13.3994111753568,12.843327458488,12.5002904525346,12.2683394571595,12.1924042437096,12.5898960671403,11.4345551622504,10.8121358860127,13.1007373689434,13.2335053425811,12.5138807128065,11.5031127475816,13.431360403018,10.1004953950098,13.3683927489854,12.5284589187331,13.0821958367994,12.1076959886605,12.8709202267804
"O00217",14.1191389835838,12.8870704061086,14.2831536166834,13.8933425930375,11.6397859694142,13.7802105568584,9.02280403036084,12.8303918630753,12.7210543325056,12.969960124592,14.1541705994951,9.4353100384834,11.5743889988487,13.8511818829014,13.5084359604052,14.5051515492213,14.02822064114,10.7167707290161,13.308964477407,14.1371533383541,14.8581547352042,12.7911742918923,13.8870795794698,12.42386566738,13.2104400308839,14.0754873780469,13.6618702812505,13.4560824977046,13.0652737981694,13.4155214937639,13.4440888500771,11.7264564565533
"O00231",11.901145854512,11.2694633836616,11.5935532852111,9.82228291811926,12.9359790778481,12.3562550543092,12.6171477173231,11.1600238936255,13.1402441860567,12.8630458277791,12.5754275788227,12.3699001071419,12.6846314111208,12.926905569903,11.1699680576075,10.7733745971746,12.8037265705321,13.3009612010621,12.374211325218,12.5245113243303,12.9091624153509,12.7774501272938,11.709496754633,13.2963046214636,12.8978180426521,12.4065911424939,12.3395789576525,12.1878154005088,12.107055977769,13.2986322834853,12.0601405398757,10.6431154121658
"O00232",13.0685029487407,12.2579453464278,12.6035878515797,13.9127870063624,13.3184390925354,12.5854949454006,13.368632500468,13.4582196873835,10.4602769716361,12.7849972141646,12.9933958276925,11.1823451008486,13.1901461583344,10.3945110114553,13.348702267477,12.8488289635018,13.0922632734273,12.7641678947969,11.0548305499351,12.9326653096488,12.3754871433215,10.5298825329281,12.7356452409758,10.3251449387207,12.9138442404026,13.1497865154324,10.997223798965,10.3446479924157,12.559363960333,12.3614700297149,11.6185729354781,12.9803422563464
"O00233",13.1742291466843,13.2870937016311,13.3646030492536,10.9722007695773,13.1857339042413,13.8366758933514,12.6819068740982,11.7964899198408,13.9801354676945,13.2419266353155,12.9952646588828,11.9404191032527,12.6141180210049,9.6519106680282,12.8644121135048,10.0636465075571,13.2440185916821,13.0460732682876,12.3819891183623,12.9728146306562,12.4337937628469,11.2939317996179,12.9345741005112,14.3417409529868,13.3815672706875,10.314784766521,13.3126512796212,11.9880493486343,12.4446294673389,13.3441237117683,11.4161880206782,10.1421349788728
"O00244",10.8780592390146,6.29615999284158,12.1484915643413,8.21015940031894,12.9757131030034,13.6681045199066,9.32767108735239,12.7254782826243,12.0996728418114,9.84822601711871,12.7842794142176,12.7725461096347,11.5593095520628,12.2389035421893,12.0281604663677,12.9552555259248,9.81798727050218,8.59558566308734,14.1694300813631,11.189852020435,12.4244097940819,9.7464525667666,13.4208149708242,10.2237113760857,12.5265102680693,13.5226181121909,10.1509774902961,12.2183103649194,13.0075558925463,13.9254412299252,10.1258806509664,13.7691454038117
"O00264",12.3391823533229,11.5733061913595,13.163255024524,12.3823065196235,11.1757353809364,12.5964060577488,12.0825488400472,11.8323981610499,13.078592095168,13.7411292518094,13.6114543376119,13.5019943073502,13.7471562256387,11.4879790274795,12.3012101121845,12.5899874654868,12.0214138702364,12.4383108481393,13.8776758384877,13.6379337490756,12.2824887119476,10.9902801627285,12.1433661899011,12.9108383343213,12.9932434901747,11.6986767719833,13.4423091769587,12.7942118429298,13.3351528442588,13.7500201575414,13.2933142658886,9.28290855786511
"O00267",11.5373885494178,12.5628212832383,10.457794053776,14.6916412928755,13.2986490789078,12.1964598402462,10.3725834726292,8.21536677084853,12.5777190821214,11.8984842911442,13.9591377352934,8.93341624151629,13.1306362303784,14.5176099784108,13.1740415630156,14.4318500775475,13.0540035441648,14.1982391928149,13.1672466077065,12.3708045179269,13.40884191447,12.03726593028,14.1924296937378,12.5758310083469,14.015335446973,13.8063591492434,13.9882145622595,13.3023061809141,12.1980182205663,13.1444866366606,13.0794768098977,12.989745918998
"O00273",10.4446261046965,12.4039581625805,12.7178690314396,13.1022009026436,10.0441142119831,12.2744328802658,13.5690803653187,12.3768790853105,12.8862173753917,12.4323624085385,13.0024556744677,12.9981402999127,11.9059846199191,11.0031648780617,12.9964567968725,12.5732884965338,12.3225284878005,12.3177494454452,11.0784734544844,13.418989063553,11.3006174271051,12.6987638487126,12.0847058348783,13.5357357139867,12.8189270564289,10.7789574118309,13.3896003478781,10.5201738867279,12.9606293605771,11.9024509383854,13.0221691954122,13.3752344991841
"O00291",12.5724656292592,13.1708406261643,13.2000182885032,12.6159611261353,13.0157309033105,12.3309963470868,13.2707098797763,12.4389057090487,12.4611170970855,13.1718737776292,10.841505699852,12.3113102529698,12.6709821368753,14.2303438596342,12.7069500225917,12.197815506264,13.3031658362358,14.2782927759388,13.5226956575012,12.7889033915515,13.3583645412933,12.7565536205082,13.9920905573803,13.0082380872718,12.6574035583442,12.045101796367,12.5651068955735,12.3882522036335,12.472433604395,12.3852463469598,13.0060218801069,12.5314465604865
"O00299",12.3795039344359,12.4832463631203,12.822424253002,13.4188044963769,12.2148203713815,13.5373770286331,13.688187164052,13.849542551314,13.1098073198173,12.1135741831633,13.5944895069671,12.2293376320818,13.1362612772824,11.9250723764639,13.106500562603,13.4464338348306,10.349719343819,12.7402702864466,12.5418992749925,9.16183670776172,12.8496028862846,9.5850088212021,11.6393504523023,13.455859004657,13.1534779763869,13.306369180007,11.4555921493136,13.9030134971171,13.3821458335567,13.9044533415771,13.2392224342293,13.9543541447859
