"","HB02","HB05","HB06","HB08","HB09","HB11","HB12","HB15","HB16","HB18","HB19","HB21","HB24","HB25","HB27","HB28","HB30","HB31","HB32","HB35","HB38","HB39","HB40","HB41","HB44","HB45","HB46","HB49","HB50","HB51","HB52","HB54","HB56","HB58","HB59","HB60","HB61","HB62","HB63","HB66","HB67","HB68","HB70","HB71","HB72","HB74","HB75","HB76","HB77","HB78","HB79","HB80"
"A7E2V4",12.7665458475747,11.7046549225586,13.0088817584115,6.49439860269321,8.9811888953472,13.0640288229319,12.3558714061405,8.78774481835294,12.2971700734253,13.0369514320464,11.9666751387435,11.4068619551765,8.14975266647334,11.3029057512134,12.8355136361237,8.00988650026645,12.2231603872005,12.036948315927,11.6092151156564,12.455486557282,11.394639999449,13.4434050637573,14.0170070687108,10.6163052415602,12.2468938089641,14.042454280915,9.87847527489498,13.0471091529536,12.6036940582931,12.0985801070566,13.6536256848109,12.3353266898392,11.9482844498235,11.410932503604,13.1867722378715,11.4730131060033,13.0143766774648,12.6169639858508,11.4190052592435,10.9255196427565,10.4779287739156,12.3962121891359,13.1567054044589,12.66324714358,13.1718334407837,11.5367740616019,12.7077590049116,12.4478232292961,12.6152856098919,12.7745650462538,13.0309434787666,11.5059664172967
"A8MWY0",13.2920561701594,13.5733556301877,13.8194171145116,13.93052962212,12.3415745120182,14.3367166841341,14.75647039666,10.7364881449351,14.5615007322467,14.0839069368183,13.2799833707132,12.3700296922309,14.1870611428617,14.2970684043426,14.3919619929326,13.131266708365,12.6515710077096,14.1473565709564,13.0699508602632,14.7175102827672,13.3408551923589,14.4968940381249,13.7335419951841,12.9710152106172,9.01949791061841,13.4151117677008,13.571149628534,14.2134762058506,13.923862024057,13.8129883284467,11.9311221533929,14.2268259103474,13.1290608312256,13.2485017196316,12.8724944975226,14.413856922896,14.6106664897392,14.1787028069383,14.0455764318468,12.1510051145316,13.8919095325563,15.3476241273955,14.472225673905,13.8233541172773,12.6653153077617,12.8135678750192,11.6430611179642,13.905374107901,13.543550599125,14.2841550572474,14.0301544654054,14.8501516918471
"B0I1T2",12.1155008178902,12.6234906828686,12.3706044165871,11.1691015765346,12.2810239601331,12.7310945660485,12.0884991638421,13.3752999082286,12.1547334061701,12.6558099631093,12.185015475798,13.2202705185514,13.3752999082286,11.3157039278141,13.3004251777666,11.754349903581,13.2566999099629,12.8017331049139,13.1612740895765,13.352762497861,11.9228474952213,12.6147437795594,13.3233240488375,11.7559389972461,12.8427278700832,12.2728408856089,12.784247828647,11.470190797202,12.1429568867178,10.2413292928756,12.1372149535467,11.4187714131319,11.2711919068564,12.5647706406442,12.0679957433162,11.0324720308324,11.6506067437315,12.4581590011031,12.0458501326166,12.3615198495976,11.9703693775309,12.0684774809245,12.2059039889262,12.121223504303,11.5859360964727,12.6409806650202,11.783747506349,12.5109912966488,12.0593586544027,12.3546183432148,12.8810959835528,12.7940776451074
"C9J069",14.3783230111102,12.823202249967,14.993981749739,14.0467882422253,12.3455081707567,11.6229543113642,14.1083572757614,14.5416150142865,13.1726563452916,9.66617876477214,14.2838002060304,12.3734623899767,15.0192374029577,13.1276248846702,13.683994087191,14.1050130526005,13.4318475242031,11.9090936118741,13.4901897766268,14.8100762525113,14.3316972188798,14.0782051552999,11.7293914214927,14.2521275166194,13.2164142261983,14.9250265392118,11.1434663874615,11.3570205714011,8.86829611345509,13.174540844852,13.8869737781593,12.890255182647,11.5250887316217,13.7982840600864,12.674762170977,9.18606647509972,14.1664298060941,12.9275185807636,14.652696071695,13.5379752674646,12.8054098155967,10.112272818501,13.9836983465668,12.6505766899233,11.5970253265573,13.7880708605629,13.2946514497864,12.9995161323899,12.3973077789442,12.7500236879859,13.4800614541315,14.2488959466745
"C9JLW8",13.4512283176234,12.1296960237626,12.3853116544612,12.0564973074395,15.0595576647731,12.4577911912304,8.55872275198853,12.7322169600712,11.5705015626397,9.37107000599561,10.1098503791873,10.2649369416539,11.6569442135242,14.2485458669386,12.1337482857197,12.1543306685897,12.0205017078817,7.30924897259724,12.8183320041977,14.1808148803814,13.1296806772951,9.57334978003161,12.5299922977242,11.2496947383959,13.3303248696911,12.1917833863147,11.5312634127465,12.3877765675198,14.5980728123584,16.9083240866679,13.8208433296782,13.6897100000883,11.0543673703173,13.2584499158917,12.2306880098185,12.8895869104296,12.7910114340054,10.7752326553884,11.6220669162571,12.1881706064264,12.4463273135364,12.7960164395066,13.4002868599688,12.6600169618228,12.6906475121768,11.6857439767534,10.719055044985,14.2427399336663,12.1858105296807,13.0206379628172,13.8498853118916,9.34597540255855
"L0R6Q1",13.9355758905695,12.8594051149757,12.490334559299,10.8198541186958,11.4405749645527,12.2546632402958,13.1652206659805,13.0280324445495,12.1524903394279,10.0903637274676,13.0833941711525,11.7522275540365,13.0508698900745,13.5716895816517,13.1454735920635,11.6144803819515,10.0271149271991,13.2813528372155,14.046543366828,12.1473550406542,12.8733557550043,13.6178136268113,10.6013623476388,11.2550431293735,14.3163707448385,14.2791710826994,13.1002648758451,9.64327503311459,12.0006676783072,13.3009130530412,11.6517600494428,12.8518943605214,10.6066326673574,11.2914157909293,10.6759248877553,10.1100836065914,14.2578992374245,12.0639691646808,11.7771759001211,14.0653211317515,12.2252473641367,12.9145942478246,11.5306419278177,13.4295586538605,12.9181729771283,10.0903637274676,12.0452784112355,11.1026363186499,10.0947445674509,11.569179807297,10.0157835697401,12.4910363120553
"L0R819",12.2192542013056,12.5162814335767,13.8220627781206,13.6214860930072,12.7571694244069,12.5583527714158,11.6468913290189,11.8370360716457,11.6790238393549,11.7312190556182,12.2471851168344,11.9534714590053,11.1978053617956,12.4462622362012,13.5977901634407,13.5169930895383,12.0688981273505,10.2040578517805,13.3071016612996,13.2612900018755,13.1379856518597,9.47087559346046,10.9282367900593,12.5907046945198,13.7377986123024,13.9452563707028,13.0103279313136,11.8362066741352,14.9219822299092,14.637443349772,12.9386277908208,13.0733700397999,12.4995337875069,12.3674675850583,12.9713445346289,11.8407247654329,12.5414654136755,11.8456097059325,12.6685408606429,12.4431556003252,12.0948450393041,12.4882854294279,11.3004388124209,12.4609765550808,11.0885228785239,12.5048816640198,13.6884009604195,12.5937089390274,13.0853933213581,12.474394481768,13.3431036114669,14.0364852229439
"O00116",12.7484486157682,13.1305828981869,14.0122702450971,11.5119256376976,13.8721600527348,13.2981268808099,13.3179695079834,12.5707592410835,14.0543175611044,12.1794161385544,11.644739542402,7.94585515183964,13.6669703576939,13.6361597181448,13.6414668777303,13.6315301074729,13.6955946486699,13.3872300434142,12.665313226392,13.3599729342603,14.0039135674847,12.9922681376658,11.761747747694,13.4860500686614,11.2317228584841,10.8586205174883,12.9965397448238,13.5388917076987,12.951787269327,11.900005174081,13.8921771412456,11.7736459840145,12.8470543179859,13.4666900388867,13.3154469192617,14.3130828683446,13.0593996592193,13.1433937119928,13.5722278828501,13.9530033626711,14.0449802941549,13.6121090565693,14.2482543896067,13.2772122955525,11.3993599761061,11.4026556617953,11.2921410001164,14.1713049664049,14.2109733277785,10.8258523566847,13.2366929524426,12.9295073971508
"O00139",13.4619522444006,13.6949867481975,12.0123016582544,12.4193236287176,8.82706696690371,11.4755825527445,12.087614549983,12.6450360750984,12.9737550012613,12.9110432042278,13.5229548715948,10.3478274389258,9.49072317646424,10.7813812979,8.52210736504711,11.8533919507669,13.4114362616916,12.9959924632401,12.0717459133157,10.9634763652808,12.0280362200837,13.018157096479,11.7982595728697,11.2863795861966,12.6119537239223,11.4533098840806,10.8548736976655,11.6622939291133,11.9146182335197,13.0063559996148,12.3640646830291,12.3885582412278,12.3002025322267,11.7781935612751,12.4204257944639,13.0413994293552,12.3881210602028,11.7811210256134,11.0033813828656,11.5654788619903,12.4531658829775,12.1417522596088,12.0735629149954,12.5167599449651,11.3880770236048,11.6598962720326,11.6645858244588,11.9168983999946,10.8970441420538,12.018198221344,9.93371082349831,12.3067632983755
"O00148",13.1336289859534,14.1292924118504,12.0300034918853,13.2105170911555,13.8169754062745,13.180864247957,13.2561007937236,11.5779945080713,12.4002971409827,13.2607183525749,13.1229774422157,10.5542884752257,13.192465478026,12.8439677835064,12.7772815438496,11.6920794181213,13.8007476732174,13.9622902130837,12.4652476235868,13.6078868376904,13.2474000010223,13.3576197424476,11.7658360299309,11.4855848061203,11.2568682464349,12.3595623910139,13.2487526132619,14.0869835315784,13.0390290662548,12.4536964157912,14.0021508350023,14.1490476128609,12.7324218018334,13.0506290799911,12.6887974161575,12.3384828078578,9.35455470576767,12.45045201872,14.0531737462095,13.0398791894245,13.569692496653,13.8335428660775,13.5077253990077,13.7120914441689,13.6743998507825,12.2117026462973,13.9955972057702,12.8465553348446,13.2481663850829,10.9230498797694,12.3143090103601,12.8024850187649
"O00151",12.4868645403958,10.750622603798,13.0799064814682,9.55650933025065,13.3431574827377,10.2343429633312,8.23891062922843,11.2659850357979,12.4067801061564,12.2124554632645,13.1879391091213,14.5650469255783,14.3266266697099,13.4999562451243,12.520046131439,10.3667208594838,13.0447094405698,11.4381754891245,13.4609689218687,14.7009375879818,10.449397893073,11.9823644402093,12.3474039377917,13.9306813799154,12.1129699148594,12.8444637342706,13.2752834055349,9.86472526032955,11.0602555569525,13.5403861334671,8.60216812625459,12.3029790276705,10.5403774521559,9.36715961960425,13.1193983849134,9.17916751787439,13.7463154273474,9.26537733855247,12.790999453395,12.7770443894518,12.9291981854788,12.8185608771163,13.3723652660135,13.3088951501399,12.8823153263476,12.2914297359352,9.09732615038405,9.43440251346901,12.0170163502051,12.8481051781057,12.0051241087457,13.2985579500195
