"","HB02","HB05","HB06","HB08","HB09","HB11","HB12","HB15","HB16","HB18","HB19","HB21","HB24","HB25","HB27","HB28","HB30","HB31","HB32","HB35","HB38","HB39","HB40","HB41","HB44","HB45","HB46","HB49","HB50","HB51","HB52","HB54","HB56","HB58","HB59","HB60","HB61","HB62","HB63","HB66","HB67","HB68","HB70","HB71","HB72","HB74","HB75","HB76","HB77","HB78","HB79","HB80"
"Q9H1E3",12.2043236639724,12.1154098727255,12.3900279981271,14.1902527415082,13.36174064909,11.298625927125,13.9103993530319,14.5914629221023,12.7907955139647,12.9443214727472,13.7495310428753,13.2083035817839,12.983870311397,12.257550729907,13.9780760895928,12.6792564444518,12.6285311635332,13.4334567329603,13.6058454495789,13.8113841446598,11.8338553603934,12.4850133251879,13.4596134299132,10.9518309949391,13.0851685544749,13.5216228902751,13.6283534721789,11.2732850027738,13.3108219548028,12.960907887752,10.5457460188717,13.0230681240533,12.1059421522104,13.1216404799553,10.9755519348627,10.6156730503647,8.90528368829263,12.0136790276716,12.475140681991,11.7368460559708,13.1966925698047,10.7899556798866,13.7391429561769,12.105801166265,13.0191206924525,11.3350632314709,12.3616794699513,10.1720530239732,12.1571039486845,12.3553352325175,13.0029853290572,14.1552609343831
"Q9H1E5",12.7352957732815,13.238835478443,11.8831665950851,13.5528622176616,12.6781261906068,12.2699017246705,13.4171394028661,12.9626059628911,12.1260339822184,12.6154455269506,11.714434749432,12.7042856829219,10.7997794542998,12.1794529510141,12.3599277933455,13.2752118571623,12.7381886682944,12.6101637157647,13.3351962226487,12.2566958310599,9.03200218992266,12.6679924390412,11.3844302270233,13.5077957855468,11.9357118564637,13.3548505511351,13.0208309566933,13.462048753592,11.3825544380353,12.6807420315895,13.2545770959209,12.5135011716176,12.9220865129328,11.1810548752793,13.1128747315139,12.7503728405437,13.5816614617589,13.1448812032363,12.1788842765772,11.7241750733562,12.1828423133074,13.3638922777599,14.0602447356095,13.261693254252,13.8394758173609,13.2161656938715,13.53264464886,13.9193115098363,13.6019615256166,13.7208105480958,14.3189957202694,12.3493432672949
"Q9H1H9",12.0160922161832,12.3464875632082,13.1910944586479,13.3072482998827,13.4969701166041,12.3112144027558,9.80767738133944,13.09815610852,5.68810484777713,12.3674545558939,13.3961801782365,12.582130637316,13.9661604146762,9.87548644175364,14.4847209268643,13.0565480562444,6.63738529879476,10.7284367806749,12.7258098212606,14.3364014027961,7.58103970507381,14.1825743509578,12.9400553617602,6.58320960937561,13.0493041237376,12.5426053285147,13.203977970975,13.3215388288135,12.6397527054462,11.0489882230044,12.7652703257482,11.6840637105257,13.6183803049176,7.7076944506974,11.9203617633084,10.9648429405512,12.151190237894,14.0737812294564,13.9114620617856,12.1074117659412,11.4314702050822,11.2101596423463,6.1715689864638,12.1570071427563,7.16007461621327,11.4183686554468,7.2244916209039,13.7107997935379,10.6178561329013,10.1983690660466,13.3481465934722,11.6460238451843
"Q9H1K0",12.3347986938183,11.5666525827642,12.9644915087561,12.9928297926014,12.5251987404575,11.3216028199781,11.8543631087922,12.2207247745218,12.433587704654,11.0578006235705,12.8296164338157,12.331450954994,11.5687897609572,12.4101864963846,12.4447516863405,12.2672129835765,12.0820340014098,13.7750921705301,12.57741583093,12.6887848231214,11.4984167262311,11.9697890739899,12.5220683283314,11.944084052971,11.3120465184636,11.0919847126059,12.0582561120006,11.0689619544308,12.0549988186488,12.4938896073371,12.1017811609637,12.5272594166451,11.6815838699119,12.4128090592689,11.8494290292437,11.8560605530482,12.3058408877333,12.7089582709037,11.0241663997702,13.5934792292146,12.5756218611626,11.7474572368719,11.5069436524262,12.1716158582505,11.6864442826971,11.9440008257163,12.1883384405812,11.6644554705552,10.6994057644828,11.9869728396933,12.1432702941845,9.92822043123017
"Q9H1V8",12.264831365073,12.0476516350918,12.7880842897252,13.2643246516501,13.8416011673572,12.5076886099678,12.9915629393353,13.5815983896911,11.8977831194872,12.6455462862344,13.8230407255826,11.7880585337689,13.3826655493311,13.1479400436183,11.2796484646384,13.1998529326068,12.4918012018466,11.0288804503738,11.0288922246381,11.5542386327137,13.2537386948351,13.4881319703952,12.7829170033739,8.52514395332364,10.916544444678,9.46093957212823,11.4878521171496,13.3719296280652,12.9801273503862,10.4259469542138,13.3979640381191,13.9893455974707,13.3941891481453,12.8971286252705,12.4177944653644,12.5278399330588,9.77318017994069,11.8249907685097,12.7211190590956,10.7784695400964,12.4776297114273,13.3640793245452,12.0293741668437,13.5037767412348,11.2509325762217,13.5024318803837,10.148348784601,12.7484770829234,13.3803861238182,13.0846679078126,12.0409316974181,12.98308167242
"Q9H1Y0",14.3990669506686,13.5247427745041,13.0248551425132,13.4669657667242,14.200742784862,13.0447651461511,13.7697769070271,12.1385724464435,13.778699408863,14.3990669506686,13.3799824195537,13.8264702687316,11.8157222028518,14.2748669418923,12.5629943399667,14.479490530039,13.6826008640037,12.3983202027481,14.8146090504984,12.6305418457328,10.6726693637684,12.0322708191172,13.4476375768025,14.3818668501216,11.7593917690703,15.3804718261966,14.1680522353861,14.6172063854399,9.88562520534185,13.1322196551025,10.8077193391307,13.5208882030451,12.5629943399667,14.1958116660056,14.3682021996566,7.19203904520188,13.3931702908012,14.1382501375296,12.1916495733382,14.2513342183357,13.4472019552726,12.1827220223743,8.72542420113058,14.6583210180076,12.1258433851436,14.8650089426243,13.2126406326575,13.634987447777,14.9391128055243,12.4049883462321,11.069126496351,13.7969285234175
"Q9H254",13.7499219517004,12.8100735898546,13.5456452327951,13.1091504127464,13.2782721494705,12.6599698972991,13.6689611780599,12.6109080962249,13.3897513645043,13.1120984324298,13.5861802065142,13.3758425496026,13.1539176980245,12.8424286198445,13.6406832017958,12.8434276995779,12.634733819155,13.3422450057444,13.8331358243934,13.0797552652714,13.5902701379765,12.4724298972469,12.2133785735947,14.1315641608382,13.2630118905439,12.6412596502533,13.4697683389141,13.5103181602022,13.6120674325257,13.2185845036149,12.4367629439869,13.1859509169646,12.1313345539994,12.7008363625439,13.5952116440555,13.4763045777456,12.8177676937186,12.5153627514759,12.7245497115254,12.3647368283392,13.4163292688388,11.6960354630526,13.7790585037827,13.7573290884075,13.8113951338445,13.2266172161883,13.3947287192793,12.4982295669834,14.1802561705251,14.08798231843,12.8243782416255,13.8076039763083
"Q9H267",12.0385375819035,12.3974564791074,12.2319055417042,12.2212772151601,13.4093312094367,11.7220181044195,9.81813831207987,10.5444019662042,14.4202364611284,11.6461076790748,12.4402169701466,12.1661158795486,13.0681439280255,13.8665037818825,12.3279098088016,8.57192498980237,11.7087367509971,11.9543916809363,12.8675591194598,12.1033467730333,10.9534253523086,11.4964775503904,10.9181996091888,11.5038736104676,10.6073991553718,13.626722716758,10.351279646457,10.7653255499868,10.7864052996553,10.8043671486986,12.4057348545184,13.0028963200033,13.2084691855347,13.3232953169658,12.6086025489748,12.2858394116672,13.361597871996,11.9876118955784,13.4375555132359,9.52117711328419,12.1455260145189,11.9464569248581,13.0594601216575,11.8706004259008,11.3950212066223,12.6594054998752,11.5662925158612,13.6190979380852,12.3749118688525,13.9292525495302,12.5142740454621,13.2871975147347
"Q9H269",13.0567717030157,11.9571802484114,12.6199481783666,12.4106150051471,12.8732873652874,12.4327815907849,13.0753663579412,11.6699752734283,10.6420722888879,11.1830840288898,12.1134248169198,13.1902309870252,12.347342590855,11.5831930325286,11.0538548117284,12.0502869742784,12.0852671450891,11.0218595973356,8.90287222883073,10.0415631612553,11.7538575184112,12.8307177459833,10.3818389149814,11.0682459214177,10.1390103669244,10.5751055024431,10.302642420357,12.2728017729207,12.493799632009,12.3456896964883,13.100805539808,11.9030208699881,13.2070864272435,12.617156271696,12.9929089650199,12.8595488531695,11.8460696667207,12.8278023070306,11.5630315253448,7.99399797083446,13.2114692016806,12.6950059291679,13.2003396350909,10.9604195418017,12.4807141170785,12.6837375971681,12.061268765002,13.015869894133,13.1560319091733,12.6435075905442,12.9361467311782,13.0292763895632
"Q9H270",13.6044076183126,12.579626519394,13.4728484608274,12.7395214265839,13.4489601532172,12.2446807184916,13.1010264072266,12.6833091755204,12.9117156247557,13.08953901417,13.0168991501255,11.8328401682747,13.2634574422285,12.6728612397608,12.7697211914153,12.6700827736549,12.5701908602532,12.4477741120072,12.0440107110349,12.3227994175316,12.9254064784489,13.7392104577385,12.2706216448822,13.3310911302138,12.8317722078786,13.9887426691055,12.107204520158,12.2397400135611,13.2831027531099,11.2833467257871,12.9736652735437,13.0048869875489,13.7988974119814,13.4025004841156,12.9725917718212,13.0255578743533,12.0830100105624,13.0058348868706,13.1185478683473,12.340795814324,12.4821415692067,12.8980965229937,12.4836411488495,11.5883248852053,13.311044995249,13.5069562218638,13.1294041807422,13.4376653949277,12.9464524215999,12.2731649571824,13.0016630542435,13.6207251094296
"Q9H2D6",12.4597841417711,12.2249525223708,11.0944253518994,11.4537538593375,13.2910634875616,12.0516568913139,11.8550019221579,11.2432638256184,12.2573272612538,12.0661103304129,11.2055341401135,13.1548551739993,13.6422324247713,12.1060983495219,12.2278383338417,13.2272086582701,12.7930153738327,12.5961056638957,14.6332694643245,13.1462865590805,11.4443226631174,11.6371064590327,13.3921379695647,13.2446347208546,13.1545942826422,13.3431084444104,11.8777055950338,12.0791144659473,13.0642134149064,13.2166481979233,12.0712976698566,12.4557381581829,12.9009294284988,12.5859359964869,12.3409184824645,12.3275044960341,12.6380292253188,11.933003121346,12.5266211883661,12.3496245625871,12.9653667934114,13.6717527465771,13.2034373367229,12.8830769612611,13.4868419887089,12.675766959946,12.4229785758615,12.4106727082068,12.5327428758505,12.8884575821252,13.2868260020771,14.0034167140585
"Q9H2G2",13.3298418117554,14.0446505891178,13.8863329740634,13.9241326092626,13.9765281988002,13.7475512274374,13.2398987028164,12.5683461550458,13.6616452776197,14.5924806774664,12.9605470952989,12.024194605331,13.7625210548377,12.9426899676277,14.0186511847362,14.0617878379652,13.5864682467172,11.6472923383219,12.2999446366382,14.2088200149339,13.6544491633351,13.210389186144,7.07916706377599,13.8762708179751,13.6409082019796,12.0892896831763,12.5732793134464,12.2108847986754,5.72462808520376,11.8835033854953,14.1415974940977,14.1392764691538,12.8606526676879,10.5957623311707,13.4499399020921,13.7734219792361,14.3610707776599,10.4770849656698,13.7867837258268,14.5394149734194,14.4400792856009,13.1438421633019,13.688768067228,12.2389024542525,9.70145792758307,9.76808534205642,9.90559619180161,12.4108440391576,12.7601792120139,11.4363966710813,13.9845291964172,11.1803279313312
"Q9H2H9",12.8212088139593,14.3095590831436,12.9301400058319,9.32867582171483,11.7980022212947,12.0665332267544,10.0600949033096,11.9005955130804,13.0601528481903,12.2125427661106,13.2299895213938,12.8939688820449,12.8743057200119,13.5332196102703,13.5659256626671,12.9118615166429,10.7413093774196,9.27797676909104,12.8453422375537,13.2815261258928,12.5248651899001,14.2417003606756,13.5961785817744,13.019572479843,14.6855705687736,14.045939937069,11.9934535287055,13.2098466047123,13.8940388986375,13.5302602377968,10.628651743485,14.2550053107881,14.1351726644094,13.8026370728045,13.2550577540607,12.5281274269492,12.5498496361761,12.4821106762508,12.9301400058319,12.7917724209409,13.1975753995435,13.1230933223593,13.0524658635622,13.9183107513245,13.9082811039222,12.8325112602774,14.2462660941131,13.6844068638549,10.4820080482998,12.8030567038771,12.963245305545,10.1817089842851
"Q9H2J4",11.8334055177058,11.8814116809428,12.9800172185726,13.741319645497,13.100389648327,12.9773490132054,12.3396999992789,12.2188454435739,12.6818279039984,10.7392944752427,8.78905954539355,11.995418463973,11.0824307042871,13.8267118833601,12.1284416903022,10.1154817195642,11.0227802691668,12.0129053906243,11.9085694102048,10.0976715622479,9.71940587699125,10.2712840369684,12.9943470995601,13.4692234874354,14.7105346138011,13.0573758746437,8.41623342987012,12.757011151822,11.6448171440563,13.117142673266,11.6238289824178,12.593250663778,14.092725121992,10.5328988879524,13.7729669799553,13.39950182084,13.9490316159345,11.220188783523,12.4600650930939,12.6600833603321,11.6535077243616,12.4939192728379,10.6391399960999,12.4800634031722,11.7341861568103,13.0509210545744,14.5585219050791,12.7659622723889,14.0161782428139,10.7356250917706,14.0446373442102,13.0221915821592
"Q9H2K8",13.8399959549433,13.8187944806521,12.9602838554541,14.3710466208468,13.3691973641767,14.0356106937096,14.0861141792285,13.4647271443924,13.7537273492408,13.2670343522901,14.4610648653321,13.4721431113771,12.6632661011897,13.511979465506,12.4897555838744,13.0321141186152,13.4332707412143,13.4217983083736,13.2933918263106,13.7274344497753,13.7282512287065,13.3581703560026,14.704970718475,14.2639521138166,15.8548289465882,13.072497022226,14.3909200721504,11.9950141267935,13.6222810026805,14.9337763754354,13.8624837364216,13.0717309344152,13.8222008071669,14.2194643946973,13.9001012210506,12.6040386321083,14.0523052873366,13.4555909434586,13.0418159262005,12.9539526705163,13.3951940488321,12.4486608258586,12.0100226002405,13.2669378044608,12.7504049640464,13.5165813897783,13.7879868281931,11.6852047949549,13.1963930148556,12.9712365363335,13.7189415576143,13.6760556391332
"Q9H2M9",11.6499742526606,12.7721791533282,11.7558168206825,11.5076411929434,11.5819500937095,10.8449765310988,12.3599518436367,11.9940381593374,11.5057590525821,11.5608658186168,11.9370794562506,12.4348512176663,11.8137418648453,10.8447927628881,8.51105008043324,11.1812038862048,10.9267457418199,11.8232589347405,11.5740399652686,12.5579787264596,12.5508365846926,11.9666882819203,12.9886217634897,12.3202176924257,12.3766741702214,13.5426750790314,11.4257667418393,11.5459506726801,12.2221532097449,12.6654374542663,11.8037849472126,12.3944688227134,12.2345141984642,11.6744140950093,11.2757237245852,10.918160407459,12.1701627437012,12.1333662675845,12.1735628218496,12.5288220439378,12.19805196845,11.9969923157391,11.7517306042617,12.187966328602,11.7308283623492,10.2228273956492,11.1558192010085,11.4725563567695,11.3569853277903,11.7025755531295,11.5171434762023,11.2234309758168
"Q9H2P0",10.2364871526746,11.8683365370399,12.3151456325397,8.93268771405987,12.3141005699851,13.9995771356805,10.479841433459,12.5967386950317,12.2982459400363,11.6593197342022,13.4923387640738,13.9463602500329,11.3504289738716,12.2479090564438,12.3653650818303,12.8552043789683,12.0472174141364,12.7300498926575,13.8779809307574,10.0153214668784,12.2542067795747,13.2601300221731,11.9481898337829,12.7848023255701,10.6794183267158,12.5582832467093,13.1019040600231,10.5068326930131,13.7260359121774,14.2227526864653,11.3326514847015,13.9000937157154,12.7641440182046,11.9029556507597,12.9376600491146,12.2828372307699,13.1380354326632,12.0189538222815,12.2658825810322,12.5069479267687,10.5692764732468,13.4919181043824,12.9677592995714,10.4643116361308,12.9553694884399,10.1975959630918,12.4248596896603,12.9448052619081,12.8376481976884,13.5728967877638,13.5295019497337,12.7263524794251
"Q9H2U1",12.601294029326,12.9476341256364,13.0497855871592,14.5244258412962,13.3003522376039,13.1606642505238,12.3354664420531,12.8542706011075,14.088587589078,14.3943405138436,14.507787481723,13.5355328633011,12.5660091054913,13.6813098076723,13.8808670469962,12.2780029166632,14.0280308680042,14.304881886204,13.8339973239743,13.9586468167166,14.1701090523632,14.0168050844091,13.7536213461514,14.0184551657074,13.6247933861018,12.6043926993506,13.4562372683982,14.4322441708487,14.2687144316733,12.8583280993202,14.2709511283102,14.0167780429406,14.4685544592718,13.6491865758632,14.592042936118,14.1212284766218,13.1722674996123,14.7456777025332,13.9426275026364,12.8611246599559,14.1340945545119,14.2354422846131,14.7737435104571,14.9506934804069,15.1428449966748,13.840589145703,14.0261979117004,15.0701926472879,15.1227248334153,14.7383016034535,14.0284059479487,13.7423435595075
"Q9H2U2",11.4037665000327,13.7059130175971,12.297480400909,13.1278809124503,12.6343854887575,13.582229996472,13.998902434571,9.8215756118529,13.3734116125675,13.250150254329,12.5803445104985,12.6160674084373,11.1800169066347,10.4400368945943,12.7236323023825,11.4890417209384,11.3019644261819,14.0432669066339,13.5547228990451,11.5379622315356,12.4517897978339,11.5299923330462,13.0982321313327,10.7610983816765,11.9455087616067,9.06204295315732,8.5413022352386,11.5650364105077,13.1604904797459,9.91229413946367,11.4448463874326,12.8618473184208,11.5691707879526,6.87688306195687,11.9558962215176,12.7748301071201,11.1594038308122,10.0164303952841,10.9878551964062,12.9499713750557,12.3826305255928,13.6895134125769,12.5309969367914,10.5805506030324,11.5680024399547,11.1346153328983,10.7251515297574,11.9586299171031,13.2575691848307,12.4016569357057,7.91614128675866,8.10567247625261
"Q9H2V7",12.3166129577732,12.1308938934855,11.6212529643685,11.3762151003063,13.0250197948964,11.5401653968947,12.5748253553649,13.2860723400242,12.2317355615431,11.7188666391622,12.7775322960918,13.0892245592153,12.534902104041,13.6092897532508,13.3859669455191,11.295064158563,12.5370412150768,10.7332534863715,12.8056148942444,13.2282392312222,13.1005420900473,12.1517542903984,14.1959242742534,11.5619440117913,11.522941148681,11.0198434388565,9.94447116192567,10.4873905162242,7.9545382957428,13.5603872289434,11.0959770793224,12.1035230993487,11.3866635695141,13.0732627081159,10.953437942385,12.0136321865855,12.5768143748452,13.8116370697911,12.1942972769722,12.8915289161649,13.9035405422383,12.0105627629189,6.58053784670788,11.5089416601806,13.6422645080869,11.5285536748478,13.315414800132,12.3092238284162,12.1395023024193,12.1779398270182,12.7981094023641,12.9315796340909
"Q9H2W6",12.2317015961267,9.75079489689551,10.5376490604465,10.474326159422,8.21381599474091,11.4630466103499,7.0885941833846,12.7838682027775,4.55577605490436,7.76548943813288,10.6542126741786,7.46270043423681,13.8322457388334,13.0007644651597,12.9176941231211,8.95395872263374,12.8340736085541,13.3107261163812,12.0313667282547,12.772349262792,6.08992713508761,12.3543384349481,7.20183675526405,13.130560950733,12.8015560709781,12.8095326737475,11.8964676804634,12.2470219695185,11.9036429437073,7.32308636852432,11.0628130838752,11.6766244802789,11.8380983276041,7.26063929433365,7.72958762194548,11.3752051655282,12.6728482139638,6.97733705615964,12.7018247660026,14.1900425898713,11.7964433604667,10.8405121717188,5.75077347917813,13.4250290531893,9.2161693913152,12.7026081110558,10.1697091148243,6.5923138406155,12.6115472599489,10.4353245365611,12.6618204662177,12.8926794160924
"Q9H2X9",12.9224171913356,11.8006229259944,13.0742229342072,12.8534391691057,13.5260920614105,12.3597139184549,13.1885144337131,11.024109268521,13.0731720733398,12.3550765676814,12.8583556318203,12.2132607474713,12.1043706408333,13.382879520074,11.2555325213926,12.0935739086337,12.4616239127646,12.0952356707521,12.2307995429508,12.8291283475409,12.5405742132616,10.3312837848485,11.6243548865468,13.9147983291871,11.1080092893253,11.9727796271206,11.5746390405009,12.9299730464326,12.939016867201,13.8129321420525,13.7751849680395,11.8996400305127,13.3779709731361,12.3727529840229,12.2517853632981,13.0842485976339,12.7339016579938,12.1238782148031,13.2117723534719,11.9099215060385,13.4705198018482,12.7504295233408,12.8869473636455,13.1057315609721,12.5435262810793,13.0555782307745,9.3506280441561,12.5769379875366,12.4655574300405,11.9910883907821,12.6992376914833,12.6987462735956
"Q9H307",12.058551659103,11.1788059545877,10.2486559850907,13.2204583619293,13.0866898618401,11.035782726283,12.1364854497389,13.6294954333543,13.12342103705,11.8071171000857,13.3943441914533,13.7835070611394,13.1459001989834,13.52698270919,12.9781309399822,14.2381715876099,13.2692419556898,12.7571059756198,14.1418346884412,13.3470903469644,13.2652377483559,13.0188652651102,13.811278251217,13.4187796351777,13.8581442790072,14.1734236065684,13.3183533419744,12.3223828333689,11.6485225166128,13.0942586235004,10.4604527610681,12.6324155591772,13.1360366879943,13.5953664815941,13.0646441998984,13.0513482402251,12.9653241984422,13.1554697306328,13.2481810995491,14.2086705293286,12.9233352527562,11.9514061939027,12.4129699037215,11.8424054586053,12.1015466431473,12.0887108172055,13.4376488147537,13.1340514987609,12.3907523304381,11.9343082342085,13.8839434786834,12.2961078489118
"Q9H3G5",13.1157420319383,12.4554067382147,10.9805410075993,12.6379974341468,14.3412054338802,13.0886025835618,13.4549885312731,12.1951350096686,12.8917723757329,13.4376390389555,13.1524840243324,10.7712734408609,10.7623021966128,11.9653415017399,12.1621834719974,14.2684331426646,12.9572925598914,12.6749812236553,10.3617540348161,12.5028167734139,13.6470164704222,11.1777055515703,13.6544065628374,12.4873989773406,12.8088165511551,13.6328148369419,9.53500751750151,13.4276828759001,14.1167200093971,11.9981202950831,13.2159788741497,10.1783958823128,11.7421814286866,13.951123976882,12.4095622623612,14.2222276841624,13.4335173609726,11.713766670644,12.8849250207601,12.0954824703636,12.9345314899837,13.0943329706687,11.9281247742942,13.4159226725425,14.3284023392418,13.1677708981804,11.1945711849345,14.3778701827829,14.0206443325255,9.59097549686028,13.7156116006105,10.9626064937187
"Q9H3H3",11.5441770620203,13.1128561867722,12.2826716275688,12.2553570158491,12.5545440296849,11.0486563881457,12.7841461140086,13.6693926893736,12.9874830624267,11.5494486239732,13.7065264468309,12.5332244413644,13.5815362463877,12.3633997224862,9.6599973658018,11.356740597175,12.3336842039689,13.0320481141366,11.6819952294848,14.104045309639,13.5191379759242,12.3161812489759,11.8638848081982,11.3084218271785,12.5208795864891,11.9996766599711,12.4185790195304,10.1390559741641,11.834305356813,13.2370158077304,10.2679140004705,11.4780214595219,10.7314724487484,12.0431295223378,12.9407602740595,12.6585360194383,12.4232568904958,9.38898720728814,13.6558952226406,14.2093062159594,11.8026055722471,11.3488939885893,8.61980694990234,12.3707081132156,12.3725140566372,12.9696844356143,13.3709735608834,10.5500437774034,8.87388614381889,12.2744897896719,11.2070371805624,12.366131779043
"Q9H3N1",13.2269223071752,13.1438860602117,12.9055711329789,10.819030489219,12.2613863080086,13.4656702543512,13.4830288162654,13.6138793276312,13.2475491643606,12.3054913766176,13.3240188520571,12.9118452361945,12.0913390434143,13.1924871434547,11.0826220076546,12.9273211264243,12.6150659349045,11.9727288929101,11.9329166001942,11.2838008088099,12.8001240395898,13.6531079675653,14.4947235975138,12.5654288054653,12.5764702810346,13.1007510196669,13.2773382657059,13.1665518281399,13.7201840298736,13.3272956444532,13.0523173267518,13.3388571134663,13.1904783600122,11.7520169242347,13.9135427760664,13.0948623240039,14.2376572808562,13.4935463587205,13.4029366152452,13.4306049618947,12.8476727180582,13.054950518102,13.9019361061531,13.1462546462406,12.3257863236923,13.0708406896734,12.989149511762,12.677380840692,13.3240188520571,13.5075028178349,13.3938171634196,12.488396029527
"Q9H3P7",13.3479791125288,13.2702364479068,12.9130607504694,12.5522937541851,13.0836282259885,12.7956279169202,13.123053324174,13.2494718372058,12.6450539378088,10.1187482603554,13.5315834315778,13.0077375061272,11.4236902104785,13.0118213414717,12.5630394909729,13.0064231299251,11.8741509650675,13.1750215221971,13.1786833199464,13.8725748453298,11.5198782576738,11.7669500714596,13.2917755171567,12.7779558644197,9.15471953836484,12.7313069528443,13.5001366170336,12.7766052417737,11.3960351885257,11.4972935511663,13.3132168023424,12.7607834741344,12.4121604276815,12.2529561967671,12.3860244627349,12.8114824646702,10.5861846890551,10.2077200237757,13.0836282259885,13.376953502644,13.0022830247532,12.9050151335934,10.7419745846318,13.7436931937709,12.7222076516821,13.2829187545286,13.7477316739068,9.82000051615086,11.7485827910297,12.9713611845518,9.67125342990853,13.4517483175394
"Q9H3Q1",11.9374083638337,11.6257704491379,13.52815395061,10.7938931741599,13.0641035222381,9.50304070258601,13.3198248593323,12.1387280199634,12.6844756016591,14.695126949393,13.5913615316048,13.3881409805736,12.6674084999338,14.1261270836584,14.3827972285984,11.5221183463888,13.9917266774079,13.8075766079587,13.2327990684274,14.0554770709458,12.3273590969443,11.8118854995916,12.5835466874909,11.4662549956383,13.411055682155,13.3463432545338,13.0849983516064,13.6488877806709,12.7634728567885,12.307197473861,13.7859046726667,11.5760276842183,10.9351752212468,13.072417464,13.4848618112512,9.20476077895276,11.8148421754632,13.5617028854785,11.3271407530039,13.7215973617092,11.8132917560959,11.8652933670661,10.9327653997888,11.3859818422671,12.3114800539891,12.6957598105542,12.4063607039904,13.9789520872717,11.9446719488795,12.0422907690978,12.5202535838631,13.7945459394215
"Q9H3S7",13.0017125714877,12.5438909507599,12.6321528320551,13.1327159216922,13.4146184230908,12.345973070369,12.2942376757642,13.5641625258243,12.8150423584394,12.9998936974822,12.6072967507006,12.2969977253473,12.3278489108339,12.9654083905932,12.4258696236902,12.6834737273644,12.8630755613303,12.9256366955578,12.6183641825473,12.1713694624334,12.5383480369647,13.0476734524128,12.7748013840838,11.9378566974108,11.7204853169,12.8843624737012,13.0295233602178,13.1693584307917,12.8467874542353,13.4861160515021,13.0948838328417,12.2601435897278,12.3038638371449,12.5903560813517,12.6558199066119,12.1347185476439,13.448405992604,11.6992694891551,12.6227139000066,13.2026661823744,12.4130606339901,12.3146185287704,12.4853134182398,12.9240814977841,11.8070664350393,12.8970757801873,12.1377425556381,12.7859348790658,12.7520607402651,13.0529650450655,12.9620732823625,11.803804914252
"Q9H3U1",13.3841054406139,14.1247973479167,12.6125617956042,12.0600982092719,11.3302465634092,13.0338399702232,10.6270203416484,9.75844211916605,12.8801193070094,11.5124983614796,14.4314176676528,11.7288156018103,8.68774302531217,13.1415878809622,11.3155375337885,12.7894592354458,12.6239491874051,13.7276013699751,10.9491714946079,12.509141295131,12.9711894278305,9.53470277611811,11.383353966701,13.6038708116494,10.0947609157258,12.1287442702667,10.6846804411371,11.4133956505387,12.4108985340537,12.4422437729579,13.7136636550846,10.9401033155419,11.5771825138783,11.1195424848248,12.6319137847691,13.3128898798165,11.7201919509581,13.7589394604429,12.9431894284066,8.87474245334293,12.6686246765028,10.8968975692467,13.4563053833016,12.946082907042,13.1123320588765,13.1403481875664,13.6183682060208,13.5117473191082,13.7490557660292,13.4232628808048,12.4767047358307,9.88036317394929
"Q9H3Z4",11.7609065896835,11.4606018384023,11.9016282280809,12.3773502051009,11.6482218676212,13.0419232772183,10.8551816657493,11.5092836907494,10.1234960319383,11.9552363794678,11.7192845783119,13.2911449588428,11.9525411604857,12.0965642363918,13.0370036139674,11.3368893827664,12.4145620480816,11.2182256958329,12.4399686412634,11.8941120647535,10.9470123761901,12.6270786853563,11.5036450687466,11.0847684947177,13.0725999702332,12.4062331977487,12.4530750018657,10.2037023886151,12.2089137341046,12.1614531669459,11.9110794082537,11.6265127242241,11.3241363558436,9.36864038679163,11.3352045066596,8.86839468279811,11.6893332875447,12.3293006939603,11.275760802966,13.2846786460582,11.321891696745,12.1538480064997,10.9990673001401,10.512784359039,12.0430659174176,11.2907212475953,11.5375293587723,11.5390816586273,10.64563430288,12.2030842782621,9.59596043758735,12.6237470383423
"Q9H425",13.145573420514,12.8337788503365,10.4866453430609,12.7219095673292,14.0661264042574,11.066751709542,13.8906932188793,11.3431976699225,12.8458231580859,13.6507923696476,13.6699657582672,11.7814761419334,13.3235269091877,10.8348634894838,12.5362362605117,13.1646762261369,13.6813926875632,13.1548350047944,12.9238309992267,14.9193899429857,11.2307101310177,12.6520795736828,13.6197505939042,13.6599576739678,8.67974180798552,13.3690673431716,14.1823767680491,13.247286940481,12.59829671422,14.6707639059262,13.8685421107031,11.0020786890122,11.4595819478145,13.5611896291271,13.3080089834495,13.7812545010328,13.3567924424097,13.2994602097376,12.7817723906214,13.260475013796,9.03025457138963,14.0018563538965,12.449126312722,12.9323631310598,13.7938518537761,11.6506360834528,12.5771485792354,12.2860128198243,11.005574421349,12.4739921199352,9.31922534208392,14.9607897698484
