"","HB2","HB5","HB8","HB9","HB11","HB12","HB15","HB16","HB18","HB19","HB21","HB24","HB25","HB27","HB28","HB30","HB31","HB32","HB35","HB38","HB39","HB40","HB41","HB44","HB45","HB46","HB49","HB50","HB51","HB52","HB54","HB56","HB58","HB59","HB60","HB61","HB62","HB63","HB66","HB67","HB68","HB70","HB71","HB72","HB74","HB75","HB76","HB77","HB78","HB79","HB80"
"hsa_let_7b_5p",16.6509047450834,17.3165073382656,16.4635611751607,16.0716052106737,16.794747816822,17.2027504101223,16.5255033471869,16.5832170412434,16.3707071578324,16.3016905072653,16.1667520264302,16.8269083359757,16.0798429868138,16.521376262768,16.4647194201722,16.6168843090732,16.29739079146,16.8678091037997,16.3042553088328,16.0583699299419,16.2978518802919,16.4000066414262,16.2649355846997,16.4831762539201,16.3812397598983,16.6828432966522,16.7547483872178,16.5711983616263,16.3458468556805,16.4393381825877,16.4259422158878,16.48722005479,16.2776656585319,16.2867401612967,16.5868336042019,16.5467822885306,16.3760528428438,16.6719198298969,15.9501073800621,16.0306324683713,16.6741203410356,16.5876862705279,16.7189721723664,16.0795247296135,16.237299520419,16.7871793601225,16.5534373044927,16.0607047033944,16.3349057357063,16.4091983798815,16.2284989289384
"hsa_miR_1_3p",5.18871489336559,13.05232265029,14.4056995037629,7.29350060828104,5.18871489336559,5.21681193906732,10.3854962540966,5.21681193906732,9.103923542,8.57469840369686,10.1349106715135,8.18886515014256,9.12641288993186,7.48612060104986,5.21681193906732,8.63189534387231,5.21681193906732,9.21015449679613,7.74941663360248,10.0743288674155,9.20447686376058,10.5503576027904,8.93680106390668,10.8523996829159,8.75264003808067,9.93457439793074,9.97000481063336,5.18871489336559,10.9001627540366,5.18871489336559,7.05896621010214,8.78612302444422,5.18871489336559,9.48158655324852,10.4845828970255,5.21681193906732,8.70403844515915,7.88307634443199,8.23080170350446,8.40371921166976,6.45642014081938,10.7145647440235,7.42243843697462,5.18871489336559,5.18871489336559,7.02066491822227,5.18871489336559,5.21681193906732,5.18871489336559,5.21681193906732,5.18871489336559
"hsa_miR_1246",5.31521473627189,5.31521473627189,9.74343924156945,7.65170746926477,10.8545607965754,5.31465931701785,9.64916812243211,5.31465931701785,8.87095494813272,8.01655779935667,9.81775982151608,8.22546058811415,10.2851751659635,7.43682481077844,9.25114530288756,9.12582497774903,8.29424022844268,5.31521473627189,5.31465931701785,5.31521473627189,9.18282734607272,9.73900224909125,5.31465931701785,9.75379159025707,9.53621838612557,9.91885680566096,10.042587827813,5.31521473627189,5.31465931701785,8.20362083353287,5.31521473627189,8.54387884766661,11.2719630334461,5.31465931701785,9.15451889458088,9.04182130745387,5.31521473627189,8.8005905986658,5.31521473627189,11.0255071869018,6.54493112445189,10.2523058686507,5.31465931701785,7.10633257750182,8.23763839432353,7.67459667178397,9.76889159136576,10.1939627103543,5.31521473627189,5.31465931701785,5.31521473627189
"hsa_miR_128_3p",7.53979920678364,8.47566398376487,4.72241537182133,7.85659320072503,4.72241537182133,8.35032813752997,8.69271110492112,7.45107710918906,8.09536511661923,7.9907373147117,8.15144626012371,9.12219745070301,4.67288623101419,8.27671011286849,4.67288623101419,8.27319642310264,8.09207837017003,4.72241537182133,7.60956741731612,4.72241537182134,4.67288623101419,8.96965173621311,8.20111756957322,4.67288623101419,8.14081717827089,4.72241537182134,4.72241537182133,4.72241537182133,4.67288623101419,4.72241537182133,7.49093878444097,8.98500903590968,8.21634804269337,4.67288623101419,7.9461384536089,8.32588010203255,8.22214080266214,7.08553326241956,7.15309571878815,8.29157998845078,7.59522099059191,8.90436138636624,6.63289161579098,8.92678985171658,8.83779551225873,8.0007687527762,9.21505705565392,8.45360608225089,9.32054022390995,4.67288623101419,8.32473168134228
"hsa_miR_1307_3p",8.82346160999876,9.5514917929719,5.49127418088635,8.33397545404847,9.21385930364465,5.48608311136561,9.24228421773006,5.4860831113656,5.49127418088635,5.48608311136561,9.08616763091225,8.84983641971996,5.48608311136561,9.16396280929953,9.49878455725935,9.90007493021603,9.18492259093746,5.49127418088635,8.26503585928659,9.93823502048469,9.31949892629266,5.49127418088635,5.48608311136561,9.75581158028268,9.41757509946638,5.49127418088635,5.49127418088635,11.0876143986266,5.4860831113656,8.82724976750853,7.10772604790567,9.3129903345512,9.69772506477002,5.4860831113656,5.49127418088635,5.48608311136561,5.49127418088635,8.65976561614756,8.65999762068085,9.40074095735353,9.04517926751211,9.90598189704525,8.09947031914314,9.46109219990293,10.9008023275569,8.43852965139138,10.3513580110489,9.74870807987959,10.1578320558516,9.98200129291012,9.28956983386253
"hsa_miR_140_3p",8.5849419100188,8.39230796106284,8.33779361457034,8.06865501026515,6.89079981873543,8.7808229666358,8.84164009713511,8.61287039033238,9.3441174034922,8.71783053073796,8.53909161489725,9.2506100494318,9.02916316988889,9.23880553921741,9.18990371105733,9.21870258666065,9.77064140739262,8.39842252397985,8.39520559170237,8.72091193152198,8.60353178822912,9.1345557802327,8.31763138930935,8.43207292269427,8.59861786682846,8.81249583281945,8.1013481307283,9.30057650315967,8.83313113189887,7.84809374618953,8.53813897896939,9.5017575041203,8.94857313385759,9.31861988892687,9.79094901479664,8.53396864479215,9.0287899966293,8.74117003587579,8.82162893280587,9.18953158727888,9.1210325992978,8.68054694529633,7.963096921252,9.14115035015156,8.8195509097664,8.25874119519027,9.68448993401442,8.6921842966203,8.62040696460268,9.71086702040779,9.26110302274228
"hsa_miR_142_3p",12.591959816551,12.3963790690151,12.8158938365254,13.2537310521816,12.4215721682977,13.5145572512651,12.9685288572103,12.6100343108357,13.1949975345194,12.7109227664647,12.8346446826995,13.0414335417973,13.3040297697382,13.8943662448582,14.1276148884115,14.5463026364424,13.1454161085722,13.5425151342145,12.7446802440863,13.439022807319,12.9257987554197,13.1218592571151,12.2742376484777,14.5618999803741,13.7702551283546,13.3772684319959,12.7032830339077,14.2630724642116,12.8587527980373,14.1097621624661,12.1935630864156,13.2785769630979,13.6834747069246,13.6662249140174,13.1265889347995,13.5324310789631,13.528610275158,13.5633271696676,13.3943520689175,13.6323834325293,11.7344895265952,13.3824180740534,12.9556767314131,13.809243755924,12.1392014131761,12.5232925858277,13.075673939318,12.4633563043951,12.283029548067,13.1480412834634,13.8389506079963
"hsa_miR_143_3p",10.2982769116107,11.7030481362157,11.0859712181996,10.4416815804348,10.7220732682817,12.8070560087719,10.922209098838,10.4596544162264,10.7445917046946,10.3816826701142,11.0723377687619,12.6583871086301,11.2290076588557,12.0184097104783,10.7843413797912,13.7145649388848,12.8116536945812,10.7251128214344,10.55838734672,11.8414361353083,11.5089633055924,11.4261324033947,10.8141050670536,12.8091095968361,12.3762761059525,11.4580633957963,11.0031971854449,12.4848343271248,11.1168436179867,12.3553638065468,9.24899441198732,11.9371073937226,12.6206392931452,12.3645425942486,11.388301873777,11.2771479635422,11.3781003908669,11.3497790174167,11.248799778637,11.5233460986521,10.7606304562008,12.2639483828941,11.983349941725,12.5584202744807,11.5380259593347,10.8294902084337,11.3196552809502,10.4712391938255,11.5206147431293,11.1948558786119,12.8432558603951
"hsa_miR_144_3p",8.33409884785827,7.58946029589356,9.07526830076339,9.06221663144852,8.37543517103273,8.35615447345963,8.66104846018158,8.41680756180879,8.70784889527547,9.6993715093535,9.2565110777429,8.58400529795422,9.77316890135222,9.04453624066871,8.57997999823671,8.40240630999853,8.55251637817323,4.58635340713454,9.0259662966764,4.58635340713454,7.962860277287,4.58635340713454,8.92737895318918,4.5935387895905,8.74205966171695,4.58635340713454,8.73322421333309,4.58635340713454,9.09330923637032,4.58635340713454,8.58519469867419,7.83379054535115,8.63753800988544,9.13667105690187,8.3662649228429,8.5955467651048,8.58933669911636,7.4375144984424,8.98514551338537,9.14803086022351,9.44911750129109,4.58635340713454,7.63118425932414,10.4807895496334,4.58635340713454,8.95983093196721,4.58635340713454,8.77335565540539,7.40964318687689,4.5935387895905,8.11087425482994
"hsa_miR_146b_5p",7.25709008675517,7.97119849782098,8.29800138748172,7.35141841628245,8.39897480779456,4.69305649148207,4.6633698720554,4.69305649148207,8.10573018891461,8.06193814239106,4.6633698720554,7.53813923532183,4.69305649148207,8.27091944129155,9.15183907168233,7.52297653708523,8.02918577137704,4.6633698720554,7.09492233520749,4.66336987205541,4.69305649148207,4.6633698720554,8.08797027275006,8.71166002920962,7.95260413393537,4.66336987205541,4.6633698720554,4.6633698720554,8.53492142994974,7.88916194907002,4.6633698720554,7.44469864650935,7.94931487056839,4.69305649148207,4.6633698720554,8.5708678927439,8.10719376029371,8.29584870969113,7.77747244297146,8.64598865225808,7.08849502732408,9.15217395656787,7.8410265063845,7.69294931972351,8.81092943444099,6.50285097998467,8.38750725366573,8.27529120435947,7.92677925985446,9.18857702827909,7.64518593660456
