"","HB2","HB5","HB8","HB9","HB11","HB12","HB15","HB16","HB18","HB19","HB21","HB24","HB25","HB27","HB28","HB30","HB31","HB32","HB35","HB38","HB39","HB40","HB41","HB44","HB45","HB46","HB49","HB50","HB51","HB52","HB54","HB56","HB58","HB59","HB60","HB61","HB62","HB63","HB66","HB67","HB68","HB70","HB71","HB72","HB74","HB75","HB76","HB77","HB78","HB79","HB80"
"hsa_let_7b_5p",16.6517460404289,17.3258787593871,16.4620015420375,16.0675761443321,16.7974325537443,17.2132176977931,16.5247375428793,16.585744609909,16.3679575406936,16.3006101321387,16.1613885929671,16.8300052306574,16.0759194928773,16.5205575672164,16.4657283655297,16.6172896106273,16.296255312707,16.8714301681547,16.3032078032896,16.0516175101312,16.2967223106891,16.397632516034,16.263384171576,16.4844217354854,16.3786251248363,16.6840939050994,16.7569205056964,16.5710181683492,16.3453323725886,16.4374681162188,16.4239004715808,16.4859636254419,16.2737236546754,16.2854681878608,16.5868537866251,16.5488429223818,16.3733717341002,16.6755841819099,15.9419675059704,16.026078309957,16.6752591591904,16.5877173804191,16.7232395304424,16.0730434221809,16.232840198513,16.7923208372245,16.5530294918331,16.0565359400339,16.3316973002924,16.4094957873608,16.2239268217863
"hsa_miR_1_3p",5.19128562443,13.1168772805901,14.4809219569131,7.28434353091946,5.19128562443,5.19128562443001,10.4290299607023,5.19128562443,9.13735541287011,8.5756402068373,10.1764691687775,8.21508418831438,9.13170351312777,7.50680034368891,5.19128562443,8.6616065118318,5.19128562443,9.24442371980806,7.74385325697559,10.1154098362274,9.21038281641306,10.5951908082446,8.94059709572907,10.8712951799515,8.78330296090769,9.97455376971207,10.0102634581872,5.19128562443,10.9194347374738,5.19128562443,7.07627896197245,8.81704987270051,5.19128562443,9.48967678817975,10.5288976416332,5.19128562443001,8.73431827204199,7.87856652366699,8.25735130128431,8.40331329283098,6.4689833990733,10.7606922916182,7.41429769583281,5.19128562443,5.19128562443001,7.00935724784495,5.19128562443,5.19128562443,5.19128562443,5.19128562443001,5.19128562443001
"hsa_miR_1246",5.31694995180205,5.31694995180205,9.74995233162538,7.65651968415828,10.8622727416954,5.31694995180205,9.6555794977764,5.31694995180205,8.87652666304501,8.02176367294924,9.82435310046154,8.23033584080878,10.2928287856249,7.44084915747539,9.25768324629183,9.13167168707961,8.29974571010674,5.31694995180205,5.31694995180205,5.31694995180205,9.18929157717421,9.74551055181237,5.31694995180205,9.76087186860597,9.54250789328836,9.92555916414939,10.0494236870528,5.31694995180205,5.31694995180205,8.20847252201866,5.31694995180205,8.54909766074059,11.2801253386398,5.31694995180205,9.16039656348321,9.04813339876229,5.31694995180205,8.80664241182956,5.31694995180205,11.033959594768,6.54799315405798,10.2593680051454,5.31694995180205,7.11000033649179,8.24252678637684,7.67943358319806,9.77543214347416,10.2015179154779,5.31694995180205,5.31694995180205,5.31694995180205
"hsa_miR_128_3p",7.52768411258125,8.46187706393554,4.7153332424362,7.89335284893861,4.7153332424362,8.38620577934629,8.67853645285917,7.48856116995737,8.08225756138148,8.02725732834026,8.1382385217236,9.10725556570638,4.71533324243621,8.26327860355157,4.7153332424362,8.25977119062907,8.12841734848479,4.7153332424362,7.64676835154172,4.71533324243621,4.7153332424362,8.95498235835751,8.23726176063624,4.7153332424362,8.12762842762614,4.71533324243621,4.7153332424362,4.7153332424362,4.7153332424362,4.7153332424362,7.47891097432944,8.97031222382659,8.20302436397154,4.7153332424362,7.93329747637001,8.3618014177356,8.20880677577377,7.12367032946168,7.14167143037007,8.32756257775907,7.58300689110507,8.88980864296762,6.67183728031777,8.9121970421844,8.82336168190924,8.03727084627821,9.19994928657758,8.48929922870107,9.30524402006371,4.71533324243621,8.31121438646019
"hsa_miR_1307_3p",8.82326622175164,9.54683108041404,5.51151654080288,8.34194152676132,9.21126943732085,5.51151654080288,9.23952000910169,5.51151654080288,5.51151654080288,5.51151654080288,9.08436095290105,8.84947926334592,5.51151654080288,9.16167897977809,9.49960635144148,9.8932762063594,9.18766943644467,5.51151654080288,8.27342476838132,9.93120224427314,9.32142035687071,5.51151654080288,5.51151654080288,9.7550569164535,9.41373575596864,5.51151654080288,5.51151654080288,11.0735319810684,5.51151654080288,8.82703114485133,7.11805400868361,9.30979245469636,9.69216744024496,5.51151654080288,5.51151654080288,5.51151654080288,5.51151654080288,8.66573347674635,8.66080482785148,9.40216409538158,9.04362398887944,9.89914694320365,8.10887471337669,9.45698594718761,10.8878657093104,8.44585444794549,10.3417913726758,9.74799698489383,10.1494523959482,9.97985930964522,9.28651560207824
"hsa_miR_140_3p",8.60494735333567,8.40939295814364,8.35405214145268,8.02978633641402,6.88512105155536,8.75275118626527,8.8655372389736,8.58225234814268,9.37563240275411,8.68880374724718,8.55840194023239,9.28070742110683,9.00485637599029,9.26872394743552,9.16803384019843,9.24831622205733,9.75757586842117,8.41560022150288,8.3612876205784,8.74297876193945,8.57277216722888,9.16289369956042,8.28253734673681,8.39871388242653,8.61883064585539,8.83595113012595,8.11402200222116,9.33143139625037,8.80585237469579,7.85692812927393,8.55743486177233,9.53566242188322,8.9740914446868,9.29870143254717,9.82923824936058,8.50215440480331,9.05552444322388,8.71249709328534,8.84522269338752,9.16765607480024,9.14916549908938,8.70200181830582,7.92262792344231,9.16958824711564,8.84311316627207,8.22275434194397,9.72116518504405,8.66276870083396,8.64095007942414,9.69689526586828,9.29135947418791
"hsa_miR_142_3p",12.6079874514942,12.4064837557413,12.8387030674132,13.2142697313945,12.4324398003769,13.4829947655642,12.9959604721262,12.5510793409319,13.2292875046946,12.6550230926773,12.8580217623777,13.0710729950462,13.2660916903909,13.9498358286105,14.1146181801942,14.6215153980728,13.1026745886335,13.5873292933676,12.6898028784473,13.4807028149731,12.8764063650519,13.1539343148554,12.2051134453152,14.5620551193786,13.8219661432014,13.4170782761915,12.7226819702702,14.3297079110257,12.807329994458,14.1717547751065,12.1975257137742,13.3153980445083,13.7325576719819,13.6392555169716,13.1588072256359,13.5014098825108,13.5730033409202,13.5332416274024,13.4346792723017,13.6043891833702,11.7245496151975,13.4223838695052,12.9071891627463,13.8621354985523,12.1415177569427,12.4617107380131,13.1063503254143,12.3999593520995,12.2897015689943,13.1053792640642,13.8927419900253
"hsa_miR_143_3p",10.2945699980517,11.7025079641266,11.084039984682,10.450319729834,10.7193217085013,12.8210263639871,10.9199087003735,10.4683330813505,10.7418909076756,10.3901855654349,11.0703758016921,12.660000533859,11.2394206582085,12.0185804502856,10.793751978809,13.7185592800068,12.8256344142473,10.7223681136444,10.5672885830784,11.8412079279064,11.5200074021237,11.4249679869308,10.8235827616248,12.8230845814047,12.3772535752368,11.4569709605889,11.0010793564464,12.4860565165562,11.127003768681,12.3562941337451,9.24292212651083,11.9370948557025,12.6221676243955,12.3775154022788,11.3870521768739,11.2876694844084,11.3768276970101,11.3604642686941,11.2472356055672,11.5344226179626,10.7579658149476,12.264672634535,11.9954634364666,12.5598083469164,11.5371137817818,10.8390025853535,11.3182508357092,10.4799439742308,11.5196633158968,11.2051918904405,12.8452860307371
"hsa_miR_144_3p",8.32655369057341,7.58863461124817,9.06103497531041,9.04098053873633,8.36751700285305,8.34128974755333,8.65055297354741,8.40139551429714,8.69693109066931,9.67238585565244,9.24064225292206,8.57420503374613,9.74551731442075,9.03058023531474,8.56309551457574,8.39424475953646,8.53587972084775,4.61262717163691,9.00505731989453,4.61262717163691,7.95154456127747,4.61262717163691,8.90735960931096,4.61262717163691,8.73083314584615,4.61262717163691,8.72207742682026,4.61262717163691,9.07179257007312,4.61262717163691,8.57538370154664,7.83076007232636,8.62725467695602,9.11476310201789,8.35842950518915,8.57852180998452,8.57948832538701,7.43093939998202,8.97172543833741,9.12602039669637,9.43151063377853,4.61262717163691,7.62286152282393,10.4538730753547,4.61262717163691,8.93951874778021,4.61262717163691,8.75472618763897,7.41044013665052,4.61262717163691,8.10534343260919
"hsa_miR_146b_5p",7.26523997595317,7.97761659286809,8.30362694833649,7.3297249225516,8.40435549661591,4.67780982789772,4.67780982789771,4.67780982789771,8.11182202930328,8.03852155747868,4.67780982789771,7.54560754835568,4.67780982789772,8.27661067894732,9.12577935300322,7.53048162138757,8.00584861469106,4.67780982789771,7.07385087365838,4.67780982789772,4.67780982789771,4.67780982789771,8.06449055695952,8.6866677947938,7.95906732243064,4.67780982789772,4.67780982789771,4.67780982789771,8.51035780674713,7.8957789920823,4.67780982789771,7.45239356360311,7.9557860359016,4.67780982789771,4.67780982789771,8.54621709527889,8.11328205135525,8.27186486503778,7.78436034574449,8.62115567840371,7.09705377872461,9.1557280517515,7.81814565732563,7.70004220068779,8.81531108641892,6.48321535884017,8.39291575261067,8.25135721399566,7.93330507660783,9.16242821587504,7.65239464920761
