"","HB2","HB5","HB8","HB9","HB11","HB12","HB15","HB16","HB18","HB19","HB21","HB24","HB25","HB27","HB28","HB30","HB31","HB32","HB35","HB38","HB39","HB40","HB41","HB44","HB45","HB46","HB49","HB50","HB51","HB52","HB54","HB56","HB58","HB59","HB60","HB61","HB62","HB63","HB66","HB67","HB68","HB70","HB71","HB72","HB74","HB75","HB76","HB77","HB78","HB79","HB80","SB2","SB3","SB5","SB7","SB9","SB11","SB13","SB17","SB21","SB22","SB25","SB29","SB31","SB33","SB35","SB37","SB38","SB40","SB43","SB46","SB48","SB50","SB53"
"hsa_miR_192_5p",8.57104847942712,8.15528512611182,8.20263465462676,8.75944601857939,9.4708384169873,7.65384732830423,8.81982090853004,7.95801641005534,9.60809233483925,8.67875048333999,9.15373072075024,8.30799043350561,8.53973544648591,8.45197078367811,8.77784683958121,8.03110239351052,9.9456506738222,7.75195618326479,8.15692940189296,10.9874745022064,10.9131468498652,9.69446563622196,10.4144418414002,9.17041958274402,8.69782438184638,8.62111733513401,8.1510380540649,10.5211420172407,9.51702343122194,9.47372245834604,8.4126189533444,8.90213838306641,10.121605599887,9.14328967438927,7.90368791933605,7.9877054439771,8.54400484747605,7.761759090472,8.66732367955803,8.79808656045934,7.75253688504296,8.05148681937044,7.2970260307551,8.23489234510865,8.19979766865342,8.1014865643401,8.51369819116008,8.3336516803668,8.49078904795843,7.99876485779713,8.39363933728125,8.43393098667328,8.4547031010205,8.43393098667328,8.45470310102049,8.43393098667328,8.45470310102049,8.43393098667328,9.98057774255469,12.0418204023531,8.4547031010205,8.43393098667328,8.43393098667328,8.45470310102049,8.43393098667328,8.4547031010205,8.43393098667328,8.45470310102049,8.43393098667328,8.43393098667328,8.43393098667328,8.4547031010205,8.43393098667328,8.43393098667328
"hsa_miR_205_5p",7.51437554780346,6.99956710080231,9.67072460349534,7.91076926227854,10.2019568000833,4.62301917588121,4.5951936116287,4.62301917588121,9.57870767594605,8.36999456670477,9.93636823879631,7.68954140395653,10.5781565089302,6.96105034949138,8.32004575374335,4.5951936116287,7.76180603304227,4.5951936116287,6.67327877384973,4.5951936116287,4.62301917588121,9.96401261758741,7.91778586455379,9.77224904477372,8.2758693303005,9.00996971028942,8.32269533425597,4.5951936116287,8.54931233232815,4.5951936116287,4.5951936116287,7.60686762901639,9.72413296741187,4.62301917588121,8.54204410987622,8.63974963394984,4.5951936116287,7.91838452357031,7.01781502667224,8.93611473869215,5.49942258089358,9.64696708550976,6.43335449852899,7.54073896641216,7.3634705433354,6.67276670416053,4.5951936116287,10.7130261233482,7.31289559825307,4.62301917588121,7.68383051721301,6.8521192634188,6.72462346553202,6.8521192634188,6.72462346553201,6.8521192634188,6.72462346553201,6.8521192634188,6.8521192634188,6.8521192634188,6.72462346553202,6.8521192634188,6.8521192634188,6.72462346553201,9.26688340665412,14.650580309448,6.8521192634188,6.72462346553201,6.8521192634188,6.8521192634188,6.8521192634188,6.72462346553202,6.8521192634188,6.8521192634188
"hsa_miR_223_3p",12.4256763221591,12.7585927632258,11.8793647296307,12.1950180284809,12.5594935835588,13.890755563864,12.8374038406363,12.2834862387414,12.8462903017447,11.6124982635778,12.8414801742891,13.5456973911754,13.386323758708,14.0909412839308,12.9440903579468,13.9746016193675,13.4402982600108,11.8965410384534,11.9927833557615,13.1861015252049,12.2615394358293,13.2938750134716,12.2066899136719,14.4501749026995,14.0875870550195,13.1632987929995,12.410527482105,13.7691620385511,11.7074092520669,13.5329878604635,10.9008506267388,14.1620951651733,13.8686895985045,13.4161558432603,13.0359462667678,12.0020978868928,12.9392581973615,12.4264566641727,12.3227790672626,12.9243148108849,11.5601853073191,12.8252285429591,12.1686620959542,14.952352926478,12.444070695514,11.5392023836627,13.0528347888971,12.4573783409631,13.3855137789626,13.1186437855281,15.2937895581587,12.4428610525341,12.3953912185221,13.1369990307172,13.2545975642133,11.3710315961312,12.4903785336062,12.628516612823,13.302891240852,12.6887363022984,11.3245400521387,13.4452485032091,13.6140629953487,12.3810759977082,14.5646874664629,12.1071839704774,11.7951504791128,13.7371892402435,13.2748809826174,12.4348396715493,14.0194106200158,13.3370128037983,13.1763589803736,14.1003799460982
"hsa_miR_24_3p",8.53536973919476,10.419058645187,9.37270923172599,9.35649291452666,8.99630986099186,9.42595392926803,9.98399403353704,9.7176347838066,10.1628890004345,9.07769677443515,9.93282962299098,10.3362391093538,10.2971143697026,9.94090227691639,10.6417242107353,9.60641944865074,9.29798956409609,6.04515287138109,8.82415452307298,10.3651045726035,9.62763586409604,10.8954852129763,9.54823404857262,10.181064246247,10.5157701394261,10.252601923097,6.04515287138109,6.04515287138109,9.74152254476485,9.83034915548756,8.35388548083651,9.73992703932329,9.44202887987484,6.02215003193468,9.62470802028099,9.50091492723868,9.18379841296366,8.98141678860512,9.38885972494178,10.0808037174366,8.98617233843765,10.5133535851011,8.86913197110489,11.0389810195038,9.60312187843578,8.70719383939076,10.4801143411327,9.69784666586457,10.4695107266406,10.2525923972709,10.7826734126579,9.82592114259712,9.97810768618096,9.16752959658485,8.66853474002156,7.60637751193361,9.33224380318963,10.1650801371119,9.66416593011723,9.74680319859187,9.43999384959231,10.9309091319384,10.3647452449302,7.57550445392272,10.9961628788717,9.33828421772028,9.09015219488246,9.63386404415573,9.16553653975848,8.99271415391649,9.87055776984575,8.94840343867167,9.96871401396068,10.1076511952956
"hsa_miR_320b",9.27983956906837,9.9969233158184,6.46778887650212,8.8109707508994,10.8103794297614,6.54815627596124,9.928643646471,9.50099833188089,6.46778887650212,9.56793273577503,6.46778887650212,9.17972342457385,10.6951727071069,8.76163045818442,9.46034849135035,10.0118485074613,10.3023940849147,10.1418961785901,8.70144117421436,6.46778887650212,10.3248160489976,6.46778887650212,10.069708879482,10.8178028410466,6.46778887650212,6.46778887650212,6.46778887650212,6.46778887650212,9.466826738439,9.46916797242486,8.20297201911826,8.75327777839763,10.0294580347803,10.4305043545575,9.57127415100572,9.76948956182152,6.46778887650212,9.50468129891651,6.46778887650212,9.28215425441911,10.4520792534449,6.46778887650212,8.20016340122594,9.27125903196469,10.7395489253856,9.59174365396286,6.46778887650212,11.1063997041268,10.2063928754612,6.54815627596124,8.90737081647224,10.2007901721895,9.48754103173657,9.27907083906451,8.96014702383133,7.36447554259004,7.74292232231833,8.49296830571747,7.63961314367654,8.54694833253102,6.74225016456031,9.23521910342564,7.86372603139026,9.13735228288721,8.25645133581845,12.0135092510748,10.0088154221225,7.99661886739499,9.07895755922791,10.2105346120633,7.94330726648767,9.32406786042265,6.64753764231868,9.70291257680215
"hsa_miR_320c",8.46285272563831,9.75566022732336,9.44974850075597,8.61965886808096,10.5603130390537,9.39680221654482,10.1961823230556,8.38902555485963,9.58549687004582,8.75523366684663,10.0374395702217,9.10071651005552,10.0151029723852,8.72085067805496,8.97522279529856,9.2464371335362,9.63567415986273,5.80695526442391,8.24115655618879,10.0845960909648,9.78577580718249,10.4397083340655,9.89776992744843,11.2128899572015,5.80695526442391,5.80695526442391,10.1498593973457,5.80695526442391,9.04662508195655,9.04876994130286,7.72281867411906,8.06307353653152,9.93698151458439,9.6899389211562,9.43459180577725,9.71580325522489,5.80695526442391,9.34871139519555,5.80695526442391,9.21208059018878,9.22452540865762,10.1870202776577,8.37285761275201,9.15900278408432,10.2726700543621,8.2157452010236,5.80695526442391,9.96589643190076,9.49751477107066,5.85748257820983,8.65403187835891,10.7345072216244,9.82590585777937,9.18006798209811,9.90249937216106,7.90334055789161,8.80624450860047,8.17523253743259,7.98995899359787,8.73251799403168,6.92195826521774,9.45831130113496,7.46514347453501,9.48031517328823,6.84703573758888,10.8609644055145,9.33663055895863,9.35713846504904,9.50083205334094,10.1468296172112,7.38976931141685,8.70172973339923,6.90226106394678,9.43093054930969
"hsa_miR_423_5p",13.7314862684449,14.9105243845992,13.9241814253183,13.4490289223045,14.001839649371,15.0841576942114,14.3664963332212,13.9402255011088,14.2736872710321,13.8544133944243,14.1618784090985,15.7773365015149,13.7809254898299,13.6093785485093,13.6820509700786,15.2442286683257,14.5395310094901,14.1063654779868,13.7559467701602,14.5821902457798,14.4165508831838,14.5528352802239,14.5840596331989,14.508106927521,14.171041069337,14.6610351330108,14.0818299304846,15.3456786751119,13.7433809513228,13.7775740783934,13.4390862342739,14.2174251628269,13.8726257971758,14.9047939829487,14.2059482665601,14.1671830214953,13.6525941653882,14.2522873925223,13.3697134922336,14.2520869097477,15.7180997962089,14.742263945998,14.1790387002995,14.6326203714769,14.8983151799018,14.8409297112741,15.1127132921918,13.894364526192,15.0293525975441,13.9739585032091,14.1641652407325,13.0682797006598,14.3256122689432,14.2282802368169,14.5751455755748,13.4915939964585,14.9561292399366,14.7349534434036,15.508449321143,15.1183450017273,14.9737334303277,14.0887022105243,14.242301209384,13.872679162594,14.7836311827681,14.191276524412,13.9674759441846,14.4585287677778,13.8953518751517,13.9545278824815,14.5135680833073,14.6635867941809,14.1376466468513,14.165686705595
"hsa_miR_483_5p",7.04182915705874,9.56556105610091,4.82074275169478,7.40295591331571,8.64032068162139,8.89286179212911,4.82074275169478,8.02718089319433,8.34965237268319,7.6321848437113,4.82074275169478,4.82074275169478,4.82212961503721,4.82074275169478,8.47522379810183,9.19265550623397,7.77922746762127,4.82074275169478,4.82212961503721,4.82074275169478,10.6880297420967,9.09277343762301,9.7478836123244,9.5584023458675,8.03635192150337,9.25923231085023,9.42375641111722,4.82074275169478,4.8221296150372,8.90111599920693,4.82074275169478,7.51943548229314,9.15141940460023,4.8221296150372,8.53276389470892,8.42347079933781,4.82074275169478,8.69953550336999,4.82074275169478,7.56442892268083,6.85384529165431,4.82074275169478,7.08584875158704,6.29752117543307,10.1166679902332,7.10833168419181,8.8850892829121,8.97800321027852,7.8752127223094,4.82212961503721,7.63127600630789,5.90473324518439,5.90348993669019,5.90473324518439,5.90348993669018,11.1064183907451,9.23304663124229,9.3471082115235,8.36453818166363,9.40366666260349,9.97839286449232,5.90473324518439,5.90473324518438,5.90348993669018,5.90473324518438,5.90348993669019,5.90473324518439,5.90348993669018,5.90473324518438,10.7106547577046,5.90473324518438,5.90348993669019,5.90473324518438,9.34213847488562
"hsa_miR_486_3p",11.3551040406666,10.906485141004,10.5941348635434,12.1580274611141,10.6214491571604,10.0330996358937,9.41734925452879,11.5318803768323,9.88659370743129,11.4675149150598,10.8555145354553,11.1145832684615,11.0816470806895,11.2064447129642,10.5373737388665,11.0778998500644,11.9406151496907,11.148966485508,11.3465748084026,10.0905681403572,11.2542922829088,10.5379661310637,11.3660924823465,10.0852999034235,10.4628743741025,9.62159834260228,11.4130035399132,11.564083231942,11.1044321089657,11.4522083714107,11.701562968322,11.1380719337316,10.6455833719681,10.9025692906311,10.8281139719369,10.8503353298268,11.276676862535,11.4482006315555,12.2620842151813,11.3107632922291,13.3226477204386,10.6939721653409,11.1051992478973,9.73059330346734,10.5590482684956,11.7591505442624,11.4038889006909,11.7866061221306,11.1132292900312,11.1751545987407,11.0340848110566,10.8031002075688,12.6399013432652,10.7636091806775,12.3417736779836,10.9537953272786,11.6113039454633,10.5000674247432,10.9419551748152,11.1796273837045,11.5245799180034,10.8678043583357,10.3077994091816,11.079769720262,11.1478573111377,10.4509755031773,11.1106921895194,10.4645195283035,10.442907908233,11.9704255747388,11.2597522221794,10.0649929638527,10.8591858625321,10.2011609423843
"hsa_miR_486_5p",15.3359124479494,15.1625590254511,15.758231263809,16.4894685517913,14.6518268783507,14.7345751338084,15.5616467730413,15.7448248420623,15.4984865344233,16.1210419021452,15.8323735763428,15.1498300432715,15.6352890606193,15.5961168832159,15.3145301327513,15.1244267262576,16.0099240388927,15.3722747506845,15.9045248672764,15.055272954161,14.885728501211,15.5520512158165,15.4739790884618,15.0510196611451,15.5065786908842,15.5050170747535,15.7677702015606,15.7422508966656,15.8478559766537,15.2676230042958,15.7024148039437,15.705334159333,15.2147659850452,15.5222708876684,15.5152562251939,15.3686404179568,15.5191050452132,15.1271943010178,16.2722937885118,15.6493466869224,16.9141631713395,15.3299170050026,14.6715982298292,15.25242416194,14.4447594755134,15.9577868470912,15.2917755720471,16.174397174597,15.516304413125,15.6242597443576,15.2524560906191,15.1236728069459,15.8822143215385,15.7371761010302,15.7750424899974,15.3544705003608,15.1720730707922,14.7322583869055,15.9582556985065,15.2829632541052,16.2669680018536,13.9357989805358,14.3612428102535,15.8773966861616,15.7775391041322,15.8423835126743,15.7142706092762,15.9048942118153,15.9211463638472,15.923317755043,15.1945966830416,15.4386524890012,15.6787158385151,14.8936007422959
"hsa_miR_7_5p",8.7082827471247,9.05144054018349,9.46671274677605,9.34916487274091,8.69623333106783,4.78985169779457,4.77987719251846,8.42000750227402,8.85146822568347,9.146484925095,9.60511370315589,8.65378020373974,8.97804199957048,9.52263454031647,8.89403594798923,9.81017792461023,9.27104862652526,9.46500223330326,9.55620809554713,4.77987719251847,9.09621091789078,4.77987719251846,4.78985169779457,10.0473457117444,8.75476047435412,4.77987719251847,9.295280920693,10.3996550938985,9.33397299662714,8.9617664691184,9.24135928153715,8.80052441068293,9.32937422226167,9.42109174506938,9.48684198823942,9.85239602661166,4.77987719251847,9.87403407975024,9.11171318716489,9.92884533910968,10.3503873670488,9.16413984182259,8.84611986224002,9.29732730204667,8.88748764704749,9.09573818365702,4.77987719251846,8.55690795434577,8.93829089943102,4.78985169779457,9.13283226562376,5.9157937456093,5.89178606092926,8.999930068474,9.98490400492307,8.75364757736952,5.89178606092926,8.7335213467657,10.1364661840523,5.9157937456093,9.44130528184297,9.09549121572353,8.86134296091145,5.89178606092926,9.99789695631137,9.42732936489739,12.4509030411806,5.89178606092926,10.7240382581116,5.9157937456093,10.3755692087753,9.2456188576779,9.3350884257754,8.26016858739725
"hsa_miR_744_5p",6.01715308689598,9.15007378176507,6.01715308689598,8.90007170740337,9.36096413278512,9.39026894806436,6.01715308689598,6.01113396970578,6.01715308689598,6.01113396970579,6.01715308689598,8.73289887267429,6.01113396970579,9.97033864735834,9.20201063944354,10.6443511382613,9.0741944406127,6.01715308689598,8.19535612557334,6.01715308689598,6.01113396970578,10.0776999061158,6.01113396970579,10.9162007553262,9.6468366611543,6.01715308689598,6.01715308689598,6.01715308689598,6.01113396970578,9.21008298293299,8.01263297859585,9.1577134423623,6.01715308689598,6.01113396970578,6.01715308689598,6.01113396970579,9.21361169120256,8.52692268957131,9.45357811785417,9.19666910879642,9.441293803262,6.01715308689598,8.35506019848982,9.79443144760899,10.0523552705373,8.55256279498816,10.8607762223856,9.83266611227533,11.1057623367705,6.01113396970579,9.72000645705412,2.98572385028981,9.02188139343426,9.05944950703813,9.10547933868295,6.74735287124513,8.50336939547143,9.42368454939124,8.46081870065824,8.67804712382085,8.3645988187844,9.28805244169253,9.85539276786792,7.50627142418441,9.01202358096384,7.18903334545945,8.27639800334317,8.24350604722823,7.4573899052454,2.98572385028981,9.39634216870589,7.90631763912707,9.01316133484059,8.16689898191422
