"","MET8","HB16","MET11","HB15","HB14","MET12","HB50","HB39","HB38","HB36","HB42","HB32","HB62","HB22","HB60","HB44","HB52","HB31","HB58","HB64","HB29","HB30","HB56","HB33","HB54","HB46","HB25","HB59","HB63","HB65","HB66","HB23","HB21","HB61","HB27","HB35","HB24","HB26","HB47","HB40","HB41","HB37","HB49","HB17","HB53","HB55","HB34","HB45","HB28","HB57","HB18","HB43","HB20","HB19","HB67","HB51","HB76","HB75","HB71","HB72","HB77","HC21","MET20","HB70","HC19","HB74","MET21","MET19","HB73","HB69","HB81","HC20","HB80","HC22","HB78","HB68","HB79","HB4","HC1","MET5","HB7","MET3","MET15","MET1","HB12","HC6","HC11","HC9","HC4","HB10","HB11","HB5","HC8","HC14","HB13","HC10","MET7","HC12","HC17","HC2","HC18","HC13","HB3","HC16","HB9","MET4","HC7","MET2","MET16","HB1","MET13","MET17","HC5","MET6","MET10","HB2","HB8","MET18","MET14","HC15","MET9"
"hsa-miR-29a-5p",46,10,22,19,11,23,0,0,0,14,0,0,10,17,0,0,10,11,0,13,16,14,0,0,0,16,0,0,15,0,0,14,18,0,19,0,0,11,11,12,12,16,15,14,0,11,26,16,17,20,33,0,18,12,12,0,14,13,0,45,13,20,34,0,25,11,37,81,13,17,14,20,28,25,12,0,10,12,12,11,0,18,0,0,0,10,0,0,17,11,11,21,21,12,12,11,27,11,16,18,21,15,0,16,0,19,22,40,20,16,18,30,41,20,33,0,16,28,28,41,36
"hsa-miR-574-5p",35,18,22,24,19,36,0,0,0,14,0,0,15,20,15,0,11,12,13,0,11,0,0,13,11,23,0,0,16,12,13,32,21,17,28,28,0,27,21,0,23,27,0,46,18,17,15,30,29,23,79,21,30,34,19,22,0,12,12,61,15,30,38,0,40,16,39,61,14,17,27,31,14,23,0,22,18,20,11,12,14,14,0,0,12,0,15,0,25,27,21,25,15,15,17,13,33,15,24,20,37,14,13,12,16,28,27,40,23,18,20,14,20,21,11,20,27,34,18,49,24
"hsa-miR-6743-3p",35,26,128,35,40,35,38,37,49,17,102,48,55,27,17,43,52,92,71,44,71,89,54,31,59,27,75,24,88,38,52,98,33,16,77,28,49,97,26,21,16,31,59,32,37,22,62,35,56,34,52,25,379,32,29,70,12,53,28,38,18,37,37,23,82,65,132,43,82,20,28,90,13,24,24,16,15,18,32,74,37,21,0,0,35,34,18,50,52,24,19,19,60,17,36,87,16,32,78,29,29,45,32,25,32,22,32,77,43,35,22,30,89,97,108,37,59,34,51,33,30
"hsa_piR_016659",28,62,30,35,41,63,10,41,28,45,46,26,41,44,33,16,48,62,42,77,60,46,51,29,109,27,31,44,64,60,95,30,28,37,137,81,80,66,70,36,35,46,28,144,34,53,49,52,61,61,48,29,77,108,76,58,12,83,294,121,60,95,60,33,125,63,104,83,139,33,29,84,133,33,31,2497,49,26,44,95,637,18,0,30,18,43,38,45,31,19,24,44,55,43,1184,90,37,100,51,19,58,67,639,55,192,24,57,417,81,67,107,78,84,47,43,64,32,38,19,52,29
