"","MET8","HB16","MET11","HB15","HB14","MET12","HB50","HB39","HB38","HB36","HB42","HB32","HB62","HB22","HB60","HB44","HB52","HB31","HB58","HB64","HB29","HB30","HB56","HB33","HB54","HB46","HB25","HB59","HB63","HB65","HB66","HB23","HB21","HB61","HB27","HB35","HB24","HB26","HB47","HB40","HB41","HB37","HB49","HB17","HB53","HB55","HB34","HB45","HB28","HB57","HB18","HB43","HB20","HB19","HB67","HB51","HB76","HB75","HB71","HB72","HB77","HC21","MET20","HB70","HC19","HB74","MET21","MET19","HB73","HB69","HB81","HC20","HB80","HC22","HB78","HB68","HB79","HB4","HC1","MET5","HB7","MET3","MET15","MET1","HB12","HC6","HC11","HC9","HC4","HB10","HB11","HB5","HC8","HC14","HB13","HC10","MET7","HC12","HC17","HC2","HC18","HC13","HB3","HC16","HB9","MET4","HC7","MET2","MET16","HB1","MET13","MET17","HC5","MET6","MET10","HB2","HB8","MET18","MET14","HC15","MET9"
"hsa-let-7b-5p",1916,4411,2318,2001,3121,3637,634,2255,869,2356,3435,2526,2611,4186,2770,1312,4110,4426,2632,7025,2515,4142,5285,3285,11280,1340,1626,1566,13903,2601,3626,3966,1946,2931,7518,5827,10391,3594,7172,1366,1909,5971,1857,7552,7522,3802,2425,3010,3912,5013,2161,1073,6296,7114,3162,2785,1610,15260,12674,11445,2498,5866,2818,1512,4435,3505,10442,5045,11298,2609,3732,6760,8159,3185,3887,31318,1287,3871,2667,1970,34110,2289,412,2639,3877,2266,2526,4214,4506,2507,3372,8159,2744,3536,38416,4766,2763,6093,4358,3878,5031,2560,36812,3745,7404,1787,4336,9444,4141,8263,12562,3687,5440,3271,2546,7430,2371,3087,1695,6029,2977
"hsa-miR-223-3p",354,338,1474,237,340,626,143,207,186,392,146,119,359,213,353,518,835,929,779,528,430,1025,1629,283,330,174,373,334,1110,117,413,455,283,184,2161,415,1629,885,322,237,162,179,142,829,649,165,240,955,519,306,281,123,535,387,539,169,215,567,786,8249,293,833,2764,164,411,362,1964,4496,1105,255,710,889,6852,848,744,1250,198,179,219,2196,464,534,65,371,628,346,268,207,275,239,267,525,334,231,541,505,921,449,315,251,359,339,803,375,720,378,332,7699,881,322,1430,1560,864,783,1072,579,141,374,628,742,566
"hsa-miR-3124-5p",125,114,87,111,127,119,0,30,35,65,27,36,60,94,78,44,52,53,54,36,78,31,50,54,61,69,91,53,36,45,76,101,130,64,94,89,37,95,59,76,71,111,73,80,38,70,102,109,138,90,221,90,142,102,96,103,55,59,32,168,106,123,179,60,159,52,187,184,60,45,86,118,55,188,78,44,80,80,64,63,32,57,14,50,18,65,68,55,95,58,64,66,113,85,48,77,114,101,113,68,138,87,33,88,60,91,147,117,78,58,86,124,140,108,60,75,105,103,84,164,110
"hsa-miR-3196",116,210,86,154,126,147,0,17,22,79,15,41,120,97,81,68,24,48,50,38,59,61,74,110,69,90,90,81,29,98,100,87,185,83,70,112,49,99,91,156,157,77,124,105,49,116,100,111,131,107,193,174,151,148,102,133,120,61,73,158,116,140,132,82,157,59,99,172,79,66,113,108,87,188,117,87,202,157,130,51,16,41,12,121,21,84,101,81,112,106,138,105,101,79,35,106,154,136,99,111,141,114,38,123,81,140,146,53,94,93,111,88,131,76,50,97,79,126,91,133,90
"hsa-miR-4502",56,42,38,59,45,43,0,13,17,11,0,11,18,52,17,10,24,17,18,17,11,17,32,46,27,40,23,36,21,17,14,19,25,41,26,47,42,29,47,17,30,30,28,37,55,32,23,41,54,49,97,35,39,41,43,48,31,20,31,92,19,49,59,36,47,0,57,71,13,34,45,32,32,50,20,19,23,32,26,0,0,21,0,20,11,26,48,10,45,21,23,29,38,32,20,25,32,37,36,41,59,52,36,39,23,27,64,55,42,20,32,31,28,12,30,26,26,30,33,69,37
"hsa-miR-676-5p",43,22,23,30,18,30,0,0,13,11,10,17,10,30,13,0,0,16,19,13,17,12,18,23,14,32,0,18,12,13,10,18,18,23,15,42,10,24,30,19,29,16,16,16,12,17,26,20,21,0,52,17,27,35,14,27,15,17,12,49,18,36,47,0,39,18,56,51,13,35,33,20,30,36,24,10,11,15,0,24,11,17,10,14,0,16,11,13,18,16,10,12,20,17,11,19,28,25,27,14,20,21,17,19,20,34,33,39,22,0,28,33,21,40,22,0,44,31,40,40,38
