"","MET8","HB16","MET11","HB15","HB14","MET12","HB50","HB39","HB38","HB36","HB42","HB32","HB62","HB22","HB60","HB44","HB52","HB31","HB58","HB64","HB29","HB30","HB56","HB33","HB54","HB46","HB25","HB59","HB63","HB65","HB66","HB23","HB21","HB61","HB27","HB35","HB24","HB26","HB47","HB40","HB41","HB37","HB49","HB17","HB53","HB55","HB34","HB45","HB28","HB57","HB18","HB43","HB20","HB19","HB67","HB51","HB76","HB75","HB71","HB72","HB77","HC21","MET20","HB70","HC19","HB74","MET21","MET19","HB73","HB69","HB81","HC20","HB80","HC22","HB78","HB68","HB79","HB4","HC1","MET5","HB7","MET3","MET15","MET1","HB12","HC6","HC11","HC9","HC4","HB10","HB11","HB5","HC8","HC14","HB13","HC10","MET7","HC12","HC17","HC2","HC18","HC13","HB3","HC16","HB9","MET4","HC7","MET2","MET16","HB1","MET13","MET17","HC5","MET6","MET10","HB2","HB8","MET18","MET14","HC15","MET9"
"hsa-let-7b-5p",1916,4411,2318,2001,3121,3637,634,2255,869,2356,3435,2526,2611,4186,2770,1312,4110,4426,2632,7025,2515,4142,5285,3285,11280,1340,1626,1566,13903,2601,3626,3966,1946,2931,7518,5827,10391,3594,7172,1366,1909,5971,1857,7552,7522,3802,2425,3010,3912,5013,2161,1073,6296,7114,3162,2785,1610,15260,12674,11445,2498,5866,2818,1512,4435,3505,10442,5045,11298,2609,3732,6760,8159,3185,3887,31318,1287,3871,2667,1970,34110,2289,412,2639,3877,2266,2526,4214,4506,2507,3372,8159,2744,3536,38416,4766,2763,6093,4358,3878,5031,2560,36812,3745,7404,1787,4336,9444,4141,8263,12562,3687,5440,3271,2546,7430,2371,3087,1695,6029,2977
"hsa-miR-143-3p",1131,491,743,549,542,751,73,207,122,434,122,149,270,690,414,291,404,669,449,334,309,868,562,491,288,553,343,559,547,209,405,332,449,416,654,652,922,445,458,339,335,389,193,611,534,434,339,799,506,588,2111,547,755,617,695,487,279,419,801,2615,526,707,1713,333,884,328,1336,1444,491,528,821,491,1341,932,519,799,458,290,253,602,466,366,64,228,303,397,339,163,370,284,238,419,447,454,281,252,550,519,404,372,753,400,504,496,452,520,710,1151,761,358,594,1121,538,696,614,408,420,747,1494,1078,687
"hsa-miR-223-3p",354,338,1474,237,340,626,143,207,186,392,146,119,359,213,353,518,835,929,779,528,430,1025,1629,283,330,174,373,334,1110,117,413,455,283,184,2161,415,1629,885,322,237,162,179,142,829,649,165,240,955,519,306,281,123,535,387,539,169,215,567,786,8249,293,833,2764,164,411,362,1964,4496,1105,255,710,889,6852,848,744,1250,198,179,219,2196,464,534,65,371,628,346,268,207,275,239,267,525,334,231,541,505,921,449,315,251,359,339,803,375,720,378,332,7699,881,322,1430,1560,864,783,1072,579,141,374,628,742,566
"hsa-miR-3196",116,210,86,154,126,147,0,17,22,79,15,41,120,97,81,68,24,48,50,38,59,61,74,110,69,90,90,81,29,98,100,87,185,83,70,112,49,99,91,156,157,77,124,105,49,116,100,111,131,107,193,174,151,148,102,133,120,61,73,158,116,140,132,82,157,59,99,172,79,66,113,108,87,188,117,87,202,157,130,51,16,41,12,121,21,84,101,81,112,106,138,105,101,79,35,106,154,136,99,111,141,114,38,123,81,140,146,53,94,93,111,88,131,76,50,97,79,126,91,133,90
"hsa-miR-627-5p",28,11,16,12,15,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,11,0,0,0,14,11,0,0,0,0,15,11,18,0,10,10,0,0,0,0,21,0,12,11,16,15,10,21,0,17,11,13,16,0,0,15,20,0,0,22,0,10,0,27,25,0,0,0,0,10,10,19,0,0,13,0,12,0,13,10,0,0,0,0,0,10,0,0,0,10,10,0,0,0,0,11,0,11,0,0,0,11,18,14,23,14,0,16,12,11,11,18,0,17,0,23,21,14
"hsa-miR-676-5p",43,22,23,30,18,30,0,0,13,11,10,17,10,30,13,0,0,16,19,13,17,12,18,23,14,32,0,18,12,13,10,18,18,23,15,42,10,24,30,19,29,16,16,16,12,17,26,20,21,0,52,17,27,35,14,27,15,17,12,49,18,36,47,0,39,18,56,51,13,35,33,20,30,36,24,10,11,15,0,24,11,17,10,14,0,16,11,13,18,16,10,12,20,17,11,19,28,25,27,14,20,21,17,19,20,34,33,39,22,0,28,33,21,40,22,0,44,31,40,40,38
