"primary_gene_id","Molecule","combined_score","sig_count","fischers_combined_p","mean_logFC","MeanDecreaseGini_mean","stability","identified_biomarker","rank.fischers_combined_p","rank.abs_mean_logFC","rank.MeanDecreaseGini_mean","rank.stability","score.identified_biomarker"
"PPME1","Q9Y570",13766,12,166.479514601317,0.72276584448225,0.00357688078261608,8,0,3748,3649,2867,3502,0
"COPS7B","Q9H9Q2",13758,8,152.324542286416,0.852080324996939,0.00486263232700488,6,0,3661,3822,3263,3012,0
"POLR1C","O15160",13748,12,169.667284324738,0.636711161688357,0.00633657050955207,6,0,3767,3467,3502,3012,0
"EEF1B2","P24534",13740,2,108.07363570518,-0.731793204691266,0.00466919037345797,9,0,3217,3661,3220,3642,0
"SUN2","Q9UH99",13728.5,6,142.263144946611,0.628524274253831,0.00550335043308297,7,0,3591,3442,3390,3305.5,0
"PRKAA2","P54646",13718,3,122.134189291282,-1.10362218148946,0.0051557750979272,6,0,3383,3991,3332,3012,0
"PPP2R1A","P30153",13716.5,8,166.107250084233,-0.497372113739614,0.00774210714430024,7,0,3744,3033,3634,3305.5,0
"AMER2","Q8N7J2",13716.5,1,111.594528018115,0.351629120793246,0.0177864351603438,17,0,3272,2399,3996,4049.5,0
"CYB5A","P00167",13715.5,2,123.264724725041,-1.0184409317139,0.00971522137690245,5,0,3398,3944,3772,2601.5,0
"ITGA3","P26006",13700.5,8,146.926368920856,-0.57859657391365,0.00582371727549392,7,0,3618,3330,3447,3305.5,0
"MLH1","P40692",13691,12,161.940086752136,-1.03780779002463,0.0039035979063089,6,0,3720,3960,2999,3012,0
"NUFIP2","Q7Z417",13684.5,8,128.923936520665,-0.71790708347088,0.0049202710532763,7,0,3461,3640,3278,3305.5,0
"PPP3CA","Q08209",13678.5,6,151.022870263284,-0.73258229286453,0.00966612646962028,5,0,3647,3662,3768,2601.5,0
"HLA-DQB1","P01920",13674,3,114.844086052412,0.472877167514802,0.00727182511079105,11,0,3308,2947,3599,3820,0
"MPDZ","O75970",13671.5,4,114.358425151787,0.498763127711366,0.00719322378089049,10,0,3302,3037,3590,3742.5,0
"ABCC3","O15438",13669,8,136.917284963484,0.610059242392025,0.00853619128776579,6,0,3550,3407,3700,3012,0
"SAA4","P35542",13662.5,6,130.123650603999,0.624612685951567,0.00579097139759679,7,0,3479,3436,3442,3305.5,0
"GFM1","Q96RP9",13662,6,120.097531926799,-0.540071003916178,0.00497234477253053,11,0,3361,3190,3291,3820,0
"PAG1","Q9NWQ8",13661.5,26,244.760313079403,-1.63135661850353,0.00635109809287047,4,0,3997,4104,3504,2056.5,0
"ATAD1","Q8NBU5",13658,7,133.053982265897,-0.846167047926125,0.00511190007160595,6,0,3507,3815,3324,3012,0
"GABRB2","P47870",13657,3,109.842964282437,0.564582650440491,0.00611062506384797,9,0,3252,3286,3477,3642,0
"DARS2","Q6PI48",13657,3,127.780643145172,0.432583376591298,0.00995971687998183,9,0,3447,2784,3784,3642,0
"AJM1","C9J069",13652,2,119.608543545298,-0.672749408369142,0.00479962627974586,8,0,3358,3549,3243,3502,0
"CHERP","Q8IWX8",13651.5,5,118.795688632524,0.760404673472847,0.00492184149378886,7,0,3349,3718,3279,3305.5,0
"ATP2B4","P23634",13646.5,14,186.961588051447,-0.473851261997044,0.00671887831778059,7,0,3845,2949,3547,3305.5,0
"UPF1","Q92900",13631,11,163.641888626309,0.431211195349396,0.00611909743883792,9,0,3731,2780,3478,3642,0
"SHROOM3","Q8TF72",13625.5,1,97.5332404880355,0.448745782516611,0.00924308421397016,14,0,3041,2861,3749,3974.5,0
"AIFM2","Q9BRQ8",13625,7,129.060200310199,0.75339067708891,0.00584738011537278,6,0,3462,3701,3450,3012,0
"GOT1","P17174",13623,2,108.104628050623,0.545461271471612,0.00546075092426755,11,0,3219,3202,3382,3820,0
"KIAA1671","Q9BY89",13621,6,144.125691207318,-0.751058138163794,0.00503729622747095,6,0,3605,3695,3309,3012,0
"UROD","P06132",13620.5,1,94.2638349631742,-0.519267180377544,0.00967751372908561,10,0,2996,3113,3769,3742.5,0
"OSBPL6","Q9BZF3",13618,1,96.7967386324712,0.555042250801705,0.0085787998682027,9,0,3029,3243,3704,3642,0
"F2","P00734",13610.5,5,133.901089911999,-0.277809115357649,0.0488401759236262,15,0,3517,1976,4110,4007.5,0
"SYNJ2","O15056",13605,3,134.96847682125,0.84819722926884,0.00479104657621086,6,0,3534,3818,3241,3012,0
"TFIP11","Q9UBB9",13602.5,8,138.542909550011,-1.059678032172,0.00607249380292212,5,0,3564,3967,3470,2601.5,0
"EIF2S2","P20042",13599.5,10,154.696916051471,-0.90376754197896,0.00585547327577906,5,0,3677,3870,3451,2601.5,0
"ITM2B","Q9Y287",13599,19,195.830830201997,-1.14627662309077,0.00235637913971034,8,0,3875,4014,2208,3502,0
"TOP1","P11387",13588.5,11,188.172949132594,0.800795621193036,0.00541282523018329,5,0,3850,3760,3377,2601.5,0
"DGAT1","O75907",13587,1,114.973194371866,-0.707590484471036,0.00396030850664718,9,0,3309,3622,3014,3642,0
"SMC1A","Q14683",13586,8,179.071775839043,0.406399441307247,0.00593650890964029,9,0,3811,2672,3461,3642,0
"C1QB","P02746",13575.5,10,158.458316259266,0.637943991058199,0.0102669626200017,5,0,3699,3475,3800,2601.5,0
"TPM2","P07951",13575.5,3,120.120970446078,-0.392916657381206,0.0077721735603005,14,0,3362,2603,3636,3974.5,0
"SNCA","P37840",13574,5,143.106143676729,-0.533208414820891,0.0102377126942495,6,0,3597,3167,3798,3012,0
"DLG4","P78352",13573.5,4,106.450385354059,0.33848157810945,0.0252374001102089,15,0,3181,2331,4054,4007.5,0
"FARP1","Q9Y4F1",13572,2,107.233641886013,0.455360215397176,0.0112497853145145,9,0,3197,2886,3847,3642,0
"RAB8B","Q92930",13562.5,22,224.69109818733,1.30463872306707,0.0061609908327017,4,0,3955,4069,3482,2056.5,0
"ATRN","O75882",13560,6,138.532521854725,-0.658709724268617,0.00599080537012829,6,0,3563,3521,3464,3012,0
"LDAH","Q9H6V9",13547,1,109.174639185383,0.660112475766727,0.00431887532110133,9,0,3245,3524,3136,3642,0
"SNRNP70","P08621",13540.5,6,127.224189303558,0.681659841620653,0.00468460821575238,7,0,3441,3571,3223,3305.5,0
"BCAS2","O75934",13539.5,8,152.949323389335,-1.03252942050179,0.00300387763176833,7,0,3666,3954,2614,3305.5,0
"PDIA3","P30101",13538.5,11,165.368335506254,-0.327419422648829,0.0100062016361666,10,0,3741,2265,3790,3742.5,0
"ABR","Q12979",13529,6,124.445445241907,0.348312970069008,0.0114419039999484,12,0,3411,2379,3855,3884,0
"HCN2","Q9UL51",13527.5,9,154.368496996154,-0.658687701129144,0.00398577245824924,7,0,3675,3520,3027,3305.5,0
"MAP2K3","P46734",13521,6,127.150058160628,-0.474400285222097,0.00617941600409631,9,0,3440,2955,3484,3642,0
"EHD3","Q9NZN3",13520,4,134.413921875168,0.677556908133335,0.00566926729709271,6,0,3526,3563,3419,3012,0
"LIMS1","P48059",13515.5,3,117.459773155333,1.20284754235611,0.00347390802434281,7,0,3336,4043,2831,3305.5,0
"NF1","P21359",13511,7,159.757288530875,0.371003335867676,0.0102939888039552,8,0,3704,2503,3802,3502,0
"MAN1A2","O60476",13509,4,105.593839020007,0.504616880012915,0.00972906236417247,8,0,3173,3060,3774,3502,0
"THOC7","Q6I9Y2",13503,0,71.627546174558,0.661882635746261,0.00726255143810737,11,0,2559,3528,3596,3820,0
"MRAS","O14807",13501,1,88.1147129353258,0.447923892988153,0.0138564232302499,11,0,2900,2853,3928,3820,0
"MRPL50","Q8N5N7",13499,1,86.0240865400655,0.649521208463665,0.00763828338343778,8,0,2875,3497,3625,3502,0
"NUBP2","Q9Y5Y2",13493.5,1,88.6173065071177,0.476774965361645,0.00835611089123507,13,0,2915,2966,3679,3933.5,0
"RUSF1","Q96GQ5",13492.5,1,108.370044610629,0.453054491758233,0.00799045461189424,10,0,3229,2874,3647,3742.5,0
"GALNT7","Q86SF2",13469,12,166.62980017478,0.939242483964849,0.00343109626626695,6,0,3750,3894,2813,3012,0
"ITGAV","P06756",13466,6,152.133065315394,0.260208982599305,0.0244211579970908,12,0,3660,1874,4048,3884,0
"ABAT","P80404",13464.5,8,149.638585060949,-0.452255777509216,0.00805293627301192,7,0,3638,2871,3650,3305.5,0
"EPCAM","P16422",13463,1,106.328562769914,0.659059888654376,0.00926598955621453,6,0,3179,3522,3750,3012,0
"AK5","Q9Y6K8",13461,13,173.292990354389,-0.500483588655028,0.00388790614287922,9,0,3780,3044,2995,3642,0
"TBK1","Q9UHD2",13456,4,125.994693388413,0.450813233747418,0.00521911861731494,11,0,3422,2868,3346,3820,0
"GRAMD4","Q6IC98",13453,3,117.619394910416,-0.462789286772143,0.00857426395578866,8,0,3339,2909,3703,3502,0
"LPP","Q93052",13449.5,0,101.434797855386,-0.679011417399901,0.00608318766838621,7,0,3105,3566,3473,3305.5,0
"GLS","O94925",13448.5,1,89.7872396958211,-0.376900726696857,0.0207178961266104,14,0,2930,2527,4017,3974.5,0
"STRAP","Q9Y3F4",13445.5,7,143.867121254601,0.420955516832066,0.0102117917650668,7,0,3602,2742,3796,3305.5,0
"MCM7","P33993",13423,15,183.740530897399,-0.933431362544262,0.00316816957282807,6,0,3832,3892,2687,3012,0
"OCIAD2","Q56VL3",13421,7,133.563104786715,0.527026592459429,0.009295861158168,6,0,3515,3142,3752,3012,0
"NTM","Q9P121",13418,3,102.661951178742,-0.843196615985405,0.00608260451475258,6,0,3121,3813,3472,3012,0
"GPX3","P22352",13416,10,153.714417493601,0.703565174980753,0.00304153625832048,8,0,3671,3611,2632,3502,0
"SH3GLB1","Q9Y371",13414.5,2,102.153024575396,0.641899630831859,0.00645095823337309,7,0,3113,3480,3516,3305.5,0
"CUL1","Q13616",13411,6,142.262023181622,-0.520259748069544,0.00456033583662897,8,0,3590,3117,3202,3502,0
"C11orf54","Q9H0W9",13410,6,134.187313212721,-0.793660210145609,0.00425012052184316,6,0,3525,3752,3121,3012,0
"TMPO","P42166",13407,10,151.776467215422,0.533759947933256,0.00689562337616019,6,0,3658,3171,3566,3012,0
"CDK12","Q9NYV4",13403.5,4,117.636555576585,0.78230090788482,0.00397409454815337,7,0,3340,3739,3019,3305.5,0
"CPSF1","Q10570",13401.5,7,151.47360290469,0.929938233199153,0.00484651371733415,5,0,3654,3889,3257,2601.5,0
"NTPCR","Q9BSD7",13401,6,108.868936324879,-0.655857979262202,0.0078523372954501,6,0,3238,3510,3641,3012,0
"CLCC1","Q96S66",13399,2,118.829934352036,-0.52704658709613,0.00558429291096474,8,0,3350,3143,3404,3502,0
"WDR35","Q9P2L0",13398.5,4,117.767618728995,0.54189533903312,0.00680324301973683,7,0,3343,3193,3557,3305.5,0
"TRAPPC5","Q8IUR0",13398,6,151.816609552073,0.717611207927924,0.00415279640552086,6,0,3659,3638,3089,3012,0
"FRG1","Q14331",13392.5,1,104.163799741742,-0.689234098775223,0.0052782745527407,7,0,3150,3584,3353,3305.5,0
"GET3","O43681",13353.5,1,78.864449446835,-0.800559053600775,0.00689723019670388,7,0,2722,3759,3567,3305.5,0
"CALU","O43852",13352.5,3,109.93218063198,-0.625175045960526,0.00529355425610669,7,0,3253,3437,3357,3305.5,0
"UTP3","Q9NQZ2",13343.5,4,131.287455067998,-0.972260530471907,0.00516222664504398,5,0,3490,3918,3334,2601.5,0
"NEFM","P07197",13338.5,6,140.260781940251,-0.237155955927335,0.0273600463687462,14,0,3575,1724,4065,3974.5,0
"QSOX1","O00391",13333.5,1,80.3239294378141,-0.473015948560677,0.00845849861230935,13,0,2762,2948,3690,3933.5,0
"ROBO1","Q9Y6N7",13330,4,117.37277991135,0.41054914986333,0.00621626688338359,11,0,3334,2687,3489,3820,0
"IGHM","P01871",13327,1,111.620852970255,0.47019070568996,0.00609102488020647,9,0,3273,2938,3474,3642,0
"BCKDK","O14874",13324.5,4,120.348950578205,-0.846000578504033,0.00670891793433131,5,0,3363,3814,3546,2601.5,0
"ALOX5AP","P20292",13312.5,8,163.525915586683,0.754034881596414,0.00292201213818861,7,0,3729,3705,2573,3305.5,0
"CYBB","P04839",13306,7,154.957027034087,-0.553111273407521,0.0036162388568143,8,0,3680,3234,2890,3502,0
"LSP1","P33241",13304.5,0,75.2430405514642,-0.514089711145896,0.0105553072179711,10,0,2657,3092,3813,3742.5,0
"BLM","P54132",13302.5,3,135.435950756648,0.613540475794528,0.00929184133513545,5,0,3536,3414,3751,2601.5,0
"MT-CO2","P00403",13295,0,80.2282217995932,-0.490148249479298,0.00868626968717358,11,0,2758,3007,3710,3820,0
"NAA35","Q5VZE5",13293.5,20,205.484500109617,-0.968795390938101,0.00565333304122778,4,0,3909,3915,3413,2056.5,0
"IPO4","Q8TEX9",13286,1,99.0043414516107,0.619965816714262,0.00437519953792736,9,0,3063,3429,3152,3642,0
"PCBP1","Q15365",13280,5,130.657607548734,-0.788334533082208,0.00288651751495041,8,0,3483,3745,2550,3502,0
"TOMM20","Q15388",13280,3,114.544073999966,-0.529398549320094,0.00508183977611357,8,0,3305,3153,3320,3502,0
"MCUR1","Q96AQ8",13260,1,86.5618592194621,0.53606380781771,0.00677721154508434,9,0,2883,3181,3554,3642,0
"UBA7","P41226",13256.5,8,159.943466760543,0.753164522792549,0.00481597972170862,5,0,3705,3700,3250,2601.5,0
"CTNNB1","P35222",13251.5,15,175.988454220266,-0.528455974651041,0.00392708320719628,7,0,3797,3147,3002,3305.5,0
"ACAP2","Q15057",13246.5,7,147.839527652961,0.836608505180469,0.00467458420173725,5,0,3623,3801,3221,2601.5,0
"TAP1","Q03518",13244,2,109.09545480234,-0.716217783309676,0.00528393648834825,6,0,3243,3634,3355,3012,0
"VASP","P50552",13242.5,5,130.587361823705,-0.461916950129713,0.00672070441082825,7,0,3482,2907,3548,3305.5,0
"EIF3F","O00303",13241,5,130.114331208054,0.679836590879109,0.00449885450247361,6,0,3478,3567,3184,3012,0
"HDAC6","Q9UBN7",13231,1,102.877296579468,0.534880717900081,0.00495527722432117,9,0,3124,3178,3287,3642,0
"SELENOP","P49908",13227.5,7,148.296352513588,0.692152380452172,0.00561249187230611,5,0,3629,3590,3407,2601.5,0
"ERP44","Q9BS26",13226,1,92.7973584637485,-0.753815596225179,0.00669163712257125,6,0,2971,3703,3540,3012,0
"HERC2","O95714",13222,0,74.0904704679798,-0.542596278039079,0.00714112639833374,11,0,2621,3195,3586,3820,0
"HBD","P02042",13194.5,6,129.255519067802,0.469583381221547,0.00624382198419081,7,0,3464,2934,3491,3305.5,0
"AKAP13","Q12802",13189,0,90.5137786493976,-0.607129069323316,0.0052008520329573,8,0,2942,3403,3342,3502,0
"PITPNM1","O00562",13179,4,117.407194332664,-0.47477109455164,0.00548258407485188,8,0,3335,2957,3385,3502,0
"RPL6","Q02878",13173,4,128.64386640812,-0.399901919201478,0.00705638761863314,8,0,3457,2634,3580,3502,0
"VGF","O15240",13150,7,150.957340130745,-0.440925236660387,0.00446782790194555,8,0,3646,2824,3178,3502,0
"EPB41L3","Q9Y2J2",13145,0,108.339228333281,-0.245323599495285,0.0307605348966182,18,0,3228,1774,4078,4065,0
"SNX12","Q9UMY4",13137,3,108.204016930558,-0.718102392487881,0.00485415888043496,6,0,3223,3641,3261,3012,0
"MMP8","P22894",13135,3,110.508753714813,-0.404628009243418,0.00869656433808137,8,0,3260,2662,3711,3502,0
"S100A4","P26447",13130,7,134.608292241869,-0.674934007614368,0.00400953272266538,6,0,3531,3553,3034,3012,0
"DIAPH2","O60879",13129.5,7,130.804367261725,-0.601409859505028,0.00375514540352136,7,0,3486,3389,2949,3305.5,0
"METTL7A","Q9H8H3",13127.5,0,85.4160841900786,-0.470041649241915,0.00713377562146602,10,0,2863,2937,3585,3742.5,0
"LYAR","Q9NX58",13125,13,163.861910727521,-1.07448279821197,0.00170416764773542,12,0,3734,3973,1534,3884,0
"ANLN","Q9NQW6",13124,3,114.386915429643,0.461469667824659,0.00565938333345959,8,0,3304,2903,3415,3502,0
"UGP2","Q16851",13118.5,7,129.232167419906,0.529442601062241,0.00453579807264422,7,0,3463,3155,3195,3305.5,0
"PFDN5","Q99471",13112.5,4,122.185222826028,-0.788482103576966,0.00541354150239464,5,0,3386,3747,3378,2601.5,0
"CDC42BPA","Q5VT25",13109,0,103.362888634778,0.404779690568932,0.00827375914723068,9,0,3134,2663,3670,3642,0
"MAPK8IP3","Q9UPT6",13105.5,5,129.913072661327,0.860682211126442,0.00455999279108973,5,0,3471,3832,3201,2601.5,0
"RBMX","P38159",13102.5,2,100.743666370332,0.912558680681853,0.00665409571909572,5,0,3091,3875,3535,2601.5,0
"VIRMA","Q69YN4",13101.5,2,90.653390177932,0.453808121363139,0.00665897086518772,10,0,2944,2879,3536,3742.5,0
"ETHE1","O95571",13100.5,1,85.3548336888593,0.723834193879285,0.00494623344795575,7,0,2859,3651,3285,3305.5,0
"PCOLCE2","Q9UKZ9",13094,1,73.909190987558,0.500013593212019,0.0074214422894492,11,0,2619,3042,3613,3820,0
"CADM3","Q8N126",13092.5,3,128.896402113804,-0.507398902906069,0.00485022449275646,7,0,3460,3067,3260,3305.5,0
"CSNK2B","P67870",13091.5,6,127.530490424428,-0.513283987013998,0.0048440267793209,7,0,3444,3087,3255,3305.5,0
"GLUL","P15104",13091,8,148.547287042183,-0.291886944489678,0.006495469214832,12,0,3633,2055,3519,3884,0
"CAPZA2","P47755",13089.5,5,133.258817758096,0.551465623213202,0.0040476625915053,7,0,3510,3227,3047,3305.5,0
"PCSK1N","Q9UHG2",13087,2,113.556378765561,-0.534432491546067,0.00423536998662386,8,0,3294,3175,3116,3502,0
"RETREG2","Q8NC44",13081.5,9,157.765017639531,-0.522602629116253,0.00379529212583083,7,0,3695,3120,2961,3305.5,0
"MRPL27","Q9P0M9",13081.5,2,95.0592435125482,0.955418066505595,0.00681137363725599,5,0,3011,3909,3560,2601.5,0
"CUL3","Q13618",13075,6,146.652931672674,0.415519865885797,0.00903273424450411,6,0,3617,2708,3738,3012,0
"WNK1","Q9H4A3",13066.5,13,176.541453705241,0.525850210581632,0.0065747728935413,5,0,3800,3138,3527,2601.5,0
"UNC13D","Q70J99",13065,2,92.9078179837256,0.405208054126353,0.0136240159291933,8,0,2974,2665,3924,3502,0
"SBF1","O95248",13060,5,131.969204499962,-0.286164901404111,0.0123006741140783,9,0,3497,2029,3892,3642,0
"FAF1","Q9UNN5",13046.5,8,144.257941564893,-0.79366396418137,0.00414184988690036,5,0,3607,3753,3085,2601.5,0
"FCN2","Q15485",13040.5,5,122.955491993133,0.700980227883032,0.00580810901183091,5,0,3396,3600,3443,2601.5,0
"MCAM","P43121",13039,5,134.945144402706,0.466331931064055,0.00698511144348639,6,0,3533,2918,3576,3012,0
"ATP1A1","P05023",13036.5,15,175.427862552831,-0.338371347964902,0.00731331825132752,7,0,3795,2330,3606,3305.5,0
"GCDH","Q92947",13035,4,134.532607051711,0.700503557479936,0.00363237231178408,6,0,3529,3598,2896,3012,0
"LRRC8D","Q7L1W4",13029.5,0,101.035372956083,-0.558164622593858,0.00534820818166194,7,0,3097,3258,3369,3305.5,0
"ME2","P23368",13028,5,116.621934404788,-0.372247091175133,0.0068097166433672,9,0,3321,2506,3559,3642,0
"MAP1A","P78559",13016,2,123.267378757246,0.337357812737589,0.00806045737624375,9,0,3399,2323,3652,3642,0
"DTNBP1","Q96EV8",13014.5,6,143.085014976607,0.615214417470769,0.00556174421561149,5,0,3596,3415,3402,2601.5,0
"GRIA2","P42262",13011,6,126.21877216822,-0.409456970908691,0.00397768664771761,12,0,3426,2678,3023,3884,0
"NUDT3","O95989",13004.5,2,121.289868866172,0.476053387684494,0.00532621350289049,7,0,3371,2964,3364,3305.5,0
"MAGED2","Q9UNF1",13003,7,129.340206508248,-0.771615559242318,0.00340115828790893,6,0,3465,3728,2798,3012,0
"SLC6A9","P48067",12987,0,81.6201719635166,0.416204269095107,0.0109222001172202,9,0,2798,2713,3834,3642,0
"TMEM70","Q9BUB7",12987,10,154.597376705197,-0.75490124201196,0.00223979884998865,8,0,3676,3708,2101,3502,0
"TRIM47","Q96LD4",12981.5,6,136.914754576661,-0.363911185726429,0.00818774458902848,7,0,3549,2464,3663,3305.5,0
"ICAM3","P32942",12981,3,99.0569935491658,0.34588364224557,0.00893004327440456,11,0,3066,2365,3730,3820,0
"OCRL","Q01968",12979,2,95.9963198176706,0.522909154839701,0.00454073025701509,9,0,3017,3122,3198,3642,0
"MRPL45","Q9BRJ2",12979,2,92.4883112967585,-0.702939263363527,0.00551716349129998,6,0,2969,3606,3392,3012,0
"PLOD2","O00469",12960.5,2,97.3021241279723,0.284495257180451,0.0163683078637751,13,0,3036,2015,3976,3933.5,0
"MRPS25","P82663",12955.5,0,91.6463689182862,0.566812598108681,0.00555324473454336,7,0,2959,3293,3398,3305.5,0
"DHX36","Q9H2U1",12954,7,150.269187356784,0.480430759372972,0.00507329904593096,6,0,3643,2982,3317,3012,0
"RTCB","Q9Y3I0",12954,4,126.652658224735,0.604535062090354,0.00422477406412256,6,0,3431,3398,3113,3012,0
"NONO","Q15233",12949,11,146.124438825456,-0.535431493676716,0.00307471386716911,8,0,3615,3179,2653,3502,0
"BRCC3","P46736",12934,2,124.026604348658,0.51567740239204,0.00566702362040227,6,0,3409,3097,3416,3012,0
"CAMK2A","Q9UQM7",12932,4,142.098802966732,-0.269228293675041,0.0126053985115705,8,0,3589,1940,3901,3502,0
"SEC14L2","O76054",12931.5,0,112.274868849136,0.401302038131583,0.00850899390312703,7,0,3282,2646,3698,3305.5,0
"OLA1","Q9NTK5",12923,10,162.794894203599,-0.722860929492241,0.0028677566313975,6,0,3724,3650,2537,3012,0
"BZW2","Q9Y6E2",12921.5,11,165.085313997924,0.821418453500358,0.00524101802337096,4,0,3738,3780,3347,2056.5,0
"CAMKV","Q8NCB2",12902,2,120.427538013753,-0.343961878487648,0.00669610009417868,9,0,3364,2354,3542,3642,0
"CRYL1","Q9Y2S2",12898.5,12,166.388495061227,0.637529342424895,0.00762941673841099,4,0,3747,3471,3624,2056.5,0
"ENO3","P13929",12895,3,126.967012364139,-0.320088942787686,0.00909914430330525,8,0,3437,2215,3741,3502,0
"RBM15","Q96T37",12886.5,3,115.725123480717,-1.0581807073012,0.00393104485509654,5,0,3315,3966,3004,2601.5,0
"KLC2","Q9H0B6",12882.5,11,166.845521062648,0.820920485015119,0.0049788451760197,4,0,3753,3779,3294,2056.5,0
"CLUH","O75153",12879.5,3,128.750828860345,0.456164864471357,0.00468751216241619,7,0,3459,2891,3224,3305.5,0
"SLC12A2","P55011",12873.5,4,137.007961895211,-0.426137998350567,0.00343678712565193,10,0,3552,2764,2815,3742.5,0
"TMOD1","P28289",12862,3,140.119297652923,0.673109770308648,0.00239659514398645,8,0,3574,3550,2236,3502,0
"OXA1L","Q15070",12862,4,123.839530380736,-0.710523956241325,0.0025194144634325,8,0,3408,3626,2326,3502,0
"SEC31A","O94979",12857,2,120.67541357471,0.410996321576804,0.00440408754956574,9,0,3368,2688,3159,3642,0
"IDH3B","O43837",12855.5,12,169.18400175495,0.891175574839431,0.00303125287967393,5,0,3766,3861,2627,2601.5,0
"SCP2","P22307",12853.5,1,88.578656454867,-0.284313501281976,0.0134300106759426,15,0,2913,2012,3921,4007.5,0
"NAP1L1","P55209",12848.5,2,94.5197615857779,-0.813229598213216,0.00611036442349472,5,0,3001,3770,3476,2601.5,0
"VPS4A","Q9UN37",12844.5,6,149.748721087998,0.874825863046757,0.00499564400463956,4,0,3641,3844,3303,2056.5,0
"NAALAD2","Q9Y3Q0",12834.5,7,141.716104849716,-0.701158082248566,0.007220932962557,4,0,3585,3601,3592,2056.5,0
"TMOD3","Q9NYL9",12832,0,64.1629714155995,0.577088708725955,0.00767821595245497,8,0,2378,3324,3628,3502,0
"PABPN1","Q86U42",12830.5,2,103.249423273186,0.558151324320061,0.00432199150534633,7,0,3129,3257,3139,3305.5,0
"HAUS5","O94927",12825.5,1,78.9411010801347,0.578176532017094,0.00605627775217558,7,0,2725,3328,3467,3305.5,0
"HINT3","Q9NQE9",12821,1,101.361825651246,-0.966624064730468,0.00338720810779634,6,0,3103,3914,2792,3012,0
"ITGB5","P18084",12820.5,3,126.504525217936,0.337873485610717,0.00950376529653821,7,0,3429,2326,3760,3305.5,0
"NDUFAF4","Q9P032",12817,4,131.50280832368,-0.919863800094406,0.00206053193738952,8,0,3494,3880,1941,3502,0
"MPP2","Q14168",12810.5,6,129.387790226501,0.711887392996316,0.00264840474741404,7,0,3466,3628,2411,3305.5,0
"COL6A2","P12110",12810,14,174.349908820473,-0.600546567778244,0.00302643165303012,6,0,3787,3386,2625,3012,0
"BCAR1","P56945",12797,5,121.582804207782,0.588256333516304,0.00405643109613698,6,0,3376,3357,3052,3012,0
"GLUD1","P00367",12792.5,10,149.720746612051,-0.77009088399734,0.00345978867102397,5,0,3640,3726,2825,2601.5,0
"GOLGA3","Q08378",12791,3,92.353655062867,-0.438171998969278,0.00640952387109508,8,0,2966,2811,3512,3502,0
"RPL12","P30050",12790,2,97.6208910421696,0.435266273652666,0.00583687375281574,8,0,3044,2796,3448,3502,0
"STX5","Q13190",12789.5,0,93.4935632830394,-0.706923627765943,0.00708388659471477,5,0,2984,3621,3583,2601.5,0
"CD74","P04233",12788.5,9,149.712463927639,0.595223299966034,0.00445914344618504,5,0,3639,3375,3173,2601.5,0
"SNRPD3","P62318",12786.5,7,125.206747119621,0.841935610135379,0.00630122314128641,4,0,3420,3811,3499,2056.5,0
"FGG","P02679",12772.5,2,113.352325693863,0.553902607291377,0.00373333421398302,7,0,3291,3239,2937,3305.5,0
"PLXNB1","O43157",12765.5,8,160.993803882829,0.570094384091755,0.00437603530513747,5,0,3711,3300,3153,2601.5,0
"NDUFAB1","O14561",12753.5,7,138.23821194468,-0.545915277915575,0.00315242852354617,7,0,3559,3206,2683,3305.5,0
"FOLH1","Q04609",12753.5,9,158.926653977298,0.899848570665229,0.00296285164974535,5,0,3700,3866,2586,2601.5,0
"ECH1","Q13011",12752,0,95.9190576133739,-0.514978662198407,0.00433074002238022,8,0,3014,3095,3141,3502,0
"SMARCD2","Q92925",12750,3,110.109891637024,-0.448302160473352,0.00762594307077885,6,0,3256,2860,3622,3012,0
"TUBB8","Q3ZCM7",12747.5,2,81.2104306129556,0.499668703483114,0.00387060794688246,13,0,2786,3041,2987,3933.5,0
"VPS35","Q96QK1",12746.5,4,124.782282079366,-0.426549364967436,0.00484672186609998,7,0,3417,2766,3258,3305.5,0
"HOMER1","Q86YM7",12736,5,93.2498520625286,-0.478304373679285,0.00434922555102526,9,0,2979,2970,3145,3642,0
"DNMBP","Q6XZF7",12735.5,5,106.172716872014,0.634165973116094,0.00628232965051231,5,0,3178,3461,3495,2601.5,0
"EDC4","Q6P2E9",12734.5,0,95.9190962364746,0.476517861166669,0.00584175648883853,7,0,3015,2965,3449,3305.5,0
"PSMC6","P62333",12732,3,115.006983962125,-0.555359755914563,0.00443259709661372,6,0,3310,3247,3163,3012,0
"PHB1","P35232",12727.5,2,124.563303221396,-0.611802480167578,0.00499079940748941,5,0,3414,3411,3301,2601.5,0
"AKR1A1","P14550",12726,2,96.5758934044236,-0.338151413019045,0.00677333112000829,11,0,3024,2329,3553,3820,0
"NUMA1","Q14980",12718,2,108.628562926949,-0.253491310408146,0.00971778266079238,12,0,3234,1827,3773,3884,0
"ARHGEF10","O15013",12717.5,2,126.83390176049,-0.761388924642366,0.00379554713524146,5,0,3434,3719,2963,2601.5,0
"EMD","P50402",12713,4,103.350934451978,-0.636769949502095,0.00418183122676419,6,0,3133,3468,3100,3012,0
"AP1M1","Q9BXS5",12707.5,5,132.143646230587,-0.572277578412923,0.00499052932837143,5,0,3499,3308,3299,2601.5,0
