"primary_gene_id","Molecule","combined_score","sig_count","fischers_combined_p","mean_logFC","MeanDecreaseGini_mean","stability","identified_biomarker","source1","source2","rank.fischers_combined_p","rank.abs_mean_logFC","rank.MeanDecreaseGini_mean","rank.stability","score.identified_biomarker"
"CHORDC1","Q9UHD1",7187.5,0,69.1290343737398,-0.357988178483766,0.000466374269005848,5,0,NA,NA,2321,2409,108,2349.5,0
"STK39","Q9UEW8",7187,3,102.184485566452,-0.403479721470664,0.00136741221741222,2,0,NA,NA,2997,2613,948,629,0
"AKAP8L","Q9ULX6",7182.5,0,52.652014054122,-0.430798025182006,0.00116606288448394,4,0,NA,NA,1891,2750,738,1803.5,0
"CHGA","P10645",7180.5,0,43.5888169524378,0.240463368028001,0.00123172683033845,7,0,NA,NA,1571,1714,807,3088.5,0
"SOAT1","P35610",7176.5,0,38.9261676078466,-0.191537646882113,0.00326068350403254,4,0,NA,NA,1394,1411,2568,1803.5,0
"ABCF2","Q9UG63",7169,0,60.0677045840207,0.389691748449253,0.00168914981789124,3,0,NA,NA,2100,2564,1312,1193,0
"SETD7","Q8WTS6",7164,0,44.785254343319,-0.402641985683205,0.00284881724379665,2,0,NA,NA,1621,2608,2306,629,0
"SIPA1","Q96FS4",7161.5,0,50.1632473401564,-0.232842768940707,0.00171072849429627,5,0,NA,NA,1810,1669,1333,2349.5,0
"CR1","P17927",7157,3,77.3449511767741,0.420643544297506,0.0020215180604874,1,0,NA,NA,2538,2706,1688,225,0
"CLASP1","Q7Z460",7156.5,0,69.8983507822259,-0.249797380400727,0.00111954106971651,5,0,NA,NA,2345,1769,693,2349.5,0
"WDR44","Q5JSH3",7151,0,74.5346486075209,-0.282726709932075,0.00186130584717542,3,0,NA,NA,2472,1968,1518,1193,0
"CSTF3","Q12996",7145.5,0,34.2391972379414,-0.207265211598189,0.00172352459014334,7,0,NA,NA,1195,1514,1348,3088.5,0
"MAIP1","Q8WWC4",7143.5,0,23.5298951525167,-0.0140565675677761,0.00458469057308686,9,0,NA,NA,436,124,3075,3508.5,0
"ACTN2","P35609",7139,0,49.2662908343962,0.315226726080791,0.00238184878093345,3,0,NA,NA,1779,2183,1984,1193,0
"HNRNPH3","P31942",7137.5,0,22.0014418727293,0.0341484688068344,0.00521482457106172,8,0,NA,NA,321,255,3233,3328.5,0
"FKBP15","Q5T1M5",7136.5,0,24.4065527820624,-0.0561679702299338,0.00399142395318912,8,0,NA,NA,512,431,2865,3328.5,0
"CD38","P28907",7133.5,0,27.5035251317849,-0.0764834864141716,0.00357281137504511,7,0,NA,NA,770,581,2694,3088.5,0
"MGST1","P10620",7129,0,83.4406404608584,-0.339854344277757,0.00187177014305497,2,0,NA,NA,2665,2310,1525,629,0
"DCTN4","Q9UJW0",7113.5,0,55.8091380469806,-0.197049220842775,0.00102349206349206,7,0,NA,NA,1996,1450,579,3088.5,0
"MTHFD1","P11586",7111,0,84.2347819727454,-0.190681847409385,0.00219029216651642,3,0,NA,NA,2683,1405,1830,1193,0
"MRPL50","Q8N5N7",7107.5,0,28.6951545717909,0.22249602209348,0.00167608155002892,8,0,NA,NA,863,1617,1299,3328.5,0
"PEBP1","P30086",7105,0,53.6359712354538,0.319632342054292,0.00212730875255014,3,0,NA,NA,1928,2206,1778,1193,0
"C1QC","P02747",7103,2,88.295535678189,0.350175619713817,0.00209050505004023,1,0,NA,NA,2764,2371,1743,225,0
"TMCC3","Q9ULS5",7100.5,0,23.8316274495997,-0.142797492189975,0.00315919373941942,7,0,NA,NA,453,1057,2502,3088.5,0
"DDX21","Q9NR30",7084,0,93.8955763215245,0.35533448505629,0.00158599060783271,2,0,NA,NA,2865,2402,1188,629,0
"SDC3","O75056",7082,0,63.2213771117559,-0.375900795782427,0.00160736208923515,3,0,NA,NA,2183,2491,1215,1193,0
"LDHB","P07195",7079.5,0,35.1408088033095,-0.121879231222614,0.00483776166236802,4,0,NA,NA,1243,892,3141,1803.5,0
"ATAD3B","Q5T9A4",7079.5,0,56.047643790126,0.243898258681356,0.0018911547049143,4,0,NA,NA,2002,1733,1541,1803.5,0
"TRAPPC8","Q9Y2L5",7077.5,0,43.3484613995059,-0.114813799920983,0.00287939118963097,5,0,NA,NA,1558,840,2330,2349.5,0
"CALB1","P05937",7077,0,26.9118873284159,-0.138401636786558,0.00323944934014884,6,0,NA,NA,728,1025,2556,2768,0
"RAF1","P04049",7076.5,0,17.7492818113915,-0.0534602630835329,0.00672780101219613,7,0,NA,NA,96,405,3487,3088.5,0
"MYO1D","O94832",7075,0,51.694004374493,0.15224538877498,0.00401466487996618,3,0,NA,NA,1867,1141,2874,1193,0
"GABRB3","P28472",7073.5,1,51.5419316165826,-0.552868814701484,0.000648671023965142,4,0,NA,NA,1861,3178,231,1803.5,0
"PDXK","O00764",7066.5,1,69.6286730152323,-0.385504632812206,0.000832903091060986,4,0,NA,NA,2333,2543,387,1803.5,0
"JAKMIP2","Q96AA8",7066.5,1,53.2739306737063,0.413514518138547,0.00304515530656707,0,0,NA,NA,1915,2675,2438,38.5,0
"TAP1","Q03518",7062,0,45.9405526177647,-0.310145711569003,0.00245152602867935,3,0,NA,NA,1665,2154,2050,1193,0
"GBP1","P32455",7053.5,0,26.8283969579315,-0.008843450848367,0.00417790723676722,8,0,NA,NA,718,69,2938,3328.5,0
"FLOT1","O75955",7051.5,0,82.2735172508671,-0.235718072211016,0.00133923321123321,4,0,NA,NA,2640,1688,920,1803.5,0
"BCL2L13","Q9BXK5",7047.5,0,60.177626782529,0.195196882491038,0.00203864704025129,4,0,NA,NA,2104,1438,1702,1803.5,0
"ADNP","Q9H2P0",7046.5,0,52.9569648729889,-0.296848385204873,0.00165278147989818,4,0,NA,NA,1900,2072,1271,1803.5,0
"MKLN1","Q9UL63",7046,0,48.3518916397452,-0.381652622806649,0.00193650541532423,3,0,NA,NA,1746,2525,1582,1193,0
"CRMP1","Q14194",7044,0,53.6124764020445,-0.274287873422681,0.00241627091346906,3,0,NA,NA,1926,1905,2020,1193,0
"FAM114A2","Q9NRY5",7034,1,69.6361947787209,-0.329780043339284,0.00217471551839973,2,0,NA,NA,2334,2256,1815,629,0
"IFT122","Q9HBG6",7023,1,46.3880232098765,0.297040990078274,0.00248715675793075,3,0,NA,NA,1682,2075,2073,1193,0
"HGS","O14964",7020.5,0,41.1803238276023,0.191918638178173,0.00287401604592007,4,0,NA,NA,1474,1416,2327,1803.5,0
"CLASP2","O75122",7014,2,92.9176323735908,0.430550719306909,0.000645391709739536,3,0,NA,NA,2845,2749,227,1193,0
"ITIH1","P19827",7013,3,103.218488788799,0.454973496050294,0.000992669552669551,2,0,NA,NA,3008,2834,542,629,0
"RCL1","Q9Y2P8",7012.5,0,43.6447829153589,0.250417526206417,0.00222906460758267,4,0,NA,NA,1574,1773,1862,1803.5,0
"ACTBL2","Q562R1",7011,0,48.2707574109102,0.319240041080244,0.000718843404808317,6,0,NA,NA,1743,2204,296,2768,0
"CCT2","P78371",6997.5,0,42.5549072195807,0.167062847336879,0.0030197945618853,4,0,NA,NA,1526,1241,2427,1803.5,0
"TOMM22","Q9NS69",6997,1,63.9257726424648,-0.593183820353691,0.0016671815158812,1,0,NA,NA,2196,3289,1287,225,0
"NDUFV3","P56181",6993.5,0,35.8056782197064,0.202018819887941,0.00225893683195033,5,0,NA,NA,1275,1485,1884,2349.5,0
"COX6B1","P14854",6989.5,1,64.4371753089623,-0.260322770961205,0.00154325227060521,4,0,NA,NA,2211,1833,1142,1803.5,0
"MFN1","Q8IWA4",6988,0,32.497602900203,0.157287418906135,0.00232911148016519,6,0,NA,NA,1105,1169,1946,2768,0
"GLRX3","O76003",6984.5,0,58.1494683421602,-0.373650919267596,0.000450396825396826,5,0,NA,NA,2058,2478,99,2349.5,0
"SNX13","Q9Y5W8",6984,0,47.1495291727587,-0.337681152610612,0.00214271057039173,3,0,NA,NA,1709,2294,1788,1193,0
"RUFY1","Q96T51",6980.5,0,32.8214433796689,-0.205351285915212,0.00323849625270907,4,0,NA,NA,1124,1498,2555,1803.5,0
"TMX2","Q9Y320",6979,3,74.5293988237477,-0.231289826521974,0.00271293756238029,2,0,NA,NA,2471,1657,2222,629,0
"RGS12","O14924",6978.5,0,27.2202318069337,0.0240694393853734,0.00362014500496957,8,0,NA,NA,751,183,2716,3328.5,0
"ZCCHC8","Q6NZY4",6971.5,0,62.5946484543873,-0.279197591115858,0.00147863257691741,4,0,NA,NA,2159,1935,1074,1803.5,0
"PYGB","P11216",6970.5,0,30.1451805710834,-0.0824338057030397,0.00280860961670357,7,0,NA,NA,972,628,2282,3088.5,0
"RPS16","P62249",6970.5,0,57.7854952387894,0.494828251038572,0.0004938403644286,4,0,NA,NA,2049,2986,132,1803.5,0
"EXOSC10","Q01780",6970.5,2,103.763898746278,-0.605669063498254,0.00103187134502924,0,0,NA,NA,3013,3331,588,38.5,0
"VCP","P55072",6968.5,0,48.0235560734278,0.147894167994714,0.00214361328528298,5,0,NA,NA,1734,1096,1789,2349.5,0
"DARS1","P14868",6968,0,78.5201944082015,-0.213624431925938,0.00198286038116473,3,0,NA,NA,2561,1566,1648,1193,0
"OLFM4","Q6UX06",6967.5,0,32.628824132694,-0.232793550877011,0.0022016786270768,5,0,NA,NA,1114,1668,1836,2349.5,0
"ACE","P12821",6966.5,0,37.470015418234,-0.17660600534987,0.00236273343548006,5,0,NA,NA,1334,1311,1972,2349.5,0
"STXBP5","Q5T5C0",6962.5,0,32.4336730720175,-0.136851355063994,0.00315723566592799,5,0,NA,NA,1101,1012,2500,2349.5,0
"ATL2","Q8NHH9",6959.5,0,37.26637871541,0.146975950691914,0.00144188141923436,9,0,NA,NA,1328,1091,1032,3508.5,0
"SRP54","P61011",6958.5,0,82.367299519854,-0.412117512854173,0.00195148320146772,0,0,NA,NA,2643,2668,1609,38.5,0
"PPP6R1","Q9UPN7",6958.5,0,53.5883743452435,-0.288561381449151,0.00111147191147191,5,0,NA,NA,1924,2005,680,2349.5,0
"RALB","P11234",6957.5,1,81.4882375968245,-0.376306537651799,0.000241111111111111,4,0,NA,NA,2629,2494,31,1803.5,0
"ALDH9A1","P49189",6954,0,52.7783537802804,0.257034006823544,0.00337326415432018,2,0,NA,NA,1896,1815,2614,629,0
"NOTCH3","Q9UM47",6953.5,0,34.6339020973805,0.210455036596784,0.0029829291978186,4,0,NA,NA,1212,1535,2403,1803.5,0
"CCDC88B","A6NC98",6943.5,0,43.9834429722254,0.219027115480117,0.00177021830594586,5,0,NA,NA,1589,1594,1411,2349.5,0
"VPS53","Q5VIR6",6941.5,2,94.1563180192638,-0.280004874871342,0.000770979312645979,4,0,NA,NA,2870,1944,324,1803.5,0
"LYZ","P61626",6939,0,48.7252263053915,0.234822391163059,0.00284107838635279,3,0,NA,NA,1764,1684,2298,1193,0
"TBCE","Q15813",6936.5,0,34.2557854116878,-0.168808703551868,0.00356097593650653,4,0,NA,NA,1197,1249,2687,1803.5,0
"RPL22","P35268",6935.5,0,19.6348593448996,0.0839438466066767,0.00337149745054669,9,0,NA,NA,176,639,2612,3508.5,0
"IGF2BP2","Q9Y6M1",6929.5,0,36.9312758442419,-0.134296387959747,0.00387740577718689,4,0,NA,NA,1316,985,2825,1803.5,0
"DPP10","Q8N608",6927,1,83.5388451530817,-0.211456203438134,0.00250466942355488,2,0,NA,NA,2669,1547,2082,629,0
"MOG","Q16653",6924.5,0,50.7432544761858,-0.142219304047314,0.0020299374039178,5,0,NA,NA,1830,1051,1694,2349.5,0
"PDE1C","Q14123",6916,2,100.878284801479,0.539686157467952,0.00102715151515152,1,0,NA,NA,2974,3132,585,225,0
"NAGK","Q9UJ70",6916,0,76.1898593439127,0.259651668187243,0.00232800385934253,2,0,NA,NA,2514,1829,1944,629,0
"CCT7","Q99832",6915,0,70.9119218944199,0.315981138415002,0.0015580753523782,3,0,NA,NA,2379,2187,1156,1193,0
"PRKCB","P05771",6912.5,0,76.6487792190954,-0.251589556159689,0.000689460317460318,5,0,NA,NA,2525,1780,258,2349.5,0
"RDH14","Q9HBH5",6912.5,0,42.6885546420303,0.305032949739212,0.00132515420050553,5,0,NA,NA,1534,2125,904,2349.5,0
"AKT2","P31751",6908.5,0,27.6659513492112,0.150699756461798,0.00347641342413272,5,0,NA,NA,788,1124,2647,2349.5,0
"DHX38","Q92620",6902.5,0,63.5747420241607,0.282242705234624,0.000846288996147658,5,0,NA,NA,2188,1965,400,2349.5,0
"CALB2","P22676",6899,0,44.4215650291042,0.288983461753404,0.00251595409521106,3,0,NA,NA,1606,2011,2089,1193,0
"VPS37A","Q8NEZ2",6895,0,52.1576187151055,0.281709810571832,0.00223670747396238,3,0,NA,NA,1877,1959,1866,1193,0
"SCAMP3","O14828",6894,0,101.863676828293,-0.45514714706345,0.00126635137853229,1,0,NA,NA,2990,2836,843,225,0
"SEPTIN4","O43236",6891.5,1,63.9491469136605,-0.287567017297375,0.000791815044858523,5,0,NA,NA,2198,1995,349,2349.5,0
"TMEM43","Q9BTV4",6889,1,70.004874776369,0.406836954728353,0.00200930848861284,1,0,NA,NA,2350,2638,1676,225,0
"ADAM22","Q9P0K1",6888,1,62.1886907658179,0.402178510008094,0.0018539711458251,2,0,NA,NA,2144,2607,1508,629,0
"SMARCD1","Q96GM5",6886.5,0,43.9916167734686,-0.272100641535171,0.00146456251746107,5,0,NA,NA,1591,1890,1056,2349.5,0
"RTN1","Q16799",6876.5,0,32.7085660397092,0.0928602206200026,0.00207587772973944,8,0,NA,NA,1120,702,1726,3328.5,0
"DIRAS1","O95057",6873,1,61.5495249080806,-0.400469645467527,0.00230819664342776,1,0,NA,NA,2124,2600,1924,225,0
"MAN2A2","P49641",6866.5,0,31.8301611309413,0.150561972048448,0.00287452442076568,5,0,NA,NA,1066,1123,2328,2349.5,0
"PYCR2","Q96C36",6866,0,51.1435241195955,-0.297335977205993,0.00209140051165604,3,0,NA,NA,1852,2077,1744,1193,0
"PARP9","Q8IXQ6",6864.5,0,66.9916462398543,0.352532077786302,0.000853265688559806,4,0,NA,NA,2267,2390,404,1803.5,0
"FASN","P49327",6863.5,0,21.6223108536163,-0.0516484758437239,0.00467961405281908,7,0,NA,NA,288,385,3102,3088.5,0
"COG3","Q96JB2",6863.5,0,41.4385378912813,0.208990170939156,0.00244708913018551,4,0,NA,NA,1483,1528,2049,1803.5,0
"KIF13A","Q9H1H9",6862,0,50.9793488765324,-0.514877999727553,0.00209192635263573,1,0,NA,NA,1841,3051,1745,225,0
"APPL1","Q9UKG1",6862,0,59.0618732613835,-0.282108059550629,0.00196953227221769,3,0,NA,NA,2074,1964,1631,1193,0
"RBM28","Q9NW13",6860.5,0,27.4274465705309,-0.172867422102186,0.0044063841068485,4,0,NA,NA,763,1280,3014,1803.5,0
"DNAJC11","Q9NVH1",6860,0,41.6271587104435,0.20851974902228,0.00349913694492642,3,0,NA,NA,1489,1523,2655,1193,0
"RPL19","P84098",6857.5,0,46.4740136575517,-0.268108082539062,0.00137310954153059,5,0,NA,NA,1685,1870,953,2349.5,0
"SCD5","Q86SK9",6847.5,0,34.0061689359473,-0.178710861204739,0.00321567057069395,4,0,NA,NA,1185,1324,2535,1803.5,0
"EML4","Q9HC35",6843,0,80.9695890755193,0.53128868543537,0.000946960248214118,2,0,NA,NA,2616,3103,495,629,0
"PLXNB1","O43157",6837.5,0,65.4117356760312,0.272343191134165,0.000811111111111111,5,0,NA,NA,2233,1891,364,2349.5,0
"CDKAL1","Q5VV42",6835.5,0,21.407222746136,-0.120857263853013,0.00264053775527056,9,0,NA,NA,269,885,2173,3508.5,0
"EPM2AIP1","Q7L775",6835.5,0,52.4650861433313,0.346020378491073,0.00122052978041536,4,0,NA,NA,1886,2350,796,1803.5,0
"BCCIP","Q9P287",6835,0,73.7424544315503,-0.518540781100764,0.00112290402049454,2,0,NA,NA,2452,3057,697,629,0
"EMD","P50402",6834,0,36.3501865325439,0.158920933357983,0.00194337184654426,6,0,NA,NA,1293,1180,1593,2768,0
"PHGDH","O43175",6833.5,0,48.0365166106298,0.274343687873388,0.00126591129868018,5,0,NA,NA,1735,1907,842,2349.5,0
"PNN","Q9H307",6831.5,0,29.2653815010306,0.139528167208511,0.00466092771444109,4,0,NA,NA,900,1035,3093,1803.5,0
"GSN","P06396",6830.5,0,39.1490884976724,-0.123298118848114,0.00264102819809214,5,0,NA,NA,1403,903,2175,2349.5,0
"UPF1","Q92900",6826.5,0,56.6940726486709,0.177871784864609,0.00201943904298192,4,0,NA,NA,2019,1319,1685,1803.5,0
"CKAP4","Q07065",6825.5,1,50.1763707876133,-0.191652405116974,0.0021551636940058,4,0,NA,NA,1812,1414,1796,1803.5,0
"SARS1","P49591",6822.5,0,23.4621566810239,-0.1360935379334,0.00447852666443244,5,0,NA,NA,432,1000,3041,2349.5,0
"EPB41L1","Q9H4G0",6810,0,79.4970432532578,-0.304918476667944,0.00182457668692963,2,0,NA,NA,2587,2122,1472,629,0
"PRPF6","O94906",6802.5,0,38.6757644910055,-0.117464038640217,0.00270272209598525,5,0,NA,NA,1383,861,2209,2349.5,0
"EXOC1","Q9NV70",6802,0,39.5029643848073,-0.147948457619737,0.00185923428618166,6,0,NA,NA,1421,1097,1516,2768,0
"NELFE","P18615",6800.5,0,36.4459845394208,0.129410238824602,0.00371642601396488,4,0,NA,NA,1294,949,2754,1803.5,0
"PSMA2","P25787",6797,1,75.2993042338765,0.579152039781519,0.000891965811965812,2,0,NA,NA,2494,3246,428,629,0
"SEPTIN2","Q15019",6797,0,54.8082345447951,-0.265571798326248,0.00213794562162983,3,0,NA,NA,1958,1861,1785,1193,0
"PMVK","Q15126",6796,0,25.844328947986,0.100358353719873,0.00347321719091796,6,0,NA,NA,637,745,2646,2768,0
"PTK7","Q13308",6793.5,0,22.8371218110833,0.010445789055689,0.00435967401845986,8,0,NA,NA,383,86,2996,3328.5,0
"BTF3L4","Q96K17",6788,0,38.2521595384666,-0.244635315517959,0.00312650966966756,3,0,NA,NA,1368,1742,2485,1193,0
"MX2","P20592",6772.5,0,50.5271843699222,-0.330971842104294,0.00349049518958242,0,0,NA,NA,1822,2259,2653,38.5,0
"NUDT9","Q9BW91",6770,0,54.2758623732633,-0.369345814698946,0.00208843206501101,2,0,NA,NA,1943,2459,1739,629,0
"MTMR1","Q13613",6768.5,0,51.5471397503364,0.282405971982119,0.00103529754559166,5,0,NA,NA,1862,1966,591,2349.5,0
"U2AF2","P26368",6766,1,72.2782588634692,0.425943063289485,0.00140994240327574,2,0,NA,NA,2409,2730,998,629,0
"STIP1","P31948",6761,0,53.9507900044744,0.128379598081348,0.0035716071191088,3,0,NA,NA,1935,941,2692,1193,0
"RANGAP1","P46060",6760.5,0,24.8972526973009,-0.165679568432445,0.00226527251919409,7,0,NA,NA,552,1227,1893,3088.5,0
"ISY1","Q9ULR0",6757.5,0,44.9903490426275,-0.209008706133882,0.00215056769983241,4,0,NA,NA,1631,1529,1794,1803.5,0
"TUBGCP2","Q9BSJ2",6748.5,0,47.0832035075644,-0.319360111259364,0.000941827485380118,5,0,NA,NA,1707,2205,487,2349.5,0
"F11R","Q9Y624",6746.5,0,34.7592182439243,-0.232377517290376,0.0012015873015873,7,0,NA,NA,1218,1663,777,3088.5,0
"IVD","P26440",6746,0,22.7707426170353,0.0834879122591821,0.00424387093973924,6,0,NA,NA,379,635,2964,2768,0
"SLC8A1","P32418",6742.5,0,63.1106987583028,0.42958651709732,0.000122222222222222,4,0,NA,NA,2181,2746,12,1803.5,0
"SPTLC2","O15270",6740,0,86.7125515114631,0.439351371468036,0.0014145377225388,1,0,NA,NA,2736,2777,1002,225,0
"FYN","P06241",6739.5,0,30.6871960684354,0.127584241254809,0.00436039904737598,4,0,NA,NA,1007,932,2997,1803.5,0
"HECTD3","Q5T447",6739,3,109.67441993866,-0.309934917857309,0.000715641025641026,3,0,NA,NA,3101,2153,292,1193,0
"CNBP","P62633",6735.5,0,25.973701904332,-0.0834212299402502,0.00293449064981573,7,0,NA,NA,646,632,2369,3088.5,0
"PSMD5","Q16401",6734,0,51.1061524878342,-0.331363702393982,0.00239507261052646,2,0,NA,NA,1848,2261,1996,629,0
"EMILIN1","Q9Y6C2",6731.5,0,31.1535275275338,-0.128704060098892,0.00200096691423007,7,0,NA,NA,1029,945,1669,3088.5,0
"EXOC4","Q96A65",6724,0,66.7597560989099,0.208822718052698,0.00285140360762544,2,0,NA,NA,2260,1526,2309,629,0
"SNRNP40","Q96DI7",6722,0,30.3315956756194,-0.214925705810335,0.00176056546792474,6,0,NA,NA,986,1573,1395,2768,0
"CENPF","P49454",6720,0,45.9101505174002,-0.296889595788143,0.00291747889695021,2,0,NA,NA,1663,2073,2355,629,0
"SERPIND1","P05546",6716,0,56.1743517591229,0.1672235536578,0.00279261454785956,3,0,NA,NA,2008,1243,2272,1193,0
"TBC1D15","Q8TC07",6716,0,68.4928569868302,0.33758459589929,0.00184262326578116,2,0,NA,NA,2304,2293,1490,629,0
"DNPH1","O43598",6714,0,51.0276632507482,-0.365073819157304,0.00162818082788671,3,0,NA,NA,1844,2436,1241,1193,0
"RPL35A","P18077",6713.5,0,76.4479931547005,0.293404136667481,0.000785792913656691,4,0,NA,NA,2520,2047,343,1803.5,0
"LIMCH1","Q9UPQ0",6713.5,0,54.7953572648795,-0.259693221397966,0.00152594758586413,4,0,NA,NA,1957,1830,1123,1803.5,0
"SERPINE2","P07093",6712.5,0,26.5015193486351,-0.128929997232988,0.00539550759469232,4,0,NA,NA,689,947,3273,1803.5,0
"SEC31A","O94979",6710.5,0,60.0723647346725,0.221074546902581,0.00159509257437646,4,0,NA,NA,2101,1606,1200,1803.5,0
"S100A10","P60903",6705.5,0,40.7187998076244,-0.337950519773342,0.00104655615988949,5,0,NA,NA,1457,2297,602,2349.5,0
"ERF","P50548",6704,0,37.6925306731228,0.210745761479076,0.00505302250174508,2,0,NA,NA,1342,1541,3192,629,0
"MRE11","P49959",6702,0,47.6526795246128,0.341660944540679,0.00181762678440697,3,0,NA,NA,1725,2324,1460,1193,0
"STARD10","Q9Y365",6699,0,55.6449603413365,-0.339765290368242,0.00211365486365486,2,0,NA,NA,1992,2309,1769,629,0
"TRIM32","Q13049",6691.5,0,40.89449458097,0.223895592766304,0.00216220162191176,4,0,NA,NA,1463,1620,1805,1803.5,0
"YARS1","P54577",6690,0,46.887740192361,0.254643578838556,0.00239557836279167,3,0,NA,NA,1699,1800,1998,1193,0
"RBM27","Q9P2N5",6680.5,0,34.1749264076089,0.121812245980575,0.00165261351482938,8,0,NA,NA,1192,890,1270,3328.5,0
"UTP3","Q9NQZ2",6679,0,81.1863681824226,-0.65626041546614,0.000812619047619047,1,0,NA,NA,2622,3465,367,225,0
"TNPO3","Q9Y5L0",6675,0,45.1957494166022,-0.233918944453538,0.00365168511703066,2,0,NA,NA,1639,1676,2731,629,0
"VPS35","Q96QK1",6663.5,0,77.3712245672406,-0.285297656684586,0.000781555277081593,4,0,NA,NA,2540,1979,341,1803.5,0
"LRRC40","Q9H9A6",6663,4,97.4267700688857,0.372418932482834,0.00107700480447608,2,0,NA,NA,2920,2472,642,629,0
"DGKB","Q9Y6T7",6662,0,85.1245904187381,0.358931445525195,0.00133985697367848,2,0,NA,NA,2700,2412,921,629,0
"NDUFA9","Q16795",6659.5,0,63.065909017813,0.238088447478908,0.000888970487716618,5,0,NA,NA,2180,1705,425,2349.5,0
"TES","Q9UGI8",6650,1,48.4862907379109,0.250062064205561,0.00231138480408898,3,0,NA,NA,1755,1772,1930,1193,0
"GSPT1","P15170",6646.5,0,31.591632304551,0.170087182082062,0.00163475061975062,7,0,NA,NA,1053,1256,1249,3088.5,0
"ERC1","Q8IUD2",6646.5,0,51.6367586037107,0.208498538926311,0.00181606414182001,4,0,NA,NA,1866,1521,1456,1803.5,0
"EPHX2","P34913",6638,1,78.5335583385806,-0.438138769113632,0.00110288824202617,2,0,NA,NA,2563,2774,672,629,0
"TIMP1","P01033",6635,0,31.2968774408962,0.102060670758951,0.00249234902467101,6,0,NA,NA,1038,755,2074,2768,0
"IREB2","P48200",6629,0,53.2730191059927,0.24301636902962,0.00292089336849601,2,0,NA,NA,1914,1728,2358,629,0
"RHBDF1","Q96CC6",6623.5,0,25.3019379172265,-0.0281090261951084,0.00314858783457411,8,0,NA,NA,588,213,2494,3328.5,0
"NECAB2","Q7Z6G3",6614,0,82.4524375403802,-0.488502360700237,0.000825216182011314,2,0,NA,NA,2645,2959,381,629,0
"CCDC90B","Q9GZT6",6612,0,49.5030686184018,0.241018250080272,0.00229921029425415,3,0,NA,NA,1787,1717,1915,1193,0
"MYH10","P35580",6610,0,37.5880895908827,0.104203737942323,0.00565684215278418,3,0,NA,NA,1338,764,3315,1193,0
"PCSK6","P29122",6608,0,53.6084594172539,-0.314893672616625,0.00168777499303815,3,0,NA,NA,1925,2180,1310,1193,0
"DOCK7","Q96N67",6606.5,0,47.5164663876418,0.16694608383203,0.00220770800407023,4,0,NA,NA,1718,1239,1846,1803.5,0
"STXBP1","P61764",6605.5,0,57.968324629561,0.199003066475602,0.0016642271795213,4,0,NA,NA,2053,1465,1284,1803.5,0
"LYAR","Q9NX58",6605.5,0,27.8370197697308,-0.116817783399062,0.00485556934484944,4,0,NA,NA,801,855,3146,1803.5,0
"IQGAP1","P46940",6604.5,0,26.0283084368377,-0.0550323904636252,0.00270588436901404,8,0,NA,NA,649,415,2212,3328.5,0
"REEP5","Q00765",6603,0,43.9471137376175,0.16176361067059,0.00145746249682176,6,0,NA,NA,1588,1198,1049,2768,0
"PLTP","P55058",6602.5,0,48.4562756149558,-0.338700091446861,0.000603685300207038,5,0,NA,NA,1753,2302,198,2349.5,0
"LRSAM1","Q6UWE0",6601.5,0,22.7071792575881,0.0322566534652114,0.00408981122214559,7,0,NA,NA,374,239,2900,3088.5,0
"PRKAA1","Q13131",6594,0,56.983913289093,-0.250786994175896,0.00262977438770784,2,0,NA,NA,2022,1776,2167,629,0
"NID1","P14543",6593.5,0,38.8915335443316,-0.174386799511199,0.00253289440433495,4,0,NA,NA,1393,1294,2103,1803.5,0
"CDC42BPA","Q5VT25",6591,0,47.6637109083824,0.205115258291138,0.00104525480367586,6,0,NA,NA,1727,1496,600,2768,0
"RPA1","P27694",6585.5,0,26.2558912517136,0.159863301870755,0.0016082005072098,9,0,NA,NA,674,1187,1216,3508.5,0
"TMEM256","Q8N2U0",6577,0,78.4136414421325,-0.519430454350568,0.000774635820320031,2,0,NA,NA,2557,3065,326,629,0
"UBAC1","Q9BSL1",6572,0,36.3300391842913,0.298749504675719,0.00325644751483492,2,0,NA,NA,1291,2088,2564,629,0
"TAPBP","O15533",6571,0,54.7542277654135,-0.225932055002167,0.000628402116402115,6,0,NA,NA,1956,1629,218,2768,0
"HCLS1","P14317",6566.5,0,34.8078068053154,0.234811585972409,0.00222519095719096,4,0,NA,NA,1223,1683,1857,1803.5,0
"JAGN1","Q8N5M9",6562.5,0,24.055791819729,-0.0894750468449798,0.0077565991665667,4,0,NA,NA,472,680,3607,1803.5,0
"ADCYAP1R1","P41586",6559,0,42.2073323057605,0.380934068541788,0.00227284103031471,2,0,NA,NA,1511,2521,1898,629,0
"SLC9A6","Q92581",6552,0,42.3088087044211,0.228676619450085,0.00268432764692719,3,0,NA,NA,1515,1644,2200,1193,0
"ATP6V1H","Q9UI12",6552,0,61.5185748451702,-0.253770075874724,0.0018028288313376,3,0,NA,NA,2122,1792,1445,1193,0
"BNIP3L","O60238",6551,0,45.1746593520681,-0.345936172637559,0.00174184492646825,3,0,NA,NA,1638,2348,1372,1193,0
"SERPINA4","P29622",6550,0,52.4048620767659,0.228058258563202,0.00219894257073207,3,0,NA,NA,1883,1641,1833,1193,0
