"primary_gene_id","Molecule","combined_score","sig_count","fischers_combined_p","mean_logFC","MeanDecreaseGini_mean","stability","identified_biomarker","source1","source2","rank.fischers_combined_p","rank.abs_mean_logFC","rank.MeanDecreaseGini_mean","rank.stability","score.identified_biomarker"
"ATP1A1","P05023",13987.5,18,189.652802087882,-0.337851738092122,0.0145096547737336,15,0,NA,NA,3808,2296,3910,3973.5,0
"SLC25A11","Q02978",13986,12,187.102716908319,0.678180725724092,0.00395425176962934,12,0,NA,NA,3792,3516,2851,3827,0
"GPM6A","P51674",13981.5,8,160.686248649637,-0.644484241267979,0.00626750873725253,9,0,NA,NA,3618,3443,3412,3508.5,0
"PCYT1A","P49585",13979.5,19,198.529541561927,0.920920847874788,0.00502213164668946,7,0,NA,NA,3841,3869,3181,3088.5,0
"ATPAF2","Q8N5M1",13978,10,158.169440155409,-1.13495750435925,0.00762821842758488,6,0,NA,NA,3600,4013,3597,2768,0
"KIF21A","Q7Z4S6",13976,22,210.617853533556,-0.627788512909144,0.0044360170050418,10,0,NA,NA,3899,3399,3021,3657,0
"JPT1","Q9UK76",13972.5,8,151.103856302081,-0.993299924029158,0.00620619683317684,7,0,NA,NA,3545,3935,3404,3088.5,0
"ACO1","P21399",13972,15,180.998695086851,0.398412647446628,0.0111783648206918,12,0,NA,NA,3755,2593,3797,3827,0
"IL1RAP","Q9NPH3",13971.5,18,190.37278548794,0.65708911552917,0.00502669273177579,9,0,NA,NA,3812,3468,3183,3508.5,0
"LGALS9","O00182",13969.5,7,151.648452343204,1.01831814968107,0.00601658280142697,7,0,NA,NA,3550,3953,3378,3088.5,0
"COG5","Q9UP83",13949.5,10,155.778453626775,-0.694132658997113,0.0055841938086193,9,0,NA,NA,3583,3553,3305,3508.5,0
"OGFR","Q9NZT2",13945.5,10,163.000206056335,-0.608877602719939,0.00815637934124692,8,0,NA,NA,3631,3347,3639,3328.5,0
"ZMPSTE24","O75844",13943.5,20,199.351222773402,-0.706521426206658,0.00437194578288669,9,0,NA,NA,3848,3584,3003,3508.5,0
"SPAG5","Q96R06",13943.5,9,162.21571490503,0.700049267984749,0.00522782802054446,9,0,NA,NA,3626,3572,3237,3508.5,0
"NLRX1","Q86UT6",13942.5,20,204.401991846718,-0.665379764572762,0.0068923237412342,7,0,NA,NA,3864,3487,3503,3088.5,0
"STX3","Q13277",13939,3,123.675238162751,-0.559041901354515,0.00927911244285996,11,0,NA,NA,3282,3194,3707,3756,0
"WDR35","Q9P2L0",13938,10,136.632746098163,0.558641310033911,0.00684807248345679,12,0,NA,NA,3420,3193,3498,3827,0
"VAMP2","P63027",13936.5,10,150.042469157459,-0.924323280798777,0.00444297331493616,9,0,NA,NA,3533,3871,3024,3508.5,0
"SUCLG2","Q96I99",13936.5,7,147.667842444818,0.537038549671104,0.0110806458515522,9,0,NA,NA,3515,3120,3793,3508.5,0
"GRK6","P43250",13927.5,14,184.052548021719,-0.498695697335458,0.00823011548056133,9,0,NA,NA,3772,3002,3645,3508.5,0
"ASRGL1","Q7L266",13924.5,8,150.991487773559,-1.05042654353083,0.00409447082452804,9,0,NA,NA,3543,3970,2903,3508.5,0
"MLC1","Q15049",13923.5,6,152.277368439352,0.590235998620989,0.0102228474958845,8,0,NA,NA,3558,3273,3764,3328.5,0
"MSR1","P21757",13916.5,8,157.011093452623,1.02957228490229,0.00540698897130687,7,0,NA,NA,3593,3957,3278,3088.5,0
"GSTM3","P21266",13914.5,8,154.783409544103,-0.513977137537723,0.010811970872842,9,0,NA,NA,3578,3045,3783,3508.5,0
"TLR7","Q9NYK1",13913.5,2,81.7505625925688,0.616727569701612,0.0145772519637767,16,0,NA,NA,2632,3371,3912,3998.5,0
"NAT10","Q9H0A0",13911,6,146.473506630376,0.452270756905343,0.0153358395866595,10,0,NA,NA,3497,2822,3935,3657,0
"DUSP3","P51452",13904.5,2,89.160047646961,-0.54926857001969,0.0225596178707334,14,0,NA,NA,2776,3163,4028,3937.5,0
"RNASEH2A","O75792",13898.5,3,119.04839529265,0.81937814875277,0.0061024657812243,9,0,NA,NA,3233,3769,3388,3508.5,0
"ABR","Q12979",13898,12,166.742104445413,0.410500861035103,0.0149190757516993,10,0,NA,NA,3658,2658,3925,3657,0
"SAR1B","Q9Y6B6",13887,5,132.23044645898,-1.21252086377853,0.00387308858712146,10,0,NA,NA,3366,4042,2822,3657,0
"SNRPD3","P62318",13882.5,13,174.173260095544,1.0263988338009,0.00477870222249529,7,0,NA,NA,3713,3955,3126,3088.5,0
"PSMC1","P62191",13881.5,18,206.780249050453,0.582757392437354,0.00857047378220173,7,0,NA,NA,3873,3254,3666,3088.5,0
"KARS1","Q15046",13875,5,133.765382021948,-0.947440524170425,0.00418168278912139,10,0,NA,NA,3382,3896,2940,3657,0
"APEX1","P27695",13868,3,125.660646120226,0.593269678587081,0.00646308372822941,12,0,NA,NA,3306,3290,3445,3827,0
"CTNNA1","P35221",13867,4,129.058588200223,0.552495442786156,0.0076926945636125,11,0,NA,NA,3333,3177,3601,3756,0
"TBCC","Q15814",13861.5,16,176.644798924451,-0.810524170854494,0.00450210367369177,8,0,NA,NA,3730,3752,3051,3328.5,0
"UTP20","O75691",13860,1,104.140603010173,0.529422084120417,0.0147195031142838,12,0,NA,NA,3018,3096,3919,3827,0
"LZIC","Q8WZA0",13860,14,174.625457972131,0.712787439287944,0.0107512455140253,6,0,NA,NA,3717,3595,3780,2768,0
"ALDH18A1","P54886",13857,1,104.848063071715,0.585808759037712,0.00980270230371422,12,0,NA,NA,3029,3263,3738,3827,0
"NT5DC3","Q86UY8",13856,15,194.753317191832,-0.773777508836411,0.00734831616898181,6,0,NA,NA,3826,3697,3565,2768,0
"COMMD3","Q9UBI1",13843.5,2,81.1056128323916,0.582357468062462,0.0170149730653486,16,0,NA,NA,2621,3253,3971,3998.5,0
"TRPV2","Q9Y5S1",13836.5,17,191.591118489067,0.934904668139231,0.00384367522472824,8,0,NA,NA,3814,3883,2811,3328.5,0
"YWHAZ","P63104",13833.5,18,184.570922081927,-0.488804168363172,0.0104335679495777,8,0,NA,NA,3773,2961,3771,3328.5,0
"GUCY1A2","P33402",13828.5,6,125.628128270258,-0.878779450402468,0.00502730575279819,9,0,NA,NA,3301,3835,3184,3508.5,0
"CHP1","Q99653",13827,6,146.868048031763,0.540657951551416,0.00592934633701453,12,0,NA,NA,3503,3136,3361,3827,0
"APCS","P02743",13820,7,148.161000945711,0.494712250548677,0.00843233282819411,10,0,NA,NA,3520,2984,3659,3657,0
"NONO","Q15233",13813,15,198.422978461955,-0.635762541882671,0.0109662703522442,6,0,NA,NA,3839,3419,3787,2768,0
"GALM","Q96C23",13812,14,181.954192612191,-0.547764357671516,0.00521755653932525,10,0,NA,NA,3763,3157,3235,3657,0
"HM13","Q8TCT9",13807,5,108.360964571221,0.594999126865862,0.00880169242540944,11,0,NA,NA,3079,3295,3677,3756,0
"SRRT","Q9BXP5",13804.5,9,153.832941264045,0.673039407693322,0.00619708537328464,8,0,NA,NA,3568,3506,3402,3328.5,0
"PPIP5K2","O43314",13803.5,3,120.896904809949,0.797184366484497,0.00558563519156391,9,0,NA,NA,3249,3740,3306,3508.5,0
"PDZD8","Q8NEN9",13796.5,17,179.630957763914,0.447488111255643,0.0147676758233228,8,0,NA,NA,3747,2801,3920,3328.5,0
"SH3GL1","Q99961",13796.5,9,149.298336183404,0.63568463622806,0.00583640201137684,9,0,NA,NA,3528,3418,3342,3508.5,0
"PGM3","O95394",13787,3,116.475026886195,0.544873773629285,0.0109730670484595,10,0,NA,NA,3195,3147,3788,3657,0
"CRYL1","Q9Y2S2",13784.5,14,179.081941330279,0.629845684691214,0.00477922290449295,9,0,NA,NA,3743,3406,3127,3508.5,0
"NDUFB2","O95178",13782.5,4,128.794892587509,0.607733075365276,0.00773195068343975,9,0,NA,NA,3330,3341,3603,3508.5,0
"TMEM30A","Q9NV96",13771,16,191.935444173088,-0.735056983961239,0.00350974929495053,10,0,NA,NA,3815,3639,2660,3657,0
"LTF","P02788",13764.5,15,175.732157556623,-0.312484558745649,0.0141977149293843,15,0,NA,NA,3725,2164,3902,3973.5,0
"F5","P12259",13749.5,14,171.854800551398,0.513826698963614,0.0069236478677989,9,0,NA,NA,3691,3044,3506,3508.5,0
"RFTN1","Q14699",13749.5,12,174.083238624927,-0.767127815575922,0.00537452992296686,7,0,NA,NA,3712,3683,3266,3088.5,0
"PAG1","Q9NWQ8",13745,25,233.656864718348,-1.50367944428023,0.00411791764549965,6,0,NA,NA,3962,4098,2917,2768,0
"CNTFR","P26992",13743,7,122.848040246562,-0.806008389449495,0.00456300649225482,10,0,NA,NA,3271,3746,3069,3657,0
"NCAPD2","Q15021",13742,10,158.74261579972,0.520944089746828,0.00563019595589147,11,0,NA,NA,3604,3069,3313,3756,0
"MRPS18A","Q9NVS2",13736.5,4,122.356578655655,0.720000493259907,0.0105874645176838,7,0,NA,NA,3266,3607,3775,3088.5,0
"ATP11C","Q8NB49",13732.5,18,203.955551429822,0.901615781376617,0.00317544526298912,9,0,NA,NA,3862,3853,2509,3508.5,0
"ATP2A2","P16615",13728,13,166.494450622164,-0.456662896947781,0.00659334505679974,11,0,NA,NA,3656,2847,3469,3756,0
"COG8","Q96MW5",13724.5,8,146.553563943812,-0.538859783920657,0.0104060257433482,8,0,NA,NA,3499,3127,3770,3328.5,0
"SOD2","P04179",13722.5,21,216.44877630708,-0.413939525700643,0.00800199136583366,9,0,NA,NA,3912,2677,3625,3508.5,0
"THEM6","Q8WUY1",13722,7,134.617409396408,-0.564441891359972,0.00653043051586575,10,0,NA,NA,3396,3211,3458,3657,0
"SNAPIN","O95295",13708,4,96.1896834683332,0.663493231121414,0.00866695226805994,10,0,NA,NA,2898,3483,3670,3657,0
"TTLL12","Q14166",13707.5,15,204.355788008963,-0.732101123195334,0.00403384836492478,8,0,NA,NA,3863,3635,2881,3328.5,0
"ITGB8","P26012",13706,8,151.216789562291,-0.444952012421294,0.00922024951635226,10,0,NA,NA,3547,2797,3705,3657,0
"AGT","P01019",13695.5,5,114.64407885722,0.559710450928071,0.0117105226471569,9,0,NA,NA,3168,3198,3821,3508.5,0
"SNF8","Q96H20",13693,28,262.681399291007,-1.13904185842483,0.00405433917966426,6,0,NA,NA,4020,4014,2891,2768,0
"ENO1","P06733",13689.5,12,167.052910837434,-0.293473411575892,0.0163233321466112,17,0,NA,NA,3662,2049,3955,4023.5,0
"CALY","Q9NYX4",13688.5,8,165.177029792912,-1.18725509590902,0.00844509441687095,5,0,NA,NA,3644,4035,3660,2349.5,0
"EMILIN3","Q9NT22",13687.5,4,107.766931477448,0.476840985458064,0.0112572352245237,13,0,NA,NA,3070,2928,3801,3888.5,0
"CPVL","Q9H3G5",13682.5,2,92.9476975121154,0.649704937038053,0.00683649222368444,13,0,NA,NA,2846,3452,3496,3888.5,0
"TSN","Q15631",13679.5,5,122.205700329765,0.546819830081637,0.0101241180349706,9,0,NA,NA,3264,3151,3756,3508.5,0
"TAOK3","Q9H2K8",13679,1,97.2180470805188,0.408765638548785,0.0228346215588727,21,0,NA,NA,2915,2649,4029,4086,0
"STT3B","Q8TCJ2",13674.5,18,194.340854698586,-0.894492427257728,0.00836758542094256,5,0,NA,NA,3823,3846,3656,2349.5,0
"DPYSL5","Q9BPU6",13673.5,7,128.660248285015,0.559535899267587,0.00818425981689439,9,0,NA,NA,3329,3196,3640,3508.5,0
"APOM","O95445",13673,7,142.799847125619,-0.417437608681874,0.0100730941066761,11,0,NA,NA,3475,2689,3753,3756,0
"VAC14","Q08AM6",13665.5,3,103.508819400977,-0.425174988052921,0.0189148805545829,14,0,NA,NA,3010,2723,3995,3937.5,0
"KDM3B","Q7LBC6",13660,17,192.895045272087,-0.974953745287819,0.00492647315514039,6,0,NA,NA,3816,3917,3159,2768,0
"PSIP1","O75475",13659,9,154.578530215398,0.770216322935619,0.00800620379733626,6,0,NA,NA,3576,3689,3626,2768,0
"CUL7","Q14999",13652,2,104.320132454956,0.537499482432986,0.00996118805544675,11,0,NA,NA,3023,3123,3750,3756,0
"ATP7A","Q04656",13649.5,3,97.2191179220277,0.633934887308373,0.0114488776431945,9,0,NA,NA,2916,3415,3810,3508.5,0
"CAPN5","O15484",13648.5,18,207.629560588533,-0.412799659210217,0.00756073160089299,9,0,NA,NA,3877,2673,3590,3508.5,0
"SMARCE1","Q969G3",13647,1,110.661058266275,-0.541799843610276,0.0098136511447505,10,0,NA,NA,3112,3139,3739,3657,0
"VTN","P04004",13646,11,170.176426936063,0.384171573292832,0.00866948765361428,11,0,NA,NA,3681,2538,3671,3756,0
"FKBP9","O95302",13643.5,15,199.22944434686,0.568129324577048,0.00530789887479879,8,0,NA,NA,3844,3220,3251,3328.5,0
"WDR70","Q9NW82",13632.5,1,103.434803717944,0.70004378728724,0.00953812556511657,8,0,NA,NA,3009,3571,3724,3328.5,0
"RPS18","P62269",13626.5,2,106.539723541288,0.694557427485316,0.00695057670518311,9,0,NA,NA,3052,3555,3511,3508.5,0
"TMEM126A","Q9H061",13619.5,13,159.091667903241,-0.54656334938074,0.0104579861297363,7,0,NA,NA,3610,3149,3772,3088.5,0
"PTPN12","Q05209",13616.5,6,141.226813227733,0.489589396228679,0.00892527751790831,9,0,NA,NA,3460,2965,3683,3508.5,0
"ATP5PF","P18859",13613,5,134.06143118305,-0.471715345231527,0.00855809296182916,10,0,NA,NA,3386,2906,3664,3657,0
"ATP6V1F","Q16864",13610.5,4,117.21558838328,-0.698546472962074,0.00421512848609874,13,0,NA,NA,3207,3566,2949,3888.5,0
"RING1","Q06587",13608,6,139.77859975967,-0.595658471677725,0.00513177327426393,10,0,NA,NA,3445,3298,3208,3657,0
"CNTN1","Q12860",13602,10,162.254229304797,-0.420016582431999,0.00696088160244177,11,0,NA,NA,3627,2705,3514,3756,0
"COG7","P83436",13597,25,221.458387775013,-0.936216106104562,0.00242575466443887,11,0,NA,NA,3926,3887,2028,3756,0
"FSCN1","Q16658",13584.5,21,213.22794497274,0.494025905043791,0.00505827140055684,9,0,NA,NA,3903,2979,3194,3508.5,0
"SLC16A2","P36021",13579,2,108.706684002933,-0.679506791636208,0.00568632880811115,10,0,NA,NA,3085,3519,3318,3657,0
"HACE1","Q8IYU2",13577.5,5,144.669879329576,-0.749457384319985,0.00470440045372136,8,0,NA,NA,3485,3656,3108,3328.5,0
"VIM","P08670",13567.5,18,187.757136848744,-0.247607691111035,0.02067352837715,16,0,NA,NA,3798,1756,4015,3998.5,0
"PSMC3","P17980",13565.5,6,135.044064421636,-0.450087379677194,0.00630380922226719,14,0,NA,NA,3400,2811,3417,3937.5,0
"TBC1D9B","Q66K14",13563,6,134.292681344756,-0.393154798425967,0.0120074168477441,11,0,NA,NA,3392,2581,3834,3756,0
"KIAA1671","Q9BY89",13556,7,148.43713040584,-0.734405730780322,0.00346602032046657,11,0,NA,NA,3522,3637,2641,3756,0
"CTNND2","Q9UQB3",13555.5,28,284.128770463959,-0.709209988258252,0.00742965748232378,5,0,NA,NA,4045,3590,3571,2349.5,0
"VNN1","O95497",13555,2,78.7860790187056,0.703671233073796,0.00828571777514771,11,0,NA,NA,2571,3578,3650,3756,0
"TRIM25","Q14258",13551.5,0,125.650844194598,0.551825668958043,0.00736790017255033,9,0,NA,NA,3304,3173,3566,3508.5,0
"PLS3","P13797",13546.5,8,151.366271588196,-0.622488442423396,0.00700454520747696,7,0,NA,NA,3548,3388,3522,3088.5,0
"BCKDHA","P12694",13545.5,4,132.289696535459,-0.348345614520314,0.015003154568873,13,0,NA,NA,3367,2363,3927,3888.5,0
"CLCN3","P51790",13543.5,14,172.165690325921,0.957646435595976,0.00762814450983774,5,0,NA,NA,3693,3905,3596,2349.5,0
"SRSF1","Q07955",13537.5,3,115.193959871115,-0.644412099232861,0.0118226198131049,7,0,NA,NA,3180,3442,3827,3088.5,0
"AQP4","P55087",13534.5,10,181.083124560064,0.685315670000612,0.00411544604814628,8,0,NA,NA,3758,3534,2914,3328.5,0
"FXR1","P51114",13530.5,15,200.623849475277,0.76822098229621,0.00409857749037666,7,0,NA,NA,3850,3686,2906,3088.5,0
"PRKCG","P05129",13528.5,21,229.231874821353,-0.704916689125861,0.00314219922035178,9,0,NA,NA,3947,3582,2491,3508.5,0
"ABCG2","Q9UNQ0",13526.5,4,134.54311922186,0.718201578627868,0.00442330422716006,9,0,NA,NA,3395,3605,3018,3508.5,0
"SLC25A25","Q6KCM7",13525.5,8,152.354753803985,-0.602357167030003,0.00566204084432536,8,0,NA,NA,3560,3321,3316,3328.5,0
"MAP4","P27816",13524.5,13,176.784959448534,0.352521663522112,0.014019928154345,9,0,NA,NA,3732,2389,3895,3508.5,0
"ZC3HAV1","Q7Z2W4",13517.5,9,160.32509429648,-0.474578161533728,0.00839051412599535,8,0,NA,NA,3616,2915,3658,3328.5,0
"APOOL","Q6UXV4",13515.5,15,197.363386211756,-0.520159810856482,0.00546683512180142,8,0,NA,NA,3835,3067,3285,3328.5,0
"DYNC1LI2","O43237",13511.5,29,323.989191836378,-0.848701615904347,0.0054598130385807,5,0,NA,NA,4079,3800,3283,2349.5,0
"TMTC3","Q6ZXV5",13508,8,158.867470108969,0.658114199493645,0.00850097126441832,6,0,NA,NA,3607,3471,3662,2768,0
"URB1","O60287",13501,1,96.4872117968908,0.56367788221907,0.00964797015354955,10,0,NA,NA,2903,3210,3731,3657,0
"ATP5F1B","P06576",13492,12,168.715391268774,-0.393532788494254,0.00750416902196024,10,0,NA,NA,3672,2582,3581,3657,0
"EPS15L1","Q9UBC2",13489.5,5,129.917398453766,0.713921361661307,0.00654891599605238,7,0,NA,NA,3339,3600,3462,3088.5,0
"VPS26C","O14972",13487.5,4,125.63662328644,-0.976249592845289,0.00501739860833741,7,0,NA,NA,3302,3919,3178,3088.5,0
"PTPRF","P10586",13477,14,173.947005195275,-0.38857766787771,0.0072519443247378,10,0,NA,NA,3711,2557,3552,3657,0
"ACOT7","O00154",13473.5,11,153.721004241107,0.67570485733198,0.00455472412777113,8,0,NA,NA,3567,3512,3066,3328.5,0
"IQGAP2","Q13576",13466,6,133.699813333384,-0.329855744975993,0.0197196684214743,12,0,NA,NA,3381,2257,4001,3827,0
"PITPNB","P48739",13465,17,208.966324713528,0.626382959457149,0.00628764977909923,6,0,NA,NA,3889,3393,3415,2768,0
"GC","P02774",13456,15,187.807967105176,0.351282285942833,0.00790820039132639,10,0,NA,NA,3799,2382,3618,3657,0
"EXOC2","Q96KP1",13449,9,154.210391032327,0.43290221508474,0.00654956236111022,10,0,NA,NA,3571,2758,3463,3657,0
"LY75","O60449",13444.5,4,125.484396652043,0.675982769015934,0.00716025354935325,7,0,NA,NA,3300,3513,3543,3088.5,0
"ITGAL","P20701",13437.5,7,129.964995910739,-0.599862186143962,0.00652486971749767,8,0,NA,NA,3340,3312,3457,3328.5,0
"SRSF9","Q13242",13432.5,9,139.600840306986,-0.571129719925439,0.00869200266427898,7,0,NA,NA,3443,3229,3672,3088.5,0
"ARCN1","P48444",13423.5,4,122.16650488064,0.573530081742487,0.00628928836702521,9,0,NA,NA,3263,3236,3416,3508.5,0
"NFXL1","Q6ZNB6",13419.5,3,117.108894387362,0.789424516742722,0.00620292719374022,7,0,NA,NA,3203,3725,3403,3088.5,0
"GALK1","P51570",13415.5,22,213.604431688293,-0.788508690987828,0.00639702731414034,5,0,NA,NA,3906,3724,3436,2349.5,0
"LSS","P48449",13401.5,0,81.0696354265503,0.666032086967379,0.0108891966838551,9,0,NA,NA,2617,3492,3784,3508.5,0
"SOD3","P08294",13397.5,5,136.038274668511,0.730637500931147,0.00538892574352744,7,0,NA,NA,3411,3627,3271,3088.5,0
"FNBP4","Q8N3X1",13372.5,9,151.549134026453,0.726183439003991,0.00401919796172888,8,0,NA,NA,3549,3620,2875,3328.5,0
"TM9SF4","Q92544",13366.5,9,152.830775207449,0.791338508835271,0.00368475703143422,8,0,NA,NA,3565,3729,2744,3328.5,0
"CYCS","P99999",13365,1,104.275716922354,0.665854451600729,0.00508233817512107,10,0,NA,NA,3022,3489,3197,3657,0
"LANCL1","O43813",13355.5,5,127.191396130453,0.823704207264466,0.00497396690502306,7,0,NA,NA,3322,3776,3169,3088.5,0
"KANK2","Q63ZY3",13351.5,4,126.402652267368,0.643108703393185,0.00695611822990921,7,0,NA,NA,3313,3437,3513,3088.5,0
"B2M","P61769",13349.5,6,144.036065635362,-0.486220690830664,0.00626484990807814,9,0,NA,NA,3482,2949,3410,3508.5,0
"NDUFAF2","Q8N183",13341.5,16,190.315126963373,-0.909914637424127,0.00571274894125883,5,0,NA,NA,3811,3860,3321,2349.5,0
"RPL14","P50914",13340,1,100.684487961322,-0.486791829931974,0.0102075535007526,10,0,NA,NA,2969,2953,3761,3657,0
"MDC1","Q14676",13331.5,1,98.4618873914203,-0.593010337960603,0.0107988154770342,8,0,NA,NA,2933,3288,3782,3328.5,0
"TDRKH","Q9Y2W6",13327.5,7,143.853526578552,-0.898234807317447,0.00410891051277779,7,0,NA,NA,3481,3849,2909,3088.5,0
"RABL6","Q3YEC7",13325,3,121.395659218524,0.615318572096719,0.00419605078425826,11,0,NA,NA,3257,3367,2945,3756,0
"MGST3","O14880",13306.5,11,169.898721334901,-0.817178695533831,0.00375740976113072,7,0,NA,NA,3679,3764,2775,3088.5,0
"AGAP2","Q99490",13305.5,10,160.080842134997,-0.457790727490818,0.00694087511732488,8,0,NA,NA,3614,2854,3509,3328.5,0
"NUDT21","O43809",13302,6,150.766160865978,-1.26739762710406,0.00417124171557352,6,0,NA,NA,3539,4059,2936,2768,0
"TCOF1","Q13428",13299.5,1,95.5387761159359,0.508947115274615,0.0131480588150097,9,0,NA,NA,2887,3030,3874,3508.5,0
"NDUFAF4","Q9P032",13297,5,121.369894271448,-0.816003742027958,0.00695300593995934,6,0,NA,NA,3256,3761,3512,2768,0
"FRRS1L","Q9P0K9",13297,10,167.582095475519,-0.775321915350249,0.00495062243236248,6,0,NA,NA,3664,3702,3163,2768,0
"CCNY","Q8ND76",13294.5,21,199.311018914028,-0.690197424206355,0.00728337249679149,5,0,NA,NA,3846,3544,3555,2349.5,0
"INTS13","Q9NVM9",13291.5,11,164.927367160684,-1.13008321338552,0.00257562972284931,9,0,NA,NA,3642,4011,2130,3508.5,0
"PIP4K2A","P48426",13280.5,5,129.373372225844,-0.419298364566369,0.00561668804621724,14,0,NA,NA,3334,2698,3311,3937.5,0
"LRRC8D","Q7L1W4",13276.5,9,142.671785148408,-0.671940350058324,0.00513978185275668,7,0,NA,NA,3473,3500,3215,3088.5,0
"ATAD1","Q8NBU5",13272,5,132.291561470655,-0.812419925083377,0.00604527847017953,6,0,NA,NA,3368,3757,3379,2768,0
"UTRN","P46939",13271,6,135.826800226482,-0.323920097743083,0.0114434055506454,12,0,NA,NA,3410,2225,3809,3827,0
"OCRL","Q01968",13271,3,105.866010988737,0.52968480389478,0.00662188351335235,10,0,NA,NA,3042,3097,3475,3657,0
"KHSRP","Q92945",13270.5,11,175.620766846601,-0.32690170307275,0.0112317220709145,9,0,NA,NA,3724,2239,3799,3508.5,0
"COX6C","P09669",13267.5,2,95.0105273726647,-0.368426762629287,0.0137477439175228,18,0,NA,NA,2878,2452,3888,4049.5,0
"GBF1","Q92538",13264.5,9,143.470498811969,0.423544507630306,0.00732204344956779,9,0,NA,NA,3479,2716,3561,3508.5,0
"SDCBP","O00560",13263.5,19,205.918936454539,-1.16348158243818,0.00280958044827747,7,0,NA,NA,3867,4024,2284,3088.5,0
"ABLIM2","Q6H8Q1",13260.5,3,89.4956981258397,0.423687343067903,0.00976188656793557,17,0,NA,NA,2783,2718,3736,4023.5,0
"SIN3A","Q96ST3",13260.5,7,137.11931884229,0.796738900359981,0.00991439762710409,5,0,NA,NA,3425,3737,3749,2349.5,0
"SEC14L2","O76054",13260,14,181.084141479956,0.52643329215871,0.00827810219188801,6,0,NA,NA,3759,3084,3649,2768,0
"GABRB2","P47870",13259.5,6,111.400069209439,0.532508822641984,0.00700088554987106,9,0,NA,NA,3125,3106,3520,3508.5,0
"NDRG2","Q9UN36",13255,5,115.402751785008,0.782884799608086,0.00759278216166941,6,0,NA,NA,3183,3712,3592,2768,0
"CWC22","Q9HCG8",13253.5,0,62.4707700798113,-0.492038190080867,0.0272969833336066,20,0,NA,NA,2154,2971,4052,4076.5,0
"PKM","P14618",13247,16,183.20870291067,-0.300534113763351,0.00727316707497439,12,0,NA,NA,3769,2098,3553,3827,0
"NRDC","O43847",13239.5,2,129.409259680552,0.518737353185378,0.00580702340893642,9,0,NA,NA,3335,3058,3338,3508.5,0
"TARS3","A2RTX5",13230.5,1,93.4050567719214,0.640812786026242,0.00642768398832001,9,0,NA,NA,2855,3430,3437,3508.5,0
"HBS1L","Q9Y450",13230.5,8,137.567515004808,0.635905421714636,0.0055052235020673,7,0,NA,NA,3429,3420,3293,3088.5,0
"LONP2","Q86WA8",13226.5,6,123.035756145829,0.716261674361661,0.00443843776073524,8,0,NA,NA,3273,3603,3022,3328.5,0
"COL1A1","P02452",13221,5,133.178225198215,-0.467078396015429,0.00555373361214147,10,0,NA,NA,3378,2887,3299,3657,0
"PI4KB","Q9UBF8",13219.5,5,110.316339647092,0.610566101513962,0.0085861982500509,7,0,NA,NA,3110,3354,3667,3088.5,0
"MCM6","Q14566",13218,1,119.514163023483,-0.516061486173858,0.00538014692977989,10,0,NA,NA,3239,3053,3269,3657,0
"RPL15","P61313",13211.5,5,132.953340898591,0.61726909249847,0.0060098857417888,7,0,NA,NA,3375,3373,3375,3088.5,0
"NEXN","Q0ZGT2",13208,6,138.527724903231,0.602710677655387,0.00892892044828263,6,0,NA,NA,3434,3322,3684,2768,0
"CYRIA","Q9H0Q0",13206,1,95.4129263836107,0.572870590029576,0.00534620853334971,12,0,NA,NA,2885,3233,3261,3827,0
"UBR5","O95071",13203,26,232.892152059981,0.776531811002178,0.00374792505683429,6,0,NA,NA,3960,3705,2770,2768,0
"BMP2K","Q9NSY1",13202,1,72.6371149188239,-0.600533596519142,0.00933425395792672,11,0,NA,NA,2417,3316,3713,3756,0
"EFCAB14","O75071",13201.5,6,136.453296045304,0.665312892130108,0.00513773896977922,7,0,NA,NA,3416,3485,3212,3088.5,0
"CA4","P22748",13201,7,141.99102811656,-0.680003918246932,0.00646761755030073,6,0,NA,NA,3464,3522,3447,2768,0
"ATP2B4","P23634",13186,8,150.668529826412,-0.387599902265028,0.00642971800933583,10,0,NA,NA,3538,2553,3438,3657,0
"PFAS","O15067",13177.5,17,190.86932912111,0.956080027281316,0.00473071599182673,5,0,NA,NA,3813,3902,3113,2349.5,0
"GSTP1","P09211",13171.5,12,154.095887351087,-0.440537101732498,0.00403994939439347,14,0,NA,NA,3569,2782,2883,3937.5,0
"CWC15","Q9P013",13166.5,2,98.5901926893686,-0.888654413744008,0.00453918385372106,8,0,NA,NA,2938,3840,3060,3328.5,0
"DTNA","Q9Y4J8",13165.5,4,98.2228152512813,-0.371754971483197,0.0119562697632416,14,0,NA,NA,2929,2468,3831,3937.5,0
"CPNE2","Q96FN4",13163.5,26,258.764902075234,-0.984788235858972,0.00630836084385904,4,0,NA,NA,4012,3926,3422,1803.5,0
"RTN3","O95197",13161.5,16,187.277296360512,-0.443225283106484,0.00455255629147466,9,0,NA,NA,3796,2792,3065,3508.5,0
"DBI","P07108",13150.5,4,123.789944880438,0.626848324010109,0.00423719765440818,9,0,NA,NA,3287,3395,2960,3508.5,0
"DECR2","Q9NUI1",13150,13,177.865683414936,-0.724752753238247,0.00446075429181087,6,0,NA,NA,3737,3615,3030,2768,0
"WDR33","Q9C0J8",13144.5,1,67.4481908368728,-0.469937287415697,0.0146020974753502,18,0,NA,NA,2281,2900,3914,4049.5,0
